Information,,Skin,Multi,Archive,Expansion,Material,Material,Material
5090,leaBody05_std_CATA_pkgood_f.dds,leaBody05_std_CATA_pkgood_f.dds,0,0,4,1885,,
5091,leaBody05_std_CATA_pkgood_m.dds,leaBody05_std_CATA_pkgood_m.dds,0,0,4,1886,,
5092,leaBoots01_std_CATA_pkgood.dds,leaBoots01_std_CATA_pkgood.dds,0,0,4,1887,,
5093,leaGloves01_std_CATA_pkgood.dds,leaGloves01_std_CATA_pkgood.dds,0,0,4,1888,,
5094,pltBody01_CATA_pkgood_f.dds,pltBody01_CATA_pkgood_f.dds,0,0,4,1889,,
5095,pltBody01_CATA_pkgood_m.dds,pltBody01_CATA_pkgood_m.dds,0,0,4,1890,,
5096,pltBody01_scl_CATA_pkgood_f.dds,pltBody01_scl_CATA_pkgood_f.dds,0,0,4,1891,,
5097,pltBody01_scl_CATA_pkgood_m.dds,pltBody01_scl_CATA_pkgood_m.dds,0,0,4,1892,,
5098,pltBoots01_CATA_pkgood.dds,pltBoots01_CATA_pkgood.dds,0,0,4,1893,,
5099,pltBoots01_scl_CATA_pkgood.dds,pltBoots01_scl_CATA_pkgood.dds,0,0,4,1894,,
5100,pltGloves01_CATA_pkgood.dds,pltGloves01_CATA_pkgood.dds,0,0,4,1895,,
5101,pltgloves01_scl_CATA_pkgood.dds,pltgloves01_scl_CATA_pkgood.dds,0,0,4,1896,,
5102,cthBody01_Naliah_TOA_S_F.dds,cthBody01_Naliah_TOA_S_F.dds,0,0,4,1897,,
5103,cthBody01_Naliah_TOA_S_m.dds,cthBody01_Naliah_TOA_S_m.dds,0,0,4,1898,,
5104,cthbody01_TOA_A_F.dds,cthbody01_TOA_A_F.dds,0,0,4,1899,,
5105,cthbody01_TOA_A_m.dds,cthbody01_TOA_A_m.dds,0,0,4,1900,,
5106,cthbody01_TOA_O_F.dds,cthbody01_TOA_O_F.dds,0,0,4,1901,,
5107,cthbody01_TOA_O_m.dds,cthbody01_TOA_O_m.dds,0,0,4,1902,,
5108,cthbody01_TOA_S_F.dds,cthbody01_TOA_S_F.dds,0,0,4,1903,,
5109,cthbody01_TOA_S_m.dds,cthbody01_TOA_S_m.dds,0,0,4,1904,,
5110,cthbody01_TOA_V_F.dds,cthbody01_TOA_V_F.dds,0,0,4,1905,,
5111,cthbody01_TOA_V_m.dds,cthbody01_TOA_V_m.dds,0,0,4,1906,,
5112,leaBody05_TOA_A_f.dds,leaBody05_TOA_A_f.dds,0,0,4,1907,,
5113,leaBody05_TOA_A_m.dds,leaBody05_TOA_A_m.dds,0,0,4,1908,,
5114,robBody01_lea01_TOA_A_f.dds,robBody01_lea01_TOA_A_f.dds,0,0,4,1909,,
5115,robBody01_lea01_TOA_O_f.dds,robBody01_lea01_TOA_O_f.dds,0,0,4,1910,,
5116,robBody01_lea01_TOA_S_f.dds,robBody01_lea01_TOA_S_f.dds,0,0,4,1911,,
5117,robBody01_lea01_TOA_V_f.dds,robBody01_lea01_TOA_V_f.dds,0,0,4,1912,,
5118,robBody01_lea01_TOA_A_mdds,robBody01_lea01_TOA_A_mdds,0,0,4,1913,,
5119,robBody01_lea01_TOA_V_m.dds,robBody01_lea01_TOA_V_m.dds,0,0,4,1914,,
5120,robBody01_lea01_TOA_O_m.dds,robBody01_lea01_TOA_O_m.dds,0,0,4,1915,,
5121,robBody01_lea01_TOA_S_m.dds,robBody01_lea01_TOA_S_m.dds,0,0,4,1916,,
5122,robBody01_epic_Warlock_M.dds,robBody01_epic_Warlock_M.dds,0,0,4,1929,,
5123,robBody01_epic_Warlock_F.dds,robBody01_epic_Warlock_F.dds,0,0,4,1930,,
5124,cthLegs01_epic_Warlock.dds,cthLegs01_epic_Warlock.dds,0,0,4,1931,,
5125,cthGloves01_epic_Warlock.dds,cthGloves01_epic_Warlock.dds,0,0,4,1932,,
5126,cthBoots01_epic_Warlock.dds,cthBoots01_epic_Warlock.dds,0,0,4,1933,,
5127,robBody01_epic_Bainshee_F.dds,robBody01_epic_Bainshee_F.dds,0,0,4,1934,,
5128,cthArms01_epic_Bainshee.dds,cthArms01_epic_Bainshee.dds,0,0,4,1935,,
5129,cthBoots01_epic_Bainshee.dds,cthBoots01_epic_Bainshee.dds,0,0,4,1936,,
5130,cthGloves01_epic_Bainshee.dds,cthGloves01_epic_Bainshee.dds,0,0,4,1937,,
5131,cthLegs01_epic_Bainshee.dds,cthLegs01_epic_Bainshee.dds,0,0,4,1938,,
5132,leaBody01_Epic_Vampyre_M.dds,leaBody01_Epic_Vampyre_M.dds,0,0,4,1971,,
5133,leaBody01_Epic_Vampyre_F.dds,leaBody01_Epic_Vampyre_F.dds,0,0,4,1972,,
5134,leaBoots_Epic_Vampyre.dds,leaBoots_Epic_Vampyre.dds,0,0,4,1973,,
5135,leaGloves01_Epic_Vampyre.dds,leaGloves01_Epic_Vampyre.dds,0,0,4,1974,,
5136,cthArms01_Epic_Vampyre.dds,cthArms01_Epic_Vampyre.dds,0,0,4,1975,,
5137,cthLegs01_Epic_Vampyre.dds,cthLegs01_Epic_Vampyre.dds,0,0,4,1976,,
5138,Role playing helm texture,WingedHelmet_Epic_Valkyrie.dds,0,42,4,0,,
5139,robBody01_epic_Heretic_F.dds,robBody01_epic_Heretic_F.dds,0,0,4,1992,,
5140,robBody01_epic_Heretic_M.dds,robBody01_epic_Heretic_M.dds,0,0,4,1993,,
5141,chnBody04_Epic_Valkyrie_f.dds,chnBody04_Epic_Valkyrie_f.dds,0,0,4,1994,,
5142,cthLegs01_Epic_Valkyrie.dds,cthLegs01_Epic_Valkyrie.dds,0,0,4,1995,,
5143,cthArms01_Epic_Valkyrie.dds,cthArms01_Epic_Valkyrie.dds,0,0,4,1996,,
5144,chnGloves01_Epic_Valkyrie.dds,chnGloves01_Epic_Valkyrie.dds,0,0,4,1997,,
5145,chnBoots01_Epic_Valkyrie.dds,chnBoots01_Epic_Valkyrie.dds,0,0,4,1998,,
5146,ctharms01_Epic_Runemaster.dds,ctharms01_Epic_Runemaster.dds,0,0,4,2005,,
5147,ctharms01_Epic_SpiritMaster.dds,ctharms01_Epic_SpiritMaster.dds,0,0,4,2006,,
5148,cthLegs01_Epic_SpiritMaster.dds,cthLegs01_Epic_SpiritMaster.dds,0,0,4,2007,,
5149,Base_Lute,Base_Lute.dds,0,43,1,,,
5150,Base_drum,Base_drum.dds,0,43,1,,,
5151,Base_flute,Base_flute.dds,0,43,1,,,
5152,Old_Lute,Old_Lute.dds,0,43,1,,,
5153,Old_drum,Old_drum.dds,0,43,1,,,
5154,Old_flute,Old_flute.dds,0,43,1,,,
5155,Albion_Lute,Albion_Lute.dds,0,43,1,,,
5156,Albion_drum,Albion_drum.dds,0,43,1,,,
5157,Albion_flute,Albion_flute.dds,0,43,1,,,
5158,Hibernia_Lute,Hibernia_Lute.dds,0,43,1,,,
5159,Hibernia_drum,Hibernia_drum.dds,0,43,1,,,
5160,Hibernia_flute,Hibernia_flute.dds,0,43,1,,,
5161,bar_glow,bar_glow.dds,3,43,1,,,
5162,cthLegs_CATA_PSgood,cthLegs_CATA_PSgood.dds,0,0,4,2044,,
5163,cthGloves_CATA_PSgood,cthGloves_CATA_PSgood.dds,0,0,4,2045,,
5164,stdArms_CATA_PSgood,stdArms_CATA_PSgood.dds,0,0,4,2046,,
5165,stdBoots_CATA_PSgood,stdBoots_CATA_PSgood.dds,0,0,4,2047,,
5166,stdLegs_CATA_PSgood,stdLegs_CATA_PSgood.dds,0,0,4,2048,,
5167,stdGloves_CATA_PSgood,stdGloves_CATA_PSgood.dds,0,0,4,2049,,
5168,stdBody_CATA_PSgood_F,stdBody_CATA_PSgood_F.dds,0,0,4,2050,,
5169,stdBody_CATA_PSgood_M,stdBody_CATA_PSgood_M.dds,0,0,4,2051,,
5170,sclArms_CATA_PSgood,sclArms_CATA_PSgood.dds,0,0,4,2052,,
5171,sclBoots_CATA_PSgood,sclBoots_CATA_PSgood.dds,0,0,4,2053,,
5172,sclGloves_CATA_PSgood,sclGloves_CATA_PSgood.dds,0,0,4,2054,,
5173,sclLegs_CATA_PSgood,sclLegs_CATA_PSgood.dds,0,0,4,2055,,
5174,sclBody_CATA_PSgood_F,sclBody_CATA_PSgood_F.dds,0,0,4,2056,,
5175,sclBody_CATA_PSgood_M,sclBody_CATA_PSgood_M.dds,0,0,4,2057,,
5176,pltBody_CATA_PSgood_F,pltBody_CATA_PSgood_F.dds,0,0,4,2058,,
5177,pltBody_CATA_PSgood_M,pltBody_CATA_PSgood_M.dds,0,0,4,2059,,
5178,pltArms_CATA_PSgood,pltArms_CATA_PSgood.dds,0,0,4,2060,,
5179,pltBoots_CATA_PSgood,pltBoots_CATA_PSgood.dds,0,0,4,2061,,
5180,pltGloves_CATA_PSgood,pltGloves_CATA_PSgood.dds,0,0,4,2062,,
5181,plt_Legs_CATA_PSgood,plt_Legs_CATA_PSgood.dds,0,0,4,2063,,
5182,leaBody_CATA_PSgood_M,leaBody_CATA_PSgood_M.dds,0,0,4,2064,,
5183,leaBoots_CATA_PSgood,leaBoots_CATA_PSgood.dds,0,0,4,2065,,
5184,leaArms_CATA_PSgood,leaArms_CATA_PSgood.dds,0,0,4,2066,,
5185,leaLegs_CATA_PSgood,leaLegs_CATA_PSgood.dds,0,0,4,2067,,
5186,leaGloves_CATA_PSgood,leaGloves_CATA_PSgood.dds,0,0,4,2068,,
5187,leaBody_CATA_PSgood_F,leaBody_CATA_PSgood_F.dds,0,0,4,2069,,
5188,chnArms_CATA_PSgood,chnArms_CATA_PSgood.dds,0,0,4,2070,,
5189,chnBoots_CATA_PSgood,chnBoots_CATA_PSgood.dds,0,0,4,2071,,
5190,chnGloves_CATA_PSgood,chnGloves_CATA_PSgood.dds,0,0,4,2072,,
5191,chnLegs_CATA_PSgood,chnLegs_CATA_PSgood.dds,0,0,4,2073,,
5192,chnBody_CATA_PSgood_F,chnBody_CATA_PSgood_F.dds,0,0,4,2074,,
5193,chnBody_CATA_PSgood_M,chnBody_CATA_PSgood_M.dds,0,0,4,2075,,
5194,robBody_CATA_PSgood_F,robBody_CATA_PSgood_F.dds,0,0,4,2076,,
5195,robBody_CATA_PSgood_M,robBody_CATA_PSgood_M.dds,0,0,4,2077,,
5196,cthArms_CATA_PSgood,cthArms_CATA_PSgood.dds,0,0,4,2078,,
5197,cthBoots_CATA_PSgood,cthBoots_CATA_PSgood.dds,0,0,4,2079,,
5198,cthBody_CATA_PSgood_M,cthBody_CATA_PSgood_M.dds,0,0,4,2080,,
5199,cthBody_CATA_PSgood_F,cthBody_CATA_PSgood_F.dds,0,0,4,2081,,
5200,chnArms_CATA_PIbad,chnArms_CATA_PIbad.dds,0,0,4,2082,,
5201,chnArms_CATA_PIgood,chnArms_CATA_PIgood.dds,0,0,4,2083,,
5202,chnBody_CATA_PIbad_F,chnBody_CATA_PIbad_F.dds,0,0,4,2084,,
5203,chnBody_CATA_PIbad_M,chnBody_CATA_PIbad_M.dds,0,0,4,2085,,
5204,chnBody_CATA_PIgood_F,chnBody_CATA_PIgood_F.dds,0,0,4,2086,,
5205,chnBody_CATA_PIgood_M,chnBody_CATA_PIgood_M.dds,0,0,4,2087,,
5206,chnBoots_CATA_PIbad,chnBoots_CATA_PIbad.dds,0,0,4,2088,,
5207,chnBoots_CATA_PIgood,chnBoots_CATA_PIgood.dds,0,0,4,2089,,
5208,chnGloves_CATA_PIbad,chnGloves_CATA_PIbad.dds,0,0,4,2090,,
5209,chnGloves_CATA_PIgood,chnGloves_CATA_PIgood.dds,0,0,4,2091,,
5210,chnLegs_CATA_PIbad,chnLegs_CATA_PIbad.dds,0,0,4,2092,,
5211,chnLegs_CATA_PIgood,chnLegs_CATA_PIgood.dds,0,0,4,2093,,
5212,pltArms_CATA_PIBad,pltArms_CATA_PIBad.dds,0,0,4,2094,,
5213,pltArms_CATA_PIgood,pltArms_CATA_PIgood.dds,0,0,4,2095,,
5214,pltBody_CATA_PIBad_F,pltBody_CATA_PIBad_F.dds,0,0,4,2096,,
5215,pltBody_CATA_PIBad_M,pltBody_CATA_PIBad_M.dds,0,0,4,2097,,
5216,pltBody_CATA_PIgood_F,pltBody_CATA_PIgood_F.dds,0,0,4,2098,,
5217,pltBody_CATA_PIgood_M,pltBody_CATA_PIgood_M.dds,0,0,4,2099,,
5218,pltBoots_CATA_PIBad,pltBoots_CATA_PIBad.dds,0,0,4,2100,,
5219,pltBoots_CATA_PIgood,pltBoots_CATA_PIgood.dds,0,0,4,2101,,
5220,pltGloves_CATA_PIBad,pltGloves_CATA_PIBad.dds,0,0,4,2102,,
5221,pltGloves_CATA_PIgood,pltGloves_CATA_PIgood.dds,0,0,4,2103,,
5222,pltLegs_CATA_PIBad,pltLegs_CATA_PIBad.dds,0,0,4,2104,,
5223,pltLegs_CATA_PIgood,pltLegs_CATA_PIgood.dds,0,0,4,2105,,
5224,sclArms_CATA_Pibad,sclArms_CATA_Pibad.dds,0,0,4,2106,,
5225,sclArms_CATA_PIgood,sclArms_CATA_PIgood.dds,0,0,4,2107,,
5226,sclBody_CATA_Pibad_F,sclBody_CATA_Pibad_F.dds,0,0,4,2108,,
5227,sclBody_CATA_Pibad_M,sclBody_CATA_Pibad_M.dds,0,0,4,2109,,
5228,sclBody_CATA_PIgood_F,sclBody_CATA_PIgood_F.dds,0,0,4,2110,,
5229,sclBody_CATA_PIgood_M,sclBody_CATA_PIgood_M.dds,0,0,4,2111,,
5230,sclBoots_CATA_Pibad,sclBoots_CATA_Pibad.dds,0,0,4,2112,,
5231,sclBoots_CATA_PIgood,sclBoots_CATA_PIgood.dds,0,0,4,2113,,
5232,sclGloves_CATA_Pibad,sclGloves_CATA_Pibad.dds,0,0,4,2114,,
5233,sclGloves_CATA_PIgood,sclGloves_CATA_PIgood.dds,0,0,4,2115,,
5234,sclLegs_CATA_Pibad,sclLegs_CATA_Pibad.dds,0,0,4,2116,,
5235,sclLegs_CATA_PIgood,sclLegs_CATA_PIgood.dds,0,0,4,2117,,
5236,leaLegs_CATA_Pigood.dds,leaLegs_CATA_Pigood.dds,0,0,4,2118,,
5237,leaArms_CATA_PiCorrupt.dds,leaArms_CATA_PiCorrupt.dds,0,0,4,2119,,
5238,leaArms_CATA_Pigood.dds,leaArms_CATA_Pigood.dds,0,0,4,2120,,
5239,leaBody_CATA_PiCorrupt_F.dds,leaBody_CATA_PiCorrupt_F.dds,0,0,4,2121,,
5240,leaBody_CATA_PiCorrupt_M.dds,leaBody_CATA_PiCorrupt_M.dds,0,0,4,2122,,
5241,leaBody_CATA_Pigood_F.dds,leaBody_CATA_Pigood_F.dds,0,0,4,2123,,
5242,leaBody_CATA_Pigood_M.dds,leaBody_CATA_Pigood_M.dds,0,0,4,2124,,
5243,leaBoots_CATA_PiCorrupt.dds,leaBoots_CATA_PiCorrupt.dds,0,0,4,2125,,
5244,leaBoots_CATA_Pigood.dds,leaBoots_CATA_Pigood.dds,0,0,4,2126,,
5245,leaGloves_CATA_PiCorrupt.dds,leaGloves_CATA_PiCorrupt.dds,0,0,4,2127,,
5246,leaGloves_CATA_Pigood.dds,leaGloves_CATA_Pigood.dds,0,0,4,2128,,
5247,leaLegs_CATA_PiCorrupt.dds,leaLegs_CATA_PiCorrupt.dds,0,0,4,2129,,
5248,CthLegs_CATA_Pigood.dds,CthLegs_CATA_Pigood.dds,0,0,4,2130,,
5249,CthArms_CATA_PiCorrupt.dds,CthArms_CATA_PiCorrupt.dds,0,0,4,2131,,
5250,CthArms_CATA_Pigood.dds,CthArms_CATA_Pigood.dds,0,0,4,2132,,
5251,CthBody_CATA_PiCorrupt_F.dds,CthBody_CATA_PiCorrupt_F.dds,0,0,4,2133,,
5252,CthBody_CATA_PiCorrupt_M.dds,CthBody_CATA_PiCorrupt_M.dds,0,0,4,2134,,
5253,CthBody_CATA_Pigood_F.dds,CthBody_CATA_Pigood_F.dds,0,0,4,2135,,
5254,CthBody_CATA_Pigood_M.dds,CthBody_CATA_Pigood_M.dds,0,0,4,2136,,
5255,CthBoots_CATA_PiCorrupt.dds,CthBoots_CATA_PiCorrupt.dds,0,0,4,2137,,
5256,CthBoots_CATA_Pigood.dds,CthBoots_CATA_Pigood.dds,0,0,4,2138,,
5257,CthGloves_CATA_PiCorrupt.dds,CthGloves_CATA_PiCorrupt.dds,0,0,4,2139,,
5258,CthGloves_CATA_Pigood.dds,CthGloves_CATA_Pigood.dds,0,0,4,2140,,
5259,CthLegs_CATA_PiCorrupt.dds,CthLegs_CATA_PiCorrupt.dds,0,0,4,2141,,
5260,RobBody_CATA_Pigood_F.dds,RobBody_CATA_Pigood_F.dds,0,0,4,2142,,
5261,RobBody_CATA_Pigood_M.dds,RobBody_CATA_Pigood_M.dds,0,0,4,2143,,
5262,chnArms_CATA_PSevil.dds,chnArms_CATA_PSevil.dds,0,0,4,2144,,
5263,chnBody_CATA_PSevil_F.dds,chnBody_CATA_PSevil_F.dds,0,0,4,2145,,
5264,chnBody_CATA_PSevil_M.dds,chnBody_CATA_PSevil_M.dds,0,0,4,2146,,
5265,chnBoots_CATA_PSevil.dds,chnBoots_CATA_PSevil.dds,0,0,4,2147,,
5266,chnGloves_CATA_PSevil.dds,chnGloves_CATA_PSevil.dds,0,0,4,2148,,
5267,chnLegs_CATA_PSevil.dds,chnLegs_CATA_PSevil.dds,0,0,4,2149,,
5268,cthArms_CATA_PSevil.dds,cthArms_CATA_PSevil.dds,0,0,4,2150,,
5269,cthBody_CATA_PSevil_F.dds,cthBody_CATA_PSevil_F.dds,0,0,4,2151,,
5270,cthBody_CATA_PSevil_M.dds,cthBody_CATA_PSevil_M.dds,0,0,4,2152,,
5271,cthBoots_CATA_PSevil.dds,cthBoots_CATA_PSevil.dds,0,0,4,2153,,
5272,cthGloves_CATA_PSevil.dds,cthGloves_CATA_PSevil.dds,0,0,4,2154,,
5273,cthLegs_CATA_PSevil.dds,cthLegs_CATA_PSevil.dds,0,0,4,2155,,
5274,leaArms_CATA_PSevil.dds,leaArms_CATA_PSevil.dds,0,0,4,2156,,
5275,leaBody_CATA_PSevil_F.dds,leaBody_CATA_PSevil_F.dds,0,0,4,2157,,
5276,leaBody_CATA_PSevil_M.dds,leaBody_CATA_PSevil_M.dds,0,0,4,2158,,
5277,leaBoots_CATA_PSevil.dds,leaBoots_CATA_PSevil.dds,0,0,4,2159,,
5278,leaGloves_CATA_PSevil.dds,leaGloves_CATA_PSevil.dds,0,0,4,2160,,
5279,leaLegs_CATA_PSevil.dds,leaLegs_CATA_PSevil.dds,0,0,4,2161,,
5280,plt_Legs_CATA_PSevil.dds,plt_Legs_CATA_PSevil.dds,0,0,4,2162,,
5281,pltArms_CATA_PSevil.dds,pltArms_CATA_PSevil.dds,0,0,4,2163,,
5282,pltBody_CATA_PSevil_F.dds,pltBody_CATA_PSevil_F.dds,0,0,4,2164,,
5283,pltBody_CATA_PSevil_M.dds,pltBody_CATA_PSevil_M.dds,0,0,4,2165,,
5284,pltBoots_CATA_PSevil.dds,pltBoots_CATA_PSevil.dds,0,0,4,2166,,
5285,pltGloves_CATA_PSevil.dds,pltGloves_CATA_PSevil.dds,0,0,4,2167,,
5286,robBody_CATA_PSevil_F.dds,robBody_CATA_PSevil_F.dds,0,0,4,2168,,
5287,robBody_CATA_PSevil_M.dds,robBody_CATA_PSevil_M.dds,0,0,4,2169,,
5288,sclArms_CATA_PSevil.dds,sclArms_CATA_PSevil.dds,0,0,4,2170,,
5289,sclBody_CATA_PSevil_F.dds,sclBody_CATA_PSevil_F.dds,0,0,4,2171,,
5290,sclBody_CATA_PSevil_M.dds,sclBody_CATA_PSevil_M.dds,0,0,4,2172,,
5291,sclBoots_CATA_PSevil.dds,sclBoots_CATA_PSevil.dds,0,0,4,2173,,
5292,sclGloves_CATA_PSevil.dds,sclGloves_CATA_PSevil.dds,0,0,4,2174,,
5293,sclLegs_CATA_PSevil.dds,sclLegs_CATA_PSevil.dds,0,0,4,2175,,
5294,stdArms_CATA_PSevil.dds,stdArms_CATA_PSevil.dds,0,0,4,2176,,
5295,stdBody_CATA_PSevil_F.dds,stdBody_CATA_PSevil_F.dds,0,0,4,2177,,
5296,stdBody_CATA_PSevil_M.dds,stdBody_CATA_PSevil_M.dds,0,0,4,2178,,
5297,stdBoots_CATA_PSevil.dds,stdBoots_CATA_PSevil.dds,0,0,4,2179,,
5298,stdGloves_CATA_PSevil.dds,stdGloves_CATA_PSevil.dds,0,0,4,2180,,
5299,stdLegs_CATA_PSevil.dds,stdLegs_CATA_PSevil.dds,0,0,4,2181,,
5300,stdLegs_CATA_Pigood.dds,stdLegs_CATA_Pigood.dds,0,0,4,2188,,
5301,stdArms_CATA_Pigood.dds,stdArms_CATA_Pigood.dds,0,0,4,2189,,
5302,stdBody_CATA_Pigood_F.dds,stdBody_CATA_Pigood_F.dds,0,0,4,2190,,
5303,stdBody_CATA_Pigood_M.dds,stdBody_CATA_Pigood_M.dds,0,0,4,2191,,
5304,stdBoots_CATA_Pigood.dds,stdBoots_CATA_Pigood.dds,0,0,4,2192,,
5305,stdGloves_CATA_Pigood.dds,stdGloves_CATA_Pigood.dds,0,0,4,2193,,
5306,stdBody_CATA_Pievil_F.dds,stdBody_CATA_Pievil_F.dds,0,0,4,2194,,
5307,stdBody_CATA_Pievil_M.dds,stdBody_CATA_Pievil_M.dds,0,0,4,2195,,
5308,stdLegs_CATA_Pievil.dds,stdLegs_CATA_Pievil.dds,0,0,4,2196,,
5309,stdArms_CATA_Pievil.dds,stdArms_CATA_Pievil.dds,0,0,4,2197,,
5310,stdBoots_CATA_Pievil.dds,stdBoots_CATA_Pievil.dds,0,0,4,2198,,
5311,stdGloves_CATA_Pievil.dds,stdGloves_CATA_Pievil.dds,0,0,4,2199,,
5312,cthArms01_M1.dds,cthArms01_M1.dds,0,0,4,2219,,
5313,cthArms01_M2.dds,cthArms01_M2.dds,0,0,4,2220,,
5314,cthArms01_M3.dds,cthArms01_M3.dds,0,0,4,2221,,
5315,cthBody01_M1_F.dds,cthBody01_M1_F.dds,0,0,4,2222,,
5316,cthBody01_M1_M.dds,cthBody01_M1_M.dds,0,0,4,2223,,
5317,cthBody01_M2_F.dds,cthBody01_M2_F.dds,0,0,4,2224,,
5318,cthBody01_M2_M.dds,cthBody01_M2_M.dds,0,0,4,2225,,
5319,cthBody01_M3_F.dds,cthBody01_M3_F.dds,0,0,4,2226,,
5320,cthBody01_M3_M.dds,cthBody01_M3_M.dds,0,0,4,2227,,
5321,cthBoots01_M1.dds,cthBoots01_M1.dds,0,0,4,2228,,
5322,cthBoots01_M2.dds,cthBoots01_M2.dds,0,0,4,2229,,
5323,cthBoots01_M3.dds,cthBoots01_M3.dds,0,0,4,2230,,
5324,cthGloves01_M1.dds,cthGloves01_M1.dds,0,0,4,2231,,
5325,cthGloves01_M2.dds,cthGloves01_M2.dds,0,0,4,2232,,
5326,cthLegs01_M1.dds,cthLegs01_M1.dds,0,0,4,2233,,
5327,cthLegs01_M2.dds,cthLegs01_M2.dds,0,0,4,2234,,
5328,cthLegs01_M3.dds,cthLegs01_M3.dds,0,0,4,2235,,
5329,Guild Banner Trophy,bannercloth.dds,0,44,4,,,
5330,Barding_Horse_Generic.dds,Barding_Horse_Generic.dds,0,45,4,,,
5331,New Albion Sorcerer Epic Boot,Sorcerer_boot.dds,0,0,4,2287,,
5332,New Albion Sorcerer Epic Gloves,Sorcerer_glove.dds,0,0,4,2288,,
5333,admorenth_staff.dds,admorenth_staff.dds,0,0,5,2289,,
5334,New Albion Epic Sorcerer Robe - F,robBody01_Epic_Sorcerer_f.dds,0,0,4,2297,,
5335,New Albion Epic Sorcerer Robe - M,robBody01_Epic_Sorcerer_m.dds,0,0,4,2298,,
5336,New Midgard Thane Epic Gloves,chnGloves01_Epic_Thane.dds,0,0,4,2299,,
5337,New Midgard Bezerker Epic Arms,cthArms01_Epic_Bezerker.dds,0,0,4,2300,,
5338,New Hibernian Blademaster Epic Arms,cthArms01_Epic_Blademaster.dds,0,0,4,2301,,
5339,New Midgard Hunter Epic Arms,cthArms01_Epic_Hunter.dds,0,0,4,2302,,
5340,New Albion Minstrel Epic Arms,cthArms01_Epic_Minstrel.dds,0,0,4,2303,,
5341,New Midgard Thane Epic Arms,cthArms01_Epic_Thane.dds,0,0,4,2304,,
5342,New Midgard Bezerker Epic Legs,cthLegs01_Epic_Bezerker.dds,0,0,4,2305,,
5343,New Hibernian Blademaster Epic Legs,cthLegs01_Epic_Blademaster.dds,0,0,4,2306,,
5344,New Midgard Hunter Epic Legs,cthLegs01_Epic_Hunter.dds,0,0,4,2307,,
5345,New Albion Minstrel Epic Legs,cthLegs01_Epic_Minstrel.dds,0,0,4,2308,,
5346,New Midgard Thane Epic Legs,cthLegs01_Epic_Thane.dds,0,0,4,2309,,
5347,New Midgard Bezerker Epic Vest - F,leaBody05_Epic_Bezerker_f.dds,0,0,4,2310,,
5348,New Midgard Bezerker Epic Vest - M,leaBody05_Epic_Bezerker_m.dds,0,0,4,2311,,
5349,New Midgard Hunter Epic Vest - F,leaBody05_Epic_Hunter_f.dds,0,0,4,2312,,
5350,New Midgard Hunter Epic Vest - M,leaBody05_Epic_Hunter_m.dds,0,0,4,2313,,
5351,New Midgard Bezerker Epic Boots,leaBoots01_Epic_Bezerker.dds,0,0,4,2314,,
5352,New Hibernian Blademaster Epic Boots,leaBoots01_Epic_Blademaster.dds,0,0,4,2315,,
5353,New Midgard Hunter Epic Boots,leaBoots01_Epic_Hunter.dds,0,0,4,2316,,
5354,New Midgard Bezerker Epic Gloves,leaGloves01_Epic_Bezerker.dds,0,0,4,2317,,
5355,New Hibernian Blademaster Epic Gloves,leaGloves01_Epic_Blademaster.dds,0,0,4,2318,,
5356,New Midgard Hunter Epic Gloves,leaGloves01_Epic_Hunter.dds,0,0,4,2319,,
5357,New Albion Minstrel Epic Vest - F,pltBody01_Epic_minstrel_f.dds,0,0,4,2320,,
5358,New Albion Minstrel Epic Vest - M,pltBody01_Epic_Minstrel_m.dds,0,0,4,2321,,
5359,New Albion Minstrel Epic Boots,pltBoots01_Epic_Minstrel.dds,0,0,4,2322,,
5360,New Albion Minstrel Epic Gloves,pltGloves01_Epic_Minstrel.dds,0,0,4,2323,,
5361,New Hibernian Blademaster Epic Vest - F,renBody03_Epic_Blademaster_f.dds,0,0,4,2324,,
5362,New Hibernian Blademaster Epic Vest - M,renBody03_Epic_Blademaster_m.dds,0,0,4,2325,,
5363,New Midgard Thane Epic Vest - F,chnBody04_Epic_Thane_f.dds,0,0,4,2326,,
5364,New Midgard Thane Epic Vest - M,chnBody04_Epic_Thane_m.dds,0,0,4,2327,,
5365,New Midgard Thane Epic Boots,chnBoots01_Epic_Thane.dds,0,0,4,2328,,
5366,TOA_Afct_Battlerhammer_gloss.dds,TOA_Afct_Battlerhammer_gloss.dds,4,46,1,0,,
5367,TOA_Afct_TraitorsAxe_gloss.dds,TOA_Afct_TraitorsAxe_gloss.dds,4,46,1,0,,
5368,TOA_Afct_CrocodilesToothAxe_Gloss.dds,TOA_Afct_CrocodilesToothAxe_Gloss.dds,4,46,1,0,,
5369,TOA_Afct_MaliceHammer_Gloss.dds,TOA_Afct_MaliceHammer_Gloss.dds,4,46,1,0,,
5370,TOA_Afct_Scytheofkings_Gloss.dds,TOA_Afct_Scytheofkings_Gloss.dds,4,46,1,0,,
5371,Revamp Bonedancer Skel Helm,BoneDancerHelm01.dds,0,47,4,0,,
5372,Hib Mauler Epic Gloves,Lab_Epic_Hib_Mauler_Lea1_gloves.dds,0,0,4,2415,,
5373,Hib Mauler Epic Legs,Lab_Epic_Hib_Mauler_Lea1_legs.dds,0,0,4,2416,,
5374,Hib Mauler Epic Arms,Lab_Epic_Hib_Mauler_Lea1_arms.dds,0,0,4,2417,,
