Anim,,,,,base, ,,,Blend ,No ,No,,Flex,Swim,Horse,Horse Sock
3106,GlashtinBoss  run,GlashtinBoss02_run.kfa,11,15,15,loop,,3,0,0,0,0,0,,,
3107,GlashtinBoss  flinch,GlashtinBoss02_flinch.kfa,18,15,15,clamp,,3,0,0,0,0,0,,,
3108,GlashtinBoss  death,GlashtinBoss02_death.kfa,18,15,15,clamp,,3,0,0,0,0,0,,,
3109,GlashtinBoss  cidle,GlashtinBoss02_cidle.kfa,15,15,15,loop,,3,0,0,0,0,0,,,
3110,GlashtinBoss  attackL,GlashtinBoss02_attackL.kfa,21,15,15,clamp,,3,0,0,0,0,0,,,
3111,GlashtinBoss  attackH,GlashtinBoss02_attackH.kfa,27,15,15,clamp,,3,0,0,0,0,0,,,
3112,Shackledsoul walk,shackledsoul_walk.kfa,26,15,15,loop,,3,0,0,0,0,0,,,
3113,Shackledsoul SpellA,shackledsoul_SpellA.kfa,12,15,15,clamp,,3,0,0,0,0,0,,,
3114,Shackledsoul SpellB,shackledsoul_SpellB.kfa,10,15,15,loop,,3,0,0,0,0,0,,,
3115,Shackledsoul SpellC,shackledsoul_SpellC.kfa,23,15,15,clamp,,3,0,0,0,0,0,,,
3116,Shackledsoul run,shackledsoul_run.kfa,20,15,15,loop,,3,0,0,0,0,0,,,
3117,Shackledsoul idle,shackledsoul_idle.kfa,26,15,15,loop,,3,0,0,0,0,0,,,
3118,Shackledsoul flinch,shackledsoul_flinch.kfa,11,15,15,clamp,,3,0,0,0,0,0,,,
3119,Shackledsoul death,shackledsoul_death.kfa,17,15,15,clamp,,3,0,0,0,0,0,,,
3120,Shackledsoul Cidle,shackledsoul_Cidle.kfa,26,15,15,loop,,3,0,0,0,0,0,,,
3121,Shackledsoul attack,shackledsoul_attack.kfa,26,15,15,clamp,,3,0,0,0,0,0,,,
3122,Cata Distract,Cat_I _Throw.kfa,25,15,15,clamp,,4,0,0,0,0,0,,,
3123,FW Parry Small,CAT_P_H_1FW_S.kfa,15,15,15,clamp,,4,0,0,0,0,9,,,
3124,FW Parry Med,CAT_P_H_1FW_M.kfa,16,15,15,clamp,,4,0,0,0,0,9,,,
3125,FW Parry Large,CAT_P_H_1FW_L.kfa,17,15,15,clamp,,4,0,0,0,0,9,,,
3126,Hib Female 2 hand combat idle,CatHibFemale2h_CI.kfa,30,15,15,loop,,4,0,0,0,0,0,2752,,
3127,Spider swim,cata_spider_walk.kfa,30,5,30,loop,,4,0,0,0,0,0,,,
3128,Not used,Bear_swim.kfa,12,15,15,loop,,4,0,0,0,0,0,,,
3129,Ettin Swim,ettin_swim.kfa,28,15,15,loop,,4,0,0,0,0,0,,,
3130,Giant Swim,giant_swim.kfa,40,30,30,loop,,4,0,0,0,0,0,,,
3131,Scrag Swim,scrag_swim.kfa,20,15,15,loop,,4,0,0,0,0,0,,,
3133,Style 1h Thrust 01,CAT_SWIM_A_H_1T_CS01_01.kfa,26,15,15,clamp,,4,0,0,0,0,0,,,
3134,Style 1h Thrust 02,CAT_SWIM_A_H_1T_CS01_02.kfa,23,15,15,clamp,,4,0,0,0,0,0,,,
3135,Style 1h Thrust 03,CAT_SWIM_A_H_1T_CS01_03.kfa,30,15,15,clamp,,4,0,0,0,0,0,,,
3136,Style 1h Thrust 04,CAT_SWIM_A_H_1T_CS01_04.kfa,29,15,15,clamp,500,4,0,0,0,0,0,,,
3137,Style 1h Thrust 05,CAT_SWIM_A_H_1T_CS01_05.kfa,26,15,15,clamp,400,4,0,0,0,0,0,,,
3138,Dual Wield Style 1,CAT_SWIM_A_H_D2_CS01_01.kfa,17,15,15,clamp,333,4,0,0,0,0,0,,,
3139,Dual Wield Style 2,CAT_SWIM_A_H_D2_CS01_02.kfa,18,15,15,clamp,400,4,0,0,0,0,0,,,
3140,Dual Wield Style 3,CAT_SWIM_A_H_D2_CS01_03.kfa,22,15,15,clamp,400,4,0,0,0,0,0,,,
3141,Dual Wield Style 4,CAT_SWIM_A_H_D2_CS01_04.kfa,23,15,15,clamp,,4,0,0,0,0,0,,,
3142,Dual Wield Style 5,CAT_SWIM_A_H_D2_CS01_05.kfa,20,15,15,clamp,,4,0,0,0,0,0,,,
3143,Dual Handed Combat Style(No Older vers),CAT_SWIM_A_H_D2_CS01_06.kfa,18,15,15,clamp,,4,0,0,0,0,0,,,
3144,Scythe Combat Style,Cat_SWIM_A_H_Scythe_CS01.kfa,26,15,15,clamp,,4,0,0,0,0,0,,,
3145,Scythe Combat Style,Cat_SWIM_A_H_Scythe_CS02.kfa,28,15,15,clamp,,4,0,0,0,0,0,,,
3146,Scythe Combat Style,Cat_SWIM_A_H_Scythe_CS03.kfa,15,15,15,clamp,,4,0,0,0,0,0,,,
3147,Polearm Combat Style,CAt_SWIM_A_H_W2S_CS01_01.kfa,14,15,15,clamp,,4,0,0,0,0,0,,,
3148,Polearm Combat Style,CAt_SWIM_A_H_W2S_CS01_02.kfa,15,15,15,clamp,,4,0,0,0,0,0,,,
3149,Polearm Combat Style(No Older Vers),CAt_SWIM_A_H_W2S_CS01_03.kfa,28,15,15,clamp,,4,0,0,0,0,0,,,
3150,Polearm Combat Style(Not used),CAt_SWIM_A_H_W2S_CS01_04.kfa,15,15,15,clamp,400,4,0,0,0,0,0,,,
3151,Polearm Combat Style(Not used),CAt_SWIM_A_H_W2S_CS01_05.kfa,23,15,15,clamp,466,4,0,0,0,0,0,,,
3152,Bat,bat_anim.kfa,10,40,15,loop,,1,0,0,0,0,0,,,
3153,Amphitere Ride,cat_rider01_amp.kfa,28,15,15,loop,,4,0,0,0,0,0,,,
3154,Dragonfly ride,cat_rider01_dfly.kfa,32,15,15,loop,,4,0,0,0,0,0,,,
3155,Gryphon Ride,cat_rider01_Gryphon.kfa,32,15,15,loop,,4,0,0,0,0,0,,,
3156,Harpy Ride,cat_rider01_harpy.kfa,32,15,15,loop,,4,0,0,0,0,0,,,
3157,Run/Flinch,Cat_Stumble_HM.kfa,8,15,15,clamp,,4,0,0,0,0,0,,,
3158,Boat Sit,cat_S_BS.kfa,50,15,15,loop,,4,0,0,0,0,0,,,
3159,Knock Back,cat_kback.kfa,24,15,15,clamp,,4,0,0,0,0,0,,,
3160,Glow fish Swim,SpriteTadpol_swim.kfa,12,30,30,loop,,3,0,0,0,0,0,,,
3161,cat_rider01_mine_small.kfa,cat_rider01_mine_small.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3162,cat_rider01_mine_med.kfa,cat_rider01_mine_med.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3163,cat_rider01_mine_large.kfa,cat_rider01_mine_large.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3164,Knock emote,cat_em_knock.kfa,23,15,15,clamp,,4,0,0,0,0,0,,,
3165,Boat Sit Small races,CAT_s_bs_SHORT.kfa,50,15,15,loop,,4,0,0,0,0,0,,,
3166,Sp_war_A.kfa,Sp_war_A.kfa,24,15,15,clamp,,1,0,0,0,0,0,,,
3167,Sp_war_B.kfa,Sp_war_B.kfa,11,15,15,loop,,1,0,0,0,0,0,,,
3168,Sp_war_C.kfa,Sp_war_C.kfa,39,15,15,clamp,,1,0,0,0,0,0,,,
3169,Sp_war_02_A.kfa,Sp_war_02_A.kfa,9,15,15,clamp,,1,0,0,0,0,0,,,
3170,Sp_war_02_B.kfa,Sp_war_02_B.kfa,15,15,15,loop,,1,0,0,0,0,0,,,
3171,Sp_war_02_C.kfa,Sp_war_02_C.kfa,28,15,15,clamp,,1,0,0,0,0,0,,,
3172,A_H_VAMP_CS01.kfa,A_H_VAMP_CS01.kfa,26,15,15,clamp,,1,0,0,0,0,0,3179,3249,
3173,A_H_VAMP_CS02.kfa,A_H_VAMP_CS02.kfa,30,15,15,clamp,,1,0,0,0,0,0,3180,3249,
3174,A_H_VAMP_CS03.kfa,A_H_VAMP_CS03.kfa,29,15,15,clamp,,1,0,0,0,0,0,3181,3249,
3175,A_H_VAMP_HIGH.kfa,A_H_VAMP_HIGH.kfa,17,15,15,clamp,,1,0,0,0,0,0,3182,3249,
3176,A_H_VAMP_LOW.kfa,A_H_VAMP_LOW.kfa,18,15,15,clamp,,1,0,0,0,0,0,3183,3249,
3177,CI_H_VAMP.kfa,CI_H_VAMP.kfa,30,15,15,loop,,1,0,0,0,0,0,3184,3249,
3178,R_VAMP.kfa,R_VAMP.kfa,24,15,15,loop,,1,0,0,0,0,0,,3418,
3179,SWIM_A_H_VAMP_CS01.kfa,SWIM_A_H_VAMP_CS01.kfa,26,15,15,clamp,,1,0,0,0,0,0,,,
3180,SWIM_A_H_VAMP_CS02.kfa,SWIM_A_H_VAMP_CS02.kfa,30,15,15,clamp,,1,0,0,0,0,0,,,
3181,SWIM_A_H_VAMP_CS03.kfa,SWIM_A_H_VAMP_CS03.kfa,29,15,15,clamp,,1,0,0,0,0,0,,,
3182,SWIM_A_H_vamp_HIGH.kfa,SWIM_A_H_vamp_HIGH.kfa,17,15,15,clamp,,1,0,0,0,0,0,,,
3183,SWIM_A_H_VAMP_LOW.kfa,SWIM_A_H_VAMP_LOW.kfa,18,15,15,clamp,,1,0,0,0,0,0,,,
3184,SWIM_CI_H_VAMP.kfa,SWIM_CI_H_VAMP.kfa,30,15,15,loop,,1,0,0,0,0,0,,,
3185,Sp_Zel_A.kfa,Sp_Zel_A.kfa,20,15,15,clamp,,1,0,0,0,0,0,3188,3356,
3186,Sp_Zel_B.kfa,Sp_Zel_B.kfa,10,15,15,loop,,1,0,0,0,0,0,3189,3355,
3187,Sp_Zel_c.kfa,Sp_Zel_c.kfa,12,15,15,clamp,,1,0,0,0,0,0,3190,3354,
3188,SWIM_Sp_Zel_A.kfa,SWIM_Sp_Zel_A.kfa,20,15,15,clamp,,1,0,0,0,0,0,,,
3189,SWIM_Sp_Zel_B.kfa,SWIM_Sp_Zel_B.kfa,10,15,15,loop,,1,0,0,0,0,0,,,
3190,SWIM_Sp_Zel_c.kfa,SWIM_Sp_Zel_c.kfa,12,15,15,clamp,,1,0,0,0,0,0,,,
3191,BainsheeSI_walk.kfa,BainsheeSI_walk.kfa,48,30,30,loop,,1,0,0,0,0,0,3191,3247,
3192,BainsheeSI_attackL.kfa,BainsheeSI_attackL.kfa,37,30,30,clamp,,1,0,0,0,0,0,3192,3249,
3193,BainsheeSI_flinch.kfa,BainsheeSI_flinch.kfa,24,30,30,clamp,,1,0,0,0,0,0,3193,3249,
3194,BainsheeSI_attackM.kfa,BainsheeSI_attackM.kfa,30,30,30,clamp,,1,0,0,0,0,0,3194,3364,
3195,Not Used,BainsheeSI_attackM.kfa,38,30,30,clamp,,1,0,0,0,0,0,3195,3364,
3196,BainsheeSI_cidle.kfa,BainsheeSI_cidle.kfa,32,30,30,loop,,1,0,0,0,0,0,3196,3249,
3197,BainsheeSI_shout.kfa,BainsheeSI_shout.kfa,90,30,30,clamp,,1,0,0,0,0,0,3197,3249,
3198,BainsheeSI_death.kfa,BainsheeSI_death.kfa,34,30,30,clamp,,1,0,0,0,0,0,3198,3249,
3199,BainsheeSI_idle.kfa,BainsheeSI_idle.kfa,48,30,30,loop,,1,0,0,0,0,0,3199,3249,
3200,BainsheeSI_SPA.kfa,BainsheeSI_SPA.kfa,30,30,30,clamp,,1,0,0,0,0,0,3200,3356,
3201,BainsheeSI_SPB.kfa,BainsheeSI_SPB.kfa,20,30,30,loop,,1,0,0,0,0,0,3201,3355,
3202,BainsheeSI_SPC.kfa,BainsheeSI_SPC.kfa,46,30,30,clamp,,1,0,0,0,0,0,3202,3354,
3203,cat_SW_H_LARGE.kfa,cat_SW_H_LARGE.kfa,28,15,15,loop,,4,0,0,0,0,0,,3249,
3204,EK1_BOW_A.kfa,EK1_BOW_A.kfa,37,15,15,clamp,,3,0,0,0,0,0,,,
3205,EK1_BOW_B.kfa,EK1_BOW_B.kfa,7,15,15,loop,,3,0,0,0,0,0,,,
3206,EK1_BOW_C.kfa,EK1_BOW_C.kfa,13,15,15,clamp,,3,0,0,0,0,0,,,
3207,EK2_BOW_A.kfa,EK2_BOW_A.kfa,37,15,15,clamp,,3,0,0,0,0,0,,,
3208,EK2_BOW_C.kfa,EK2_BOW_B.kfa,7,15,15,loop,,3,0,0,0,0,0,,,
3209,EK2_BOW_B.kfa,EK2_BOW_C.kfa,13,15,15,clamp,,3,0,0,0,0,0,,,
3210,CAT_CI_HO_w2S.kfa,CAT_CI_HO_w2S.kfa,18,15,15,loop,,4,0,0,0,0,0,,,
3211,cat_CI_F_N2S.kfa,cat_CI_F_N2S.kfa,30,15,15,loop,,4,0,0,0,0,0,,,
3212,cat_CI_D_w2S.kfa,cat_CI_D_w2S.kfa,18,15,15,loop,,4,0,0,0,0,0,,,
3213,cat_CI_V_w2S.kfa,cat_CI_V_w2S.kfa,18,15,15,loop,,4,0,0,0,0,0,,,
3214,bainshee_runflinch.kfa,bainshee_runflinch.kfa,16,15,15,clamp,,4,0,0,0,0,0,,,
3215,Death,Cat_D_HM.kfa,700,15,15,clamp,,4,0,0,0,0,0,2756,3249,
3216,Human Male Death,D_hm.kfa,700,15,15,clamp,0,0,0,1,0,0,0,1669,3249,
3217,Bat,bat_anim.kfa,10,10,15,loop,,1,0,0,0,0,0,,,
3218,puppy_walk.kfa,puppy_walk.kfa,40,15,15,loop,,4,0,0,0,0,0,3232,3247,
3219,puppy_eat_fly.kfa,puppy_eat_fly.kfa,90,15,15,loop,,4,0,0,0,0,0,3232,3249,
3220,puppy_idle.kfa,puppy_idle.kfa,60,15,15,loop,,4,0,0,0,0,0,3232,3249,
3221,puppy_run.kfa,puppy_run.kfa,20,15,15,loop,,4,0,0,0,0,0,3232,3248,
3222,fronthit01.kfa,fronthit01.kfa,35,15,15,clamp,,4,0,0,0,0,0,,,
3223,fronthit02.kfa,fronthit02.kfa,20,15,15,clamp,,4,0,0,0,0,0,,,
3224,fronthit03.kfa,fronthit03.kfa,20,15,15,clamp,,4,0,0,0,0,0,,,
3225,sidehit_left.kfa,sidehit_left.kfa,20,15,15,clamp,,4,0,0,0,0,0,,,
3226,sidehit_right.kfa,sidehit_right.kfa,20,15,15,clamp,,4,0,0,0,0,0,,,
3227,Dummy idle,dummy_idle.kfa,1,15,15,loop,,4,0,0,0,0,0,,,
3228,Smith Hammer,TUT_H_Hammer.kfa,27,15,15,loop,800,4,0,0,0,0,0,,,
3229,TUT_H_MinChop.kfa,TUT_H_MinChop.kfa,17,15,15,loop,,4,0,0,0,0,0,,,
3230,TUT_H_Death01.kfa,TUT_H_Death01.kfa,1,15,15,loop,,4,0,0,0,0,0,,,
3231,TUT_H_Death02.kfa,TUT_H_Death02.kfa,1,15,15,loop,,4,0,0,0,0,0,,,
3232,Puppy Swim,puppy_swim.kfa,16,10,15,loop,,4,0,0,0,0,0,,,
3233,HorseCart_walk,HorseCart_walk.kfa,60,15,15,loop,,1,0,1,0,0,0,,,
3234,Classic Mine Chop,C_TUT_H_MinChop.kfa,17,15,15,loop,,1,0,0,0,0,0,,,
3235,Classic Tutorial Death 1,C_TUT_H_Death01.kfa,1,15,15,loop,,1,0,0,0,0,0,,,
3236,Classic Tutorial Death 2,C_TUT_H_Death02.kfa,1,15,15,loop,,1,0,0,0,0,0,,,
3237,Classic Hammer,C_TUT_H_Hammer.kfa,27,15,15,loop,800,1,0,0,0,0,0,,,
3238,Horse Cart Idle,HorseCart_idle.kfa,32,15,15,loop,,1,0,0,0,0,0,,,
3239,Horse Cart Death,HorseCart_death.kfa,40,20,30,clamp,,1,0,0,0,0,0,,,
3240,CatHorse_idle02,CatHorse_idle02.kfa,80,30,30,loop,,4,0,0,1,0,0,,,
3241,CatHorse_idle,CatHorse_idle.kfa,80,30,30,loop,,4,0,0,1,0,0,3243,,
3242,Empty, , , , , , , , , , , , , , , 
3243,CatHorse_run_base,CatHorse_run_base.kfa,26,30,30,loop,,4,0,0,0,0,0,,,3442
3244,CatHorse_StrafeL,CatHorse_StrafeL.kfa,60,30,30,loop,,4,0,0,0,0,0,,,
3245,CatHorse_StrafeR,CatHorse_StrafeR.kfa,60,30,30,loop,,4,0,0,0,0,0,,,
3246,CatHorse_walk,CatHorse_walk.kfa,60,30,30,loop,,4,0,0,0,0,0,,,
3247,Cata Ride Horse,CatHR_walk.kfa,60,30,30,loop,,4,0,0,0,0,0,,,
3248,Player Riding Horse - Run,CatHR_run.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3249,Player Riding Horse - Idle,CatHR_idle.kfa,80,30,30,loop,,4,0,0,0,0,0,,,
3250,classic_horseswim,classic_horseswim.kfa,8,8,15,loop,,1,0,0,0,0,0,,,
3251,Empty,,,,,,,,,,,,,,,
3252,Chamberlain_idle,Chamberlain_idle.kfa,60,15,15,loop,,4,0,0,0,0,0,,,
3253,Chamberlain_idle_2,Chamberlain_idle_2.kfa,90,15,15,loop,,4,0,0,0,0,0,,,
3254,Empty, , , , , , , , , , , , ,,,
3255,CatHorse_JumpA,CatHorse_JumpA.kfa,30,30,30,clamp,,4,0,0,0,0,0,,,
3256,CatHorse_JumpB,CatHorse_JumpB.kfa,4,30,30,clamp,,4,0,0,0,0,0,,,
3257,chamberlain_walk,chamberlain_walk.kfa,36,15,15,loop,,4,0,0,0,0,0,,,
3258,chamberlain_Run,chamberlain_Run.kfa,15,15,15,loop,,4,0,0,0,0,0,,,
3259,chamberlain_Cidle,chamberlain_Cidle.kfa,30,15,15,loop,,4,0,0,0,0,0,,,
3260,chamberlain_death,chamberlain_death.kfa,19,15,15,clamp,,4,0,0,0,0,0,,,
3261,chamberlain_Flinch,chamberlain_Flinch.kfa,15,15,15,clamp,,4,0,0,0,0,0,,,
3262,chamberlain_Swim,chamberlain_Swim.kfa,72,15,15,loop,,4,0,0,0,0,0,,,
3263,chamberlain_attack,chamberlain_attack.kfa,27,15,15,clamp,,4,0,0,0,0,0,,,
3264,chamberlain_SP_A,chamberlain_SP_A.kfa,15,15,15,clamp,,4,0,0,0,0,0,,,
3265,chamberlain_SP_B,chamberlain_SP_B.kfa,10,15,15,loop,,4,0,0,0,0,0,,,
3266,chamberlain_SP_c,chamberlain_SP_c.kfa,23,15,15,clamp,,4,0,0,0,0,0,,,
3267,chamberlain_Bow_A,chamberlain_Bow_A.kfa,37,15,15,clamp,,4,0,0,0,0,0,,,
3268,chamberlain_Bow_B,chamberlain_Bow_B.kfa,7,15,15,loop,,4,0,0,0,0,0,,,
3269,chamberlain_Bow_c,chamberlain_Bow_c.kfa,13,15,15,clamp,,4,0,0,0,0,0,,,
3270,DR_DEMON_WALK,DR_DEMON_WALK.kfa,40,30,30,loop,,4,0,0,0,0,0,,,
3271,DR_DEMON_idle,DR_DEMON_idle.kfa,64,30,30,loop,,4,0,0,0,0,0,,,
3272,Classic Human Ride/New Horse,Classic_RH_H.kfa,26,30,30,loop,,1,0,0,0,0,0,,,
3273,DR_demon_attack,DR_demon_attack.kfa,30,30,30,clamp,,4,0,0,0,0,0,,,
3274,DR_DEMON_WALK,DR_DEMON_WALK.kfa,40,30,30,loop,,4,0,0,0,0,0,,,
3275,DR_demon_SP_C,DR_demon_SP_C.kfa,46,30,30,clamp,,4,0,0,0,0,0,,,
3276,DR_demon_SP_B,DR_demon_SP_B.kfa,20,30,30,loop,,4,0,0,0,0,0,,,
3277,DR_demon_SP_A,DR_demon_SP_A.kfa,30,30,30,clamp,,4,0,0,0,0,0,,,
3278,DR_DEMON_idle,DR_DEMON_idle.kfa,64,30,30,loop,,4,0,0,0,0,0,,,
3279,DR_demon_FLY_walk,DR_demon_FLY_walk.kfa,42,30,30,loop,,4,0,0,0,0,0,,,
3280,DR_demon_FLY_run,DR_demon_FLY_run.kfa,32,30,30,loop,,4,0,0,0,0,0,,,
3281,DR_demon_FLY_idle,DR_demon_FLY_idle.kfa,42,30,30,loop,,4,0,0,0,0,0,,,
3282,DR_demon_flinch,DR_demon_flinch.kfa,17,30,30,clamp,,4,0,0,0,0,0,,,
3283,DR_demon_death,DR_demon_death.kfa,43,30,30,clamp,,4,0,0,0,0,0,,,
3284,DR_demon_Cidle,DR_demon_Cidle.kfa,36,30,30,loop,,4,0,0,0,0,0,,,
3285,DR_demon_BOW_C,DR_demon_BOW_C.kfa,26,30,30,clamp,,4,0,0,0,0,0,,,
3286,DR_demon_BOW_B,DR_demon_BOW_B.kfa,14,30,30,loop,,4,0,0,0,0,0,,,
3287,DR_demon_bow_A,DR_demon_bow_A.kfa,74,30,30,clamp,,4,0,0,0,0,0,,,
3288,DR_DPixie_attack,DR_DPixie_attack.kfa,40,30,30,clamp,,4,0,0,0,0,0,,,
3289,DR_DPixie_walk,DR_DPixie_walk.kfa,50,30,30,loop,,4,0,0,0,0,0,,,
3290,DR_DPixie_SpC,DR_DPixie_SpC.kfa,20,30,30,clamp,,4,0,0,0,0,0,,,
3291,DR_DPixie_SpB,DR_DPixie_SpB.kfa,15,30,30,loop,,4,0,0,0,0,0,,,
3292,DR_DPixie_SpA,DR_DPixie_SpA.kfa,20,30,30,clamp,,4,0,0,0,0,0,,,
3293,DR_DPixie_run,DR_DPixie_run.kfa,40,30,30,loop,,4,0,0,0,0,0,,,
3294,DR_DPixie_idle,DR_DPixie_idle.kfa,50,30,30,loop,,4,0,0,0,0,0,,,
3295,DR_DPixie_Flinch,DR_DPixie_Flinch.kfa,40,30,30,clamp,,4,0,0,0,0,0,,,
3296,DR_DPixie_death,DR_DPixie_death.kfa,85,30,30,clamp,,4,0,0,0,0,0,,,
3297,DR_DPixie_Cidle,DR_DPixie_Cidle.kfa,40,30,30,loop,,4,0,0,0,0,0,,,
3298,df_demonpixie2_walk,df_demonpixie2_walk.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3299,df_demonpixie2_run,df_demonpixie2_run.kfa,20,30,30,loop,,4,0,0,0,0,0,,,
3300,df_demonpixie2_attackidle,df_demonpixie2_attackidle.kfa,30,30,30,clamp,,4,0,0,0,0,0,,,
3301,df_demonpixie2_attack,df_demonpixie2_attack.kfa,25,30,30,clamp,,4,0,0,0,0,0,,,
3302,df_demonpixie2_die,df_demonpixie2_die.kfa,40,30,30,clamp,,4,0,0,0,0,0,,,
3303,df_demonpixie2_flintch,df_demonpixie2_flintch.kfa,50,30,30,clamp,,4,0,0,0,0,0,,,
3304,df_demonpixie2_idle,df_demonpixie2_idle.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3305,DR_Imp_alt_idle,DR_Imp_alt_idle.kfa,35,15,15,loop,,4,0,0,0,0,0,,,
3306,DR_Imp_alt_walk,DR_Imp_alt_walk.kfa,42,15,15,loop,,4,0,0,0,0,0,,,
3307,DR_Imp_attackH,DR_Imp_attackH.kfa,22,15,15,clamp,,4,0,0,0,0,0,,,
3308,DR_Imp_attackL,DR_Imp_attackL.kfa,18,15,15,clamp,,4,0,0,0,0,0,,,
3309,DR_Imp_BowA,DR_Imp_BowA.kfa,37,15,15,clamp,,4,0,0,0,0,0,,,
3310,DR_Imp_BowB,DR_Imp_BowB.kfa,7,15,15,loop,,4,0,0,0,0,0,,,
3311,DR_Imp_BowC,DR_Imp_BowC.kfa,13,15,15,clamp,,4,0,0,0,0,0,,,
3312,DR_Imp_Cidle,DR_Imp_Cidle.kfa,16,15,15,loop,,4,0,0,0,0,0,,,
3313,DR_Imp_death,DR_Imp_death.kfa,60,15,15,clamp,,4,0,0,0,0,0,,,
3314,DR_Imp_Flinch,DR_Imp_Flinch.kfa,17,15,15,clamp,,4,0,0,0,0,0,,,
3315,DR_Imp_idle,DR_Imp_idle.kfa,16,15,15,loop,,4,0,0,0,0,0,,,
3316,DR_Imp_idle,DR_Imp_run.kfa,35,15,15,loop,,4,0,0,0,0,0,,,
3317,DR_Imp_SpellA,DR_Imp_SpellA.kfa,15,15,15,clamp,,4,0,0,0,0,0,,,
3318,DR_Imp_SpellB,DR_Imp_SpellB.kfa,10,15,15,loop,,4,0,0,0,0,0,,,
3319,DR_Imp_SpellC,DR_Imp_SpellC.kfa,23,15,15,clamp,,4,0,0,0,0,0,,,
3320,DR_Imp_walk,DR_Imp_walk.kfa,20,15,15,loop,,4,0,0,0,0,0,,,
3321,DR_rat_attackidle,DR_rat_attackidle.kfa,15,30,30,loop,,4,0,0,0,0,0,,,
3322,DR_rat_die,DR_rat_die.kfa,30,30,30,clamp,,4,0,0,0,0,0,,,
3323,DR_rat_fidget,DR_rat_fidget.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3324,DR_rat_flintch,DR_rat_flintch.kfa,15,30,30,clamp,,4,0,0,0,0,0,,,
3325,DR_rat_idle,DR_rat_idle.kfa,20,30,30,loop,,4,0,0,0,0,0,,,
3326,DR_rat_run,DR_rat_run.kfa,11,30,30,loop,,4,0,0,0,0,0,,,
3327,DR_rat_walk,DR_rat_walk.kfa,16,30,30,loop,,4,0,0,0,0,0,,,
3328,DR_rat_attack,DR_rat_attack.kfa,30,30,30,clamp,,4,0,0,0,0,0,,,
3329,DR_IMP_perch,DR_IMP_perch.kfa,32,30,30,loop,,4,0,0,0,0,0,,,
3330,DR_IMP_fly,DR_IMP_fly.kfa,32,30,30,loop,,4,0,0,0,0,0,,,
3331,horse_courbette,horse_courbette.kfa,57,15,15,clamp,,4,0,0,0,0,0,,,
3332,horse_startle,horse_startle.kfa,37,15,15,clamp,,4,0,0,0,0,0,,,
3333,horse_prance,horse_prance.kfa,50,15,15,clamp,,4,0,0,0,0,0,,3422,
3334,horse_nod,horse_nod.kfa,37,15,15,clamp,,4,0,0,0,0,0,,3424,
3335,horse_graze,horse_graze.kfa,54,15,15,clamp,,4,0,0,0,0,0,,3427,
3336,horse_rear,horse_rear.kfa,49,15,15,clamp,,4,0,0,0,0,0,,3423,
3337,emote_sweat,emote_sweat.kfa,30,15,15,clamp,,4,0,0,0,0,0,,3249,
3338,emote_kowtow,emote_kowtow.kfa,135,15,15,clamp,,4,0,0,0,0,0,,3249,
3339,emote_kowtow-lite,emote_kowtow-lite.kfa,90,15,15,clamp,,4,0,0,0,0,0,,3249,
3340,emote_lookfar,emote_lookfar.kfa,45,15,15,clamp,,4,0,0,0,0,0,,3395,
3341,emote_stagger,emote_stagger.kfa,65,15,15,clamp,,4,0,0,0,0,0,,3249,
3342,emote_stench,emote_stench.kfa,30,15,15,clamp,,4,0,0,0,0,0,,3397,
3343,DR_LEGLESSZ_attackH,DR_LEGLESSZ_attackH.kfa,20,30,30,clamp,,4,0,0,0,0,0,,,
3344,DR_LEGLESSZ_attackidle,DR_LEGLESSZ_attackidle.kfa,20,30,30,loop,,4,0,0,0,0,0,,,
3345,DR_LEGLESSZ_castB,DR_LEGLESSZ_castB.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3346,DR_LEGLESSZ_idle,DR_LEGLESSZ_idle.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3347,DR_LEGLESSZ_walk,DR_LEGLESSZ_walk.kfa,30,30,30,loop,,4,0,0,0,0,0,,,
3348,DR_LEGLESSZ_run,DR_LEGLESSZ_run.kfa,20,30,30,loop,,4,0,0,0,0,0,,,
3349,DR_LEGLESSZ_flintch,DR_LEGLESSZ_flintch.kfa,20,30,30,clamp,,4,0,0,0,0,0,,,
3350,DR_LEGLESSZ_death,DR_LEGLESSZ_death.kfa,50,30,30,clamp,,4,0,0,0,0,0,,,
3351,DR_LEGLESSZ_castC,DR_LEGLESSZ_castC.kfa,60,30,30,clamp,,4,0,0,0,0,0,,,
3352,DR_LEGLESSZ_castA,DR_LEGLESSZ_castA.kfa,45,30,30,clamp,,4,0,0,0,0,0,,,
3353,DR_LEGLESSZ_attackL,DR_LEGLESSZ_attackL.kfa,20,30,30,clamp,,4,0,0,0,0,0,,,
3354,CatHR_M_SPELLC,CatHR_M_SPELLC.kfa,46,30,30,clamp,,4,0,0,0,0,0,,,
