2500 Limit,,NIF,,Expansion,[0] Flex,[1] Flex,[2] Flex,[3] Flex,[4] Flex,[5] Flex,[6] Flex,[7] Flex,[8] Flex,[9] Flex,Back,Housing,Frontiers,New,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata,Cata %,Helm
2206,Int_wall_trophy_WreathRed,Int_wall_trophy_WreathRed,0,0,,,,,,,,,,,,1,,,,,,,,,
2207,Int_wall_trophy_WreathSnow,Int_wall_trophy_WreathSnow,0,0,,,,,,,,,,,,1,,,,,,,,,
2208,midrp_nor_m_windercandlehat,midrp_nor_m_windercandlehat,0,0,,,,,,,,,,,,,,,,,,,1,,
2209,crystal_green_prop,crystal_green_prop,0,0,,,,,,,,,,,,,,,,,,,,,
2210,crystal_red_prop,crystal_red_prop,0,0,,,,,,,,,,,,,,,,,,,,,
2211,Plant_Oats,Plant_Oats,0,0,,,,,,,,,,,,,,,,,,,,,
2212,int_floor_trophy_cupid,int_floor_trophy_cupid,0,0,,,,,,,,,,,,1,,,,,,,,,
2213,int_wall_trophy_hydrabase,int_wall_trophy_hydrabase,0,0,,,,,,,,,,,,1,,,,,,,,,
2214,ext_statue_cupid,ext_statue_cupid,0,0,,,,,,,,,,,,1,,,,,,,,,
2215,Plant_Driftwood_Lg,Plant_Driftwood_Lg,0,0,,,,,,,,,,,,,,,,,,,,,
2216,Plant_Driftwood_sm,Plant_Driftwood_sm,0,0,,,,,,,,,,,,,,,,,,,,,
2217,Plant_Driftwood_Pile,Plant_Driftwood_Pile,0,0,,,,,,,,,,,,,,,,,,,,,
2218,cookfire_Logs,cookfire_Logs,0,0,,,,,,,,,,,,,,,,,,,,,
2219,cookfire_forked,cookfire_forked,0,0,,,,,,,,,,,,,,,,,,,,,
2220,cookfire_Tri_low,cookfire_Tri_low,0,0,,,,,,,,,,,,,,,,,,,,,
2221,not used,not used,0,0,,,,,,,,,,,,,,,,,,,,,
2222,B_xbo_SkinnersCrossbow01_Energy,B_xbo_SkinnersCrossbow01_Energy,0,1,,,,,,,,,,,,,,,,,,,,,
2223,B_bo_ThornBow01_Energy,B_bo_ThornBow01_Energy,0,1,,,,,,,,,,,,,,,,,,,,,
2224,Spring_NestEgg,Spring_NestEgg,0,0,,,,,,,,,,,,,,,,,,,,,
2225,Spring_NestEgg_Gold,Spring_NestEgg_Gold,0,0,,,,,,,,,,,,,,,,,,,,,
2226,Spring_Bench,Spring_Bench,0,0,,,,,,,,,,,,,,,,,,,,,
2227,Spring_FlowerBoxes,Spring_FlowerBoxes,0,0,,,,,,,,,,,,,,,,,,,,,
2228,Spring_FlowerLantern,Spring_FlowerLantern,0,0,,,,,,,,,,,,,,,,,,,,,
2229,Spring_FlowerLantern_pole,Spring_FlowerLantern_pole,0,0,,,,,,,,,,,,,,,,,,,,,
2230,Spring_flowers,Spring_flowers,0,0,,,,,,,,,,,,,,,,,,,,,
2231,Spring_TentRound,Spring_TentRound,0,0,,,,,,,,,,,,,,,,,,,,,
2232,Spring_TentSquare,Spring_TentSquare,0,0,,,,,,,,,,,,,,,,,,,,,
2233,applebasket,applebasket,0,0,,,,,,,,,,,,,,,,,,,,,
2234,int_floor_trophy_goldeneggs,int_floor_trophy_goldeneggs,0,0,,,,,,,,,,,,1,,,,,,,,,
2235,int_floor_trophy_Springbunny,int_floor_trophy_Springbunny,0,0,,,,,,,,,,,,1,,,,,,,,,
2236,int_wall_SpringGarland,int_wall_SpringGarland,0,0,,,,,,,,,,,,1,,,,,,,,,
2237,ext_ SpringNestEgg,ext_ SpringNestEgg,0,0,,,,,,,,,,,,1,,,,,,,,,
2238,ext_Springbench,ext_Springbench,0,0,,,,,,,,,,,,1,,,,,,,,,
2239,ext_SpringFlowerBox,ext_SpringFlowerBox,0,0,,,,,,,,,,,,1,,,,,,,,,
2240,ext_SpringFowers,ext_SpringFowers,0,0,,,,,,,,,,,,1,,,,,,,,,
2241,int_floor_Springbench,int_floor_Springbench,0,0,,,,,,,,,,,,1,,,,,,,,,
2242,PotofGold,PotofGold,0,0,,,,,,,,,,,,,,,,,,,,,
2243,int_floor_SpringTree,int_floor_SpringTree,0,0,,,,,,,,,,,,1,,,,,,,,,
2244,ext_SpringShrubWhite,ext_SpringShrubWhite,0,0,,,,,,,,,,,,1,,,,,,,,,
2245,ext_SpringShrubYellow,ext_SpringShrubYellow,0,0,,,,,,,,,,,,1,,,,,,,,,
2246,ext_SpringTreePink,ext_SpringTreePink,0,0,,,,,,,,,,,,1,,,,,,,,,
2247,ext_SpringTreeWhite,ext_SpringTreeWhite,0,0,,,,,,,,,,,,1,,,,,,,,,
2248,bucket,bucket,0,0,,,,,,,,,,,,,,,,,,,,,
2249,Spring_TreeWhite,Spring_TreeWhite,0,0,,,,,,,,,,,,,,,,,,,,,
2250,Spring_ShrubWhite,Spring_ShrubWhite,0,0,,,,,,,,,,,,,,,,,,,,,
2251,Spring_ShrubYellow,Spring_ShrubYellow,0,0,,,,,,,,,,,,,,,,,,,,,
2252,Spring_TreePink,Spring_TreePink,0,0,,,,,,,,,,,,,,,,,,,,,
2253,int_floor_springtree_tall,int_floor_springtree_tall,0,0,,,,,,,,,,,,1,,,,,,,,,
2254,int_floor_SpringTree_pink,int_floor_SpringTree_pink,0,0,,,,,,,,,,,,1,,,,,,,,,
2255,Fence_rockLt_broken,Fence_rockLt_broken,0,0,,,,,,,,,,,,,,,,,,,,,
2256,Fence_rockLt_corner,Fence_rockLt_corner,0,0,,,,,,,,,,,,,,,,,,,,,
2257,Fence_vine,Fence_vine,0,0,,,,,,,,,,,,,,,,,,,,,
2258,Fence_vine_broken,Fence_vine_broken,0,0,,,,,,,,,,,,,,,,,,,,,
2259,Fence_Vine_corner,Fence_Vine_corner,0,0,,,,,,,,,,,,,,,,,,,,,
2260,Fence_log,Fence_log,0,0,,,,,,,,,,,,,,,,,,,,,
2261,Fence_log_Broken,Fence_log_Broken,0,0,,,,,,,,,,,,,,,,,,,,,
2262,Fence_log_Corner,Fence_log_Corner,0,0,,,,,,,,,,,,,,,,,,,,,
2263,Fence_rockDk,Fence_rockDk,0,0,,,,,,,,,,,,,,,,,,,,,
2264,Fence_rockDk_broken,Fence_rockDk_broken,0,0,,,,,,,,,,,,,,,,,,,,,
2265,Fence_rockDk_corner,Fence_rockDk_corner,0,0,,,,,,,,,,,,,,,,,,,,,
2266,Fence_rockLt,Fence_rockLt,0,0,,,,,,,,,,,,,,,,,,,,,
2267,not used,,,,,,,,,,,,,,,,,,,,,,1,,
2268,sign_danger,sign_danger,0,1,,,,,,,,,,,,,,,,,,,,,
2269,Summer_appleBob,Summer_appleBob,0,0,,,,,,,,,,,,,,,,,,,,,
2270,Summer_fishBasket,Summer_fishBasket,0,0,,,,,,,,,,,,,,,,,,,,,
2271,Summer_fishingRod,Summer_fishingRod,0,0,,,,,,,,,,,,,,,,,,,,,
2272,Summer_tentRound,Summer_tentRound,0,0,,,,,,,,,,,,,,,,,,,,,
2273,Summer_tentSquare,Summer_tentSquare,0,0,,,,,,,,,,,,,,,,,,,,,
2274,Summer_market_stalls,Summer_market_stalls,0,0,,,,,,,,,,,,,,,,,,,,,
2275,Summer_market_meat,Summer_market_meat,0,0,,,,,,,,,,,,,,,,,,,,,
2276,Summer_market_baker,Summer_market_baker,0,0,,,,,,,,,,,,,,,,,,,,,
2277,int_wall_trophy_fishing,int_wall_trophy_fishing,0,0,,,,,,,,,,,,1,,,,,,,,,
2278,int_floor_trophy_pie,int_floor_trophy_pie,0,0,,,,,,,,,,,,1,,,,,,,,,
2279,int_floor_trophy_marketbasket,int_floor_trophy_marketbasket,0,0,,,,,,,,,,,,1,,,,,,,,,
2280,int_floor_trophy_fishbasket,int_floor_trophy_fishbasket,0,0,,,,,,,,,,,,1,,,,,,,,,
2281,ext_market_barrow,ext_market_barrow,0,0,,,,,,,,,,,,1,,,,,,,,,
2282,ext_fishbasket,ext_fishbasket,0,0,,,,,,,,,,,,1,,,,,,,,,
2283,int_wall_7yrTrophyknot,int_wall_7yrTrophyknot,0,0,,,,,,,,,,,,1,,,,,,,,,
2284,mid_bindstone,N_bindst1,0,0,,,,,,,,,,,,,,,,,,,,,
2285,vendo_tent_1,N-tent1,0,0,,,,,,,,,,,,,,,,,,,,,
2286,vendo_tent_2,N-tent2,0,0,,,,,,,,,,,,,,,,,,,,,
2287,vendo_tent_3,N-tent3,0,0,,,,,,,,,,,,,,,,,,,,,
2288,vendo_rockpile,N_TRLrockpile,0,0,,,,,,,,,,,,,,,,,,,,,
2289,vendo_tuskarch,N_TRLtuskarch,0,0,,,,,,,,,,,,,,,,,,,,,
2290,vendo_stake,N_TRLstake,0,0,,,,,,,,,,,,,,,,,,,,,
2291,campfire,x06_campfire,0,0,,,,,,,,,,,,,,,,,,,,,
2292,longship_wreck,OCruinLongship,0,0,,,,,,,,,,,,,,,,,,,,,
2293,dell_crystal,dellcryst01,0,0,,,,,,,,,,,,,,,,,,,,,
2294,croc_nest,crocnesta,0,0,,,,,,,,,,,,,,,,,,,,,
2295,hceltmerwepn,hceltmerwepn,0,0,,,,,,,,,,,,,,,,,,,,,
2296,pict_banner_snow,pict_npc_banner_s_01,0,0,,,,,,,,,,,,,,,,,,,,,
2297,pict_banner_wood,pict_npc_banner_w_01,0,0,,,,,,,,,,,,,,,,,,,,,
2298,PICT_Hibernia_Flex_blunt,PICT_Hibernia_Flex_blunt,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,,,,,,,,,,,
2299,PICT_Hibernia_bow_short,PICT_Hibernia_bow_short,0,1,,,,,,,,,,,,,,,,,,,,,
2300,PICT_Hibernia_bow_long,PICT_Hibernia_bow_long,0,1,,,,,,,,,,,,,,,,,,,,,
2301,PICT_Hibernia_bow_cross,PICT_Hibernia_bow_cross,0,1,,,,,,,,,,,,,,,,,,,,,
2302,PICT_Hibernia_2h_sword_thrust,PICT_Hibernia_2h_sword_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
2303,PICT_Hibernia_2h_sword_slash,PICT_Hibernia_2h_sword_slash,0,1,,,,,,,,,,,,,,,,,,,,,
2304,PICT_Hibernia_2h_hammer_blunt,PICT_Hibernia_2h_hammer_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
2305,PICT_Hibernia_2h_axe,PICT_Hibernia_2h_axe,0,1,,,,,,,,,,,,,,,,,,,,,
2306,PICT_Hibernia_1h_sword_thrust_offhand,PICT_Hibernia_1h_sword_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2307,PICT_Hibernia_1h_sword_thrust_mainhand,PICT_Hibernia_1h_sword_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2308,PICT_Hibernia_1h_sword_slash_offhand,PICT_Hibernia_1h_sword_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2309,PICT_Hibernia_1h_sword_slash_mainhand,PICT_Hibernia_1h_sword_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2310,PICT_Hibernia_1h_hammer_blunt_offhand,PICT_Hibernia_1h_hammer_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2311,PICT_Hibernia_1h_hammer_blunt_mainhand,PICT_Hibernia_1h_hammer_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2312,PICT_Hibernia_1h_axe_offhand,PICT_Hibernia_1h_axe_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2313,PICT_Hibernia_1h_axe_mainhand,PICT_Hibernia_1h_axe_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2314,PICT_Hibernia_Shield_Small,PICT_Hibernia_Shield_Small,0,1,,,,,,,,,,,,,,,,,,,,,
2315,PICT_Hibernia_Shield_Medium,PICT_Hibernia_Shield_Medium,0,1,,,,,,,,,,,,,,,,,,,,,
2316,PICT_Hibernia_Shield_Large,PICT_Hibernia_Shield_Large,0,1,,,,,,,,,,,,,,,,,,,,,
2317,PICT_Hibernia_scythe,PICT_Hibernia_scythe,0,1,,,,,,,,,,,,,,,,,,,,,
2318,PICT_Hibernia_quiver,PICT_Hibernia_quiver,0,1,,,,,,,,,,,,,,,,,,,,,
2319,PICT_Hibernia_quarterstaff,PICT_Hibernia_quarterstaff,0,1,,,,,,,,,,,,,,,,,,,,,
2320,PICT_Hibernia_pole-arm_spear_thrust,PICT_Hibernia_pole-arm_spear_thrust,0,1,,,,,,,,,,,,,,,,,,,,,
2321,PICT_Hibernia_pole-arm_spear_slash,PICT_Hibernia_pole-arm_spear_slash,0,1,,,,,,,,,,,,,,,,,,,,,
2322,PICT_Hibernia_pole-arm_blunt,PICT_Hibernia_pole-arm_blunt,0,1,,,,,,,,,,,,,,,,,,,,,
2323,PICT_Hibernia_magicstaff,PICT_Hibernia_magicstaff,0,1,,,,,,,,,,,,,,,,,,,,,
2324,PICT_Hibernia_harp,PICT_Hibernia_harp,0,1,,,,,,,,,,,,,,,,,,,,,
2325,PICT_Hibernia_h2h_thrust_offhand,PICT_Hibernia_h2h_thrust_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2326,PICT_Hibernia_h2h_thrust_mainhand,PICT_Hibernia_h2h_thrust_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2327,PICT_Hibernia_h2h_slash_offhand,PICT_Hibernia_h2h_slash_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2328,PICT_Hibernia_h2h_slash_mainhand,PICT_Hibernia_h2h_slash_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2329,PICT_Hibernia_h2h_blunt_offhand,PICT_Hibernia_h2h_blunt_offhand,0,1,,,,,,,,,,,,,,,,,,,,,
2330,PICT_Hibernia_h2h_blunt_mainhand,PICT_Hibernia_h2h_blunt_mainhand,0,1,,,,,,,,,,,,,,,,,,,,,
2331,PICT_Hibernia_Flex_thrust,PICT_Hibernia_Flex_thrust,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,,,,,,,,,,,
2332,PICT_Hibernia_Flex_slash,PICT_Hibernia_Flex_slash,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,,,,,,,,,,,
2333,10 Year Camelot Shield,Int_wall_10yrshield,0,1,,,,,,,,,,,,1,,,,,,,,,
2334,Caledonia Portal,magprtl2,0,1,,,,,,,,,,,,,,,,,,,,,
2335,epic_wpn_DF_Armsman_Crush_1H,epic_wpn_DF_Armsman_Crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2336,epic_wpn_DF_Armsman_Crush_2H,epic_wpn_DF_Armsman_Crush_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2337,epic_wpn_DF_Armsman_pole_C,epic_wpn_DF_Armsman_pole_C,0,1,,,,,,,,,,,,,,,,,,,,,
2338,epic_wpn_DF_Armsman_pole_S,epic_wpn_DF_Armsman_pole_S,0,1,,,,,,,,,,,,,,,,,,,,,
2339,epic_wpn_DF_Armsman_sword_1H,epic_wpn_DF_Armsman_slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2340,epic_wpn_DF_Armsman_sword_2H,epic_wpn_DF_Armsman_slash_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2341,epic_wpn_DF_Armsman_thrust_1H,epic_wpn_DF_Armsman_thrust_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2342,epic_wpn_DF_Armsman_thrust_2H,epic_wpn_DF_Armsman_thrust_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2343,13 Year DAoC Tapestry,int_wall_tapestry_04,0,1,,,,,,,,,,,,1,,,,,,,,,
2344,tournament_statue_COLLIDER,tournament_statue_COLLIDER,0,1,,,,,,,,,,,,,,,,,,,,,
2345,Epic_wpn_DF_paladin_thrust_2H,Epic_wpn_DF_paladin_thrust_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2346,Epic_wpn_DF_paladin_thrust_1H,Epic_wpn_DF_paladin_thrust_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2347,Epic_wpn_DF_paladin_slash_2H,Epic_wpn_DF_paladin_slash_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2348,Epic_wpn_DF_paladin_slash_1H,Epic_wpn_DF_paladin_slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2349,Epic_wpn_DF_paladin_crush_2H,Epic_wpn_DF_paladin_crush_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2350,Epic_wpn_DF_paladin_crush_1H,Epic_wpn_DF_paladin_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2351,Epic_wpn_DF_Hero_blade_1H,Epic_wpn_DF_Hero_blade_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2352,Epic_wpn_DF_Hero_blade_2H,Epic_wpn_DF_Hero_blade_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2353,Epic_wpn_DF_Hero_blunt_1H,Epic_wpn_DF_Hero_blunt_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2354,Epic_wpn_DF_Hero_blunt_2H,Epic_wpn_DF_Hero_blunt_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2355,Epic_wpn_DF_Hero_piercing_1H,Epic_wpn_DF_Hero_piercing_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2356,Epic_wpn_DF_Hero_piercing_2H,Epic_wpn_DF_Hero_piercing_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2357,Epic_wpn_DF_Hero_spear_1H,Epic_wpn_DF_Hero_spear_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2358,Epic_wpn_DF_Hero_spear_2H,Epic_wpn_DF_Hero_spear_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2359,Epic_wpn_DF_warrior_sword_1H,Epic_wpn_DF_warrior_sword_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2360,Epic_wpn_DF_warrior_sword_2H,Epic_wpn_DF_warrior_sword_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2361,Epic_wpn_DF_warrior_hammer_1H,Epic_wpn_DF_warrior_hammer_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2362,Epic_wpn_DF_warrior_hammer_2H,Epic_wpn_DF_warrior_hammer_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2363,Epic_wpn_DF_warrior_axe_1H,Epic_wpn_DF_warrior_axe_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2364,Epic_wpn_DF_warrior_axe_2H,Epic_wpn_DF_warrior_axe_2H,0,1,,,,,,,,,,,,,,,,,,,,,
2365,Epic_wpn_DF_minstrel_T,Epic_wpn_DF_minstrel_T,0,1,,,,,,,,,,,,,,,,,,,,,
2366,Epic_wpn_DF_infiltrator_sword_1H,Epic_wpn_DF_infiltrator_S,0,1,,,,,,,,,,,,,,,,,,,,,
2367,Epic_wpn_DF_infiltrator_thrust_1H,Epic_wpn_DF_infiltrator_T,0,1,,,,,,,,,,,,,,,,,,,,,
2368,Epic_wpn_DF_mercenary_C,Epic_wpn_DF_mercenary_C,0,1,,,,,,,,,,,,,,,,,,,,,
2369,Epic_wpn_DF_mercenary_S,Epic_wpn_DF_mercenary_S,0,1,,,,,,,,,,,,,,,,,,,,,
2370,Epic_wpn_DF_mercenary_T,Epic_wpn_DF_mercenary_T,0,1,,,,,,,,,,,,,,,,,,,,,
2371,Epic_wpn_DF_minstrel_H,Epic_wpn_DF_minstrel_H,0,1,,,,,,,,,,,,,,,,,,,,,
2372,Epic_wpn_DF_minstrel_S,Epic_wpn_DF_minstrel_S,0,1,,,,,,,,,,,,,,,,,,,,,
2373,Epic_wpn_DF_heretic_crush_1H,Epic_wpn_DF_heretic_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2374,Epic_wpn_DF_heretic_flexC_1H,Epic_wpn_DF_heretic_flexC_1H,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
2375,Epic_wpn_DF_heretic_flexS_1H,Epic_wpn_DF_heretic_flexS_1H,0,1,1323,1324,1325,1326,1327,1328,1329,1330,1331,1382,0,,,,,,,,,,
2376,Epic_wpn_DF_scout_S,Epic_wpn_DF_scout_S,0,1,,,,,,,,,,,,,,,,,,,,,
2377,Epic_wpn_DF_scout_T,Epic_wpn_DF_scout_T,0,1,,,,,,,,,,,,,,,,,,,,,
2378,Epic_wpn_DF_scout_Bo,Epic_wpn_DF_scout_Bo,0,1,,,,,,,,,,,,,,,,,,,,,
2379,Epic_wpn_DF_cleric_crush_1H,Epic_wpn_DF_cleric_C,0,1,,,,,,,,,,,,,,,,,,,,,
2380,epic_wpn_DF_skald_sword_2h,epic_wpn_DF_skald_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2381,epic_wpn_DF_skald_hammer_1h,epic_wpn_DF_skald_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2382,epic_wpn_DF_skald_hammer_2h,epic_wpn_DF_skald_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2383,epic_wpn_DF_skald_sword_1h,epic_wpn_DF_skald_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2384,epic_wpn_DF_skald_axe_2h,epic_wpn_DF_skald_axe_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2385,epic_wpn_DF_skald_axe_1h,epic_wpn_DF_skald_axe_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2386,epic_wpn_DF_Druid_Crush_1H,epic_wpn_DF_Druid_Crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2387,epic_wpn_DF_Druid_Blade_1H,epic_wpn_DF_Druid_Blade_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2388,epic_wpn_DF_savage_sword_1h,epic_wpn_DF_savage_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2389,epic_wpn_DF_savage_sword_2h,epic_wpn_DF_savage_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2390,epic_wpn_DF_savage_axe_2h,epic_wpn_DF_savage_axe_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2391,epic_wpn_DF_savage_axe_1h,epic_wpn_DF_savage_axe_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2392,epic_wpn_DF_Warden_Slash_1H,epic_wpn_DF_Warden_Slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2393,epic_wpn_DF_Warden_Crush_1H,epic_wpn_DF_Warden_Crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2394,Epic_wpn_DF_Friar_staff,Epic_wpn_DF_Friar_St,0,1,,,,,,,,,,,,,,,,,,,,,
2395,Epic_wpn_DF_Friar_crush_1H,Epic_wpn_DF_Friar_crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2396,Epic_wpn_DF_Necromancer_staff,Epic_wpn_DF_Necromancer_staff,0,1,,,,,,,,,,,,,,,,,,,,,
2397,epic_wpn_DF_savage_hth,epic_wpn_DF_savage_hth,0,1,,,,,,,,,,,,,,,,,,,,,
2398,epic_wpn_DF_valkyrie_spear,epic_wpn_DF_valkyrie_spear,0,1,,,,,,,,,,,,,,,,,,,,,
2399,epic_wpn_DF_valkyrie_sword_1h,epic_wpn_DF_valkyrie_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2400,epic_wpn_DF_valkyrie_sword_2h,epic_wpn_DF_valkyrie_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2401,epic_wpn_DF_thane_sword_1h,epic_wpn_DF_thane_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2402,epic_wpn_DF_thane_sword_2h,epic_wpn_DF_thane_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2403,epic_wpn_DF_thane_axe_1h,epic_wpn_DF_thane_axe_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2404,epic_wpn_DF_thane_axe_2h,epic_wpn_DF_thane_axe_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2405,epic_wpn_DF_thane_hammer_1h,epic_wpn_DF_thane_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2406,epic_wpn_DF_thane_hammer_2h,epic_wpn_DF_thane_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2407,epic_wpn_DF_savage_hammer_1h,epic_wpn_DF_savage_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2408,epic_wpn_DF_savage_hammer_2h,epic_wpn_DF_savage_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2409,epic_wpn_DF_hunter_sword_1h,epic_wpn_DF_hunter_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2410,epic_wpn_DF_hunter_sword_2h,epic_wpn_DF_hunter_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2411,epic_wpn_DF_Ranger_Bow,epic_wpn_DF_Ranger_Bow,0,1,,,,,,,,,,,,,,,,,,,,,
2412,epic_wpn_DF_Ranger_Pierce_1H,epic_wpn_DF_Ranger_Pierce_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2413,epic_wpn_DF_Ranger_Slash_1H,epic_wpn_DF_Ranger_Slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2414,epic_wpn_DF_hunter_spear,epic_wpn_DF_hunter_spear,0,1,,,,,,,,,,,,,,,,,,,,,
2415,epic_wpn_DF_hunter_bow,epic_wpn_DF_hunter_bow,0,1,,,,,,,,,,,,,,,,,,,,,
2416,Epic_wpn_DF_Sorcerer_staff,Epic_wpn_DF_Sorcerer_St,0,1,,,,,,,,,,,,,,,,,,,,,
2417,epic_wpn_DF_beserker_hammer_2h,epic_wpn_DF_beserker_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2418,epic_wpn_DF_beserker_hammer_1h,epic_wpn_DF_beserker_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2419,epic_wpn_DF_beserker_sword_1h,epic_wpn_DF_beserker_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2420,epic_wpn_DF_beserker_sword_2h,epic_wpn_DF_beserker_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2421,epic_wpn_DF_beserker_axe_2h,epic_wpn_DF_beserker_axe_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2422,epic_wpn_DF_beserker_axe_1h,epic_wpn_DF_beserker_axe_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2423,epic_wpn_DF_Blademaster_Slash_1H,epic_wpn_DF_Blademaster_Slash_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2424,epic_wpn_DF_Blademaster_Crush_1H,epic_wpn_DF_Blademaster_Crush_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2425,epic_wpn_DF_Blademaster_Pierce_1H,epic_wpn_DF_Blademaster_Pierce_1H,0,1,,,,,,,,,,,,,,,,,,,,,
2426,epic_wpn_DF_Runemaster_st,epic_wpn_DF_Runemaster_st,0,1,,,,,,,,,,,,,,,,,,,,,
2427,epic_wpn_DF_healer_hammer_2h,epic_wpn_DF_healer_hammer_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2428,epic_wpn_DF_healer_hammer_1h,epic_wpn_DF_healer_hammer_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2429,epic_wpn_DF_shadowblade_sword_2h,epic_wpn_DF_shadowblade_sword_2h,0,1,,,,,,,,,,,,,,,,,,,,,
2430,epic_wpn_DF_shadowblade_sword_1h,epic_wpn_DF_shadowblade_sword_1h,0,1,,,,,,,,,,,,,,,,,,,,,
2431,Epic_wpn_DF_Animist_staff,Epic_wpn_DF_Animist_staff,0,1,,,,,,,,,,,,,,,,,,,,,
2432,Epic_wpn_DF_Bainshee_staff,Epic_wpn_DF_Bainshee_staff,0,1,,,,,,,,,,,,,,,,,,,,,
2433,Epic_wpn_DF_Eldritch_staff,Epic_wpn_DF_Eldritch_staff,0,1,,,,,,,,,,,,,,,,,,,,,
