Information,,Skin,,Archive,Expansion,,Housing,Material,Material,Material
6374,eyecolor_dwa_m_color06.dds,eyecolor_dwa_m_color06.dds,2,156,4,0,,,,
6375,eyecolor_dwa_m_color07.dds,eyecolor_dwa_m_color07.dds,2,156,4,0,,,,
6376,eyecolor_dwa_m_color08.dds,eyecolor_dwa_m_color08.dds,2,156,4,0,,,,
6377,eyecolor_elf_f_color01.dds,eyecolor_elf_f_color01.dds,2,156,4,0,,,,
6378,eyecolor_elf_f_color02.dds,eyecolor_elf_f_color02.dds,2,156,4,0,,,,
6379,eyecolor_elf_f_color03.dds,eyecolor_elf_f_color03.dds,2,156,4,0,,,,
6380,eyecolor_elf_f_color04.dds,eyecolor_elf_f_color04.dds,2,156,4,0,,,,
6381,eyecolor_elf_f_color05.dds,eyecolor_elf_f_color05.dds,2,156,4,0,,,,
6382,eyecolor_elf_f_color06.dds,eyecolor_elf_f_color06.dds,2,156,4,0,,,,
6383,eyecolor_elf_f_color07.dds,eyecolor_elf_f_color07.dds,2,156,4,0,,,,
6384,eyecolor_elf_f_color08.dds,eyecolor_elf_f_color08.dds,2,156,4,0,,,,
6385,eyecolor_elf_m_color01.dds,eyecolor_elf_m_color01.dds,2,156,4,0,,,,
6386,eyecolor_elf_m_color02.dds,eyecolor_elf_m_color02.dds,2,156,4,0,,,,
6387,eyecolor_elf_m_color03.dds,eyecolor_elf_m_color03.dds,2,156,4,0,,,,
6388,eyecolor_elf_m_color04.dds,eyecolor_elf_m_color04.dds,2,156,4,0,,,,
6389,eyecolor_elf_m_color05.dds,eyecolor_elf_m_color05.dds,2,156,4,0,,,,
6390,eyecolor_elf_m_color06.dds,eyecolor_elf_m_color06.dds,2,156,4,0,,,,
6391,eyecolor_elf_m_color07.dds,eyecolor_elf_m_color07.dds,2,156,4,0,,,,
6392,eyecolor_elf_m_color08.dds,eyecolor_elf_m_color08.dds,2,156,4,0,,,,
6393,eyecolor_fir_f_color01.dds,eyecolor_fir_f_color01.dds,2,156,4,0,,,,
6394,eyecolor_fir_f_color02.dds,eyecolor_fir_f_color02.dds,2,156,4,0,,,,
6395,eyecolor_fir_f_color03.dds,eyecolor_fir_f_color03.dds,2,156,4,0,,,,
6396,eyecolor_fir_f_color04.dds,eyecolor_fir_f_color04.dds,2,156,4,0,,,,
6397,eyecolor_fir_f_color05.dds,eyecolor_fir_f_color05.dds,2,156,4,0,,,,
6398,eyecolor_fir_f_color06.dds,eyecolor_fir_f_color06.dds,2,156,4,0,,,,
6399,eyecolor_fir_f_color07.dds,eyecolor_fir_f_color07.dds,2,156,4,0,,,,
6400,eyecolor_fir_f_color08.dds,eyecolor_fir_f_color08.dds,2,156,4,0,,,,
6401,eyecolor_fir_m_color01.dds,eyecolor_fir_m_color01.dds,2,156,4,0,,,,
6402,eyecolor_fir_m_color02.dds,eyecolor_fir_m_color02.dds,2,156,4,0,,,,
6403,eyecolor_fir_m_color03.dds,eyecolor_fir_m_color03.dds,2,156,4,0,,,,
6404,eyecolor_fir_m_color04.dds,eyecolor_fir_m_color04.dds,2,156,4,0,,,,
6405,eyecolor_fir_m_color05.dds,eyecolor_fir_m_color05.dds,2,156,4,0,,,,
6406,eyecolor_fir_m_color06.dds,eyecolor_fir_m_color06.dds,2,156,4,0,,,,
6407,eyecolor_fir_m_color07.dds,eyecolor_fir_m_color07.dds,2,156,4,0,,,,
6408,eyecolor_fir_m_color08.dds,eyecolor_fir_m_color08.dds,2,156,4,0,,,,
6409,eyecolor_fro_f_color01.dds,eyecolor_fro_f_color01.dds,2,156,4,0,,,,
6410,eyecolor_fro_f_color02.dds,eyecolor_fro_f_color02.dds,2,156,4,0,,,,
6411,eyecolor_fro_f_color03.dds,eyecolor_fro_f_color03.dds,2,156,4,0,,,,
6412,eyecolor_fro_f_color04.dds,eyecolor_fro_f_color04.dds,2,156,4,0,,,,
6413,eyecolor_fro_f_color05.dds,eyecolor_fro_f_color05.dds,2,156,4,0,,,,
6414,eyecolor_fro_f_color06.dds,eyecolor_fro_f_color06.dds,2,156,4,0,,,,
6415,eyecolor_fro_f_color07.dds,eyecolor_fro_f_color07.dds,2,156,4,0,,,,
6416,eyecolor_fro_f_color08.dds,eyecolor_fro_f_color08.dds,2,156,4,0,,,,
6417,eyecolor_fro_m_color01.dds,eyecolor_fro_m_color01.dds,2,156,4,0,,,,
6418,eyecolor_fro_m_color02.dds,eyecolor_fro_m_color02.dds,2,156,4,0,,,,
6419,eyecolor_fro_m_color03.dds,eyecolor_fro_m_color03.dds,2,156,4,0,,,,
6420,eyecolor_fro_m_color04.dds,eyecolor_fro_m_color04.dds,2,156,4,0,,,,
6421,eyecolor_fro_m_color05.dds,eyecolor_fro_m_color05.dds,2,156,4,0,,,,
6422,eyecolor_fro_m_color06.dds,eyecolor_fro_m_color06.dds,2,156,4,0,,,,
6423,eyecolor_fro_m_color07.dds,eyecolor_fro_m_color07.dds,2,156,4,0,,,,
6424,eyecolor_fro_m_color08.dds,eyecolor_fro_m_color08.dds,2,156,4,0,,,,
6425,eyecolor_hal_f_color01.dds,eyecolor_hal_f_color01.dds,2,156,4,0,,,,
6426,eyecolor_hal_f_color02.dds,eyecolor_hal_f_color02.dds,2,156,4,0,,,,
6427,eyecolor_hal_f_color03.dds,eyecolor_hal_f_color03.dds,2,156,4,0,,,,
6428,eyecolor_hal_f_color04.dds,eyecolor_hal_f_color04.dds,2,156,4,0,,,,
6429,eyecolor_hal_f_color05.dds,eyecolor_hal_f_color05.dds,2,156,4,0,,,,
6430,eyecolor_hal_f_color06.dds,eyecolor_hal_f_color06.dds,2,156,4,0,,,,
6431,eyecolor_hal_f_color07.dds,eyecolor_hal_f_color07.dds,2,156,4,0,,,,
6432,eyecolor_hal_f_color08.dds,eyecolor_hal_f_color08.dds,2,156,4,0,,,,
6433,eyecolor_hal_m_color01.dds,eyecolor_hal_m_color01.dds,2,156,4,0,,,,
6434,eyecolor_hal_m_color02.dds,eyecolor_hal_m_color02.dds,2,156,4,0,,,,
6435,eyecolor_hal_m_color03.dds,eyecolor_hal_m_color03.dds,2,156,4,0,,,,
6436,eyecolor_hal_m_color04.dds,eyecolor_hal_m_color04.dds,2,156,4,0,,,,
6437,eyecolor_hal_m_color05.dds,eyecolor_hal_m_color05.dds,2,156,4,0,,,,
6438,eyecolor_hal_m_color06.dds,eyecolor_hal_m_color06.dds,2,156,4,0,,,,
6439,eyecolor_hal_m_color07.dds,eyecolor_hal_m_color07.dds,2,156,4,0,,,,
6440,eyecolor_hal_m_color08.dds,eyecolor_hal_m_color08.dds,2,156,4,0,,,,
6441,eyecolor_kob_f_color01.dds,eyecolor_kob_f_color01.dds,2,156,4,0,,,,
6442,eyecolor_kob_f_color02.dds,eyecolor_kob_f_color02.dds,2,156,4,0,,,,
6443,eyecolor_kob_f_color03.dds,eyecolor_kob_f_color03.dds,2,156,4,0,,,,
6444,eyecolor_kob_f_color04.dds,eyecolor_kob_f_color04.dds,2,156,4,0,,,,
6445,eyecolor_kob_f_color05.dds,eyecolor_kob_f_color05.dds,2,156,4,0,,,,
6446,eyecolor_kob_f_color06.dds,eyecolor_kob_f_color06.dds,2,156,4,0,,,,
6447,eyecolor_kob_f_color07.dds,eyecolor_kob_f_color07.dds,2,156,4,0,,,,
6448,eyecolor_kob_f_color08.dds,eyecolor_kob_f_color08.dds,2,156,4,0,,,,
6449,eyecolor_kob_m_color01.dds,eyecolor_kob_m_color01.dds,2,156,4,0,,,,
6450,eyecolor_kob_m_color02.dds,eyecolor_kob_m_color02.dds,2,156,4,0,,,,
6451,eyecolor_kob_m_color03.dds,eyecolor_kob_m_color03.dds,2,156,4,0,,,,
6452,eyecolor_kob_m_color04.dds,eyecolor_kob_m_color04.dds,2,156,4,0,,,,
6453,eyecolor_kob_m_color05.dds,eyecolor_kob_m_color05.dds,2,156,4,0,,,,
6454,eyecolor_kob_m_color06.dds,eyecolor_kob_m_color06.dds,2,156,4,0,,,,
6455,eyecolor_kob_m_color07.dds,eyecolor_kob_m_color07.dds,2,156,4,0,,,,
6456,eyecolor_kob_m_color08.dds,eyecolor_kob_m_color08.dds,2,156,4,0,,,,
6457,eyecolor_sar_f_color01.dds,eyecolor_sar_f_color01.dds,2,156,4,0,,,,
6458,eyecolor_sar_f_color02.dds,eyecolor_sar_f_color02.dds,2,156,4,0,,,,
6459,eyecolor_sar_f_color03.dds,eyecolor_sar_f_color03.dds,2,156,4,0,,,,
6460,eyecolor_sar_f_color04.dds,eyecolor_sar_f_color04.dds,2,156,4,0,,,,
6461,eyecolor_sar_f_color05.dds,eyecolor_sar_f_color05.dds,2,156,4,0,,,,
6462,eyecolor_sar_f_color06.dds,eyecolor_sar_f_color06.dds,2,156,4,0,,,,
6463,eyecolor_sar_f_color07.dds,eyecolor_sar_f_color07.dds,2,156,4,0,,,,
6464,eyecolor_sar_f_color08.dds,eyecolor_sar_f_color08.dds,2,156,4,0,,,,
6465,eyecolor_sar_m_color01.dds,eyecolor_sar_m_color01.dds,2,156,4,0,,,,
6466,eyecolor_sar_m_color02.dds,eyecolor_sar_m_color02.dds,2,156,4,0,,,,
6467,eyecolor_sar_m_color03.dds,eyecolor_sar_m_color03.dds,2,156,4,0,,,,
6468,eyecolor_sar_m_color04.dds,eyecolor_sar_m_color04.dds,2,156,4,0,,,,
6469,eyecolor_sar_m_color05.dds,eyecolor_sar_m_color05.dds,2,156,4,0,,,,
6470,eyecolor_sar_m_color06.dds,eyecolor_sar_m_color06.dds,2,156,4,0,,,,
6471,eyecolor_sar_m_color07.dds,eyecolor_sar_m_color07.dds,2,156,4,0,,,,
6472,eyecolor_sar_m_color08.dds,eyecolor_sar_m_color08.dds,2,156,4,0,,,,
6473,hair_decal_Ava_f_Hair03.dds,hair_decal_Ava_f_Hair03.dds,1,155,4,0,,,,
6474,hair_decal_Hig_m_Hair1.dds,hair_decal_Hig_m_Hair1.dds,1,155,4,0,,,,
6475,hair_decal_Bri_f_hair04.dds,hair_decal_Bri_f_hair04.dds,1,155,4,0,,,,
6476,hair_decal_Bri_f_hair02.dds,hair_decal_Bri_f_hair02.dds,1,155,4,0,,,,
6477,hair_decal_Ava_m_Hair04.dds,hair_decal_Ava_m_Hair04.dds,1,155,4,0,,,,
6478,hair_decal_Hig_f_Hair04.dds,hair_decal_Hig_f_Hair04.dds,1,155,4,0,,,,
6479,hair_decal_Ico_m_Hair03.dds,hair_decal_Ico_m_Hair03.dds,1,155,4,0,,,,
6480,hair_decal_Ico_f_Hair03.dds,hair_decal_Ico_f_Hair03.dds,1,155,4,0,,,,
6481,hair_decal_Ico_f_Hair02.dds,hair_decal_Ico_f_Hair02.dds,1,155,4,0,,,,
6482,hair_decal_Nor_m_Hair04.dds,hair_decal_Nor_m_Hair04.dds,1,155,4,0,,,,
6483,hair_decal_Hig_m_Hair02.dds,hair_decal_Hig_m_Hair02.dds,1,155,4,0,,,,
6484,hair_decal_Fro_f_Hair02.dds,hair_decal_Fro_f_Hair02.dds,1,155,4,0,,,,
6485,hair_decal_Dwa_m_Hair06.dds,hair_decal_Dwa_m_Hair06.dds,1,155,4,0,,,,
6486,hair_decal_Dwa_m_Hair05.dds,hair_decal_Dwa_m_Hair05.dds,1,155,4,0,,,,
6487,hair_decal_Dwa_m_Hair04.dds,hair_decal_Dwa_m_Hair04.dds,1,155,4,0,,,,
6488,hair_decal_Dwa_m_Hair02.dds,hair_decal_Dwa_m_Hair02.dds,1,155,4,0,,,,
6489,hair_decal_Fro_f_Hair03.dds,hair_decal_Fro_f_Hair03.dds,1,155,4,0,,,,
6490,hair_decal_Val_m_Hair04.dds,hair_decal_Val_m_Hair04.dds,1,155,4,0,,,,
6491,hair_decal_Sar_m_Hair02.dds,hair_decal_Sar_m_Hair02.dds,1,155,4,0,,,,
6492,hair_decal_Nor_f_Hair04.dds,hair_decal_Nor_f_Hair04.dds,1,155,4,0,,,,
6493,hair_decal_Kob_m_Hair04.dds,hair_decal_Kob_m_Hair04.dds,1,155,4,0,,,,
6494,hair_decal_Kob_f_Hair04.dds,hair_decal_Kob_f_Hair04.dds,1,155,4,0,,,,
6495,hair_decal_Kob_f_Hair02.dds,hair_decal_Kob_f_Hair02.dds,1,155,4,0,,,,
6496,eyecolor_generic_m_vampyr.dds,eyecolor_generic_m_vampyr.dds,2,156,4,0,,,,
6497,eyecolor_sha_vampyr.dds,eyecolor_sha_vampyr.dds,2,156,4,0,,,,
6498,eyecolor_lur_m_vampyr.dds,eyecolor_lur_m_vampyr.dds,2,156,4,0,,,,
6499,hair_decal_Dwa_m_Hair04.dds,hair_decal_Dwa_m_Hair04.dds,1,155,4,0,,,,
6500,eyecolor_lur_f_vampyr.dds,eyecolor_lur_f_vampyr.dds,2,156,4,0,,,,
6501,eyecolor_generic_f_vampyr.dds,eyecolor_generic_f_vampyr.dds,2,156,4,0,,,,
6502,Cel_m_Tattoo_01.dds,Cel_m_Tattoo_01.dds,1,155,4,0,,,,
6503,Cel_m_Tattoo_02.dds,Cel_m_Tattoo_02.dds,1,155,4,0,,,,
6504,Cel_m_Tattoo_03.dds,Cel_m_Tattoo_03.dds,1,155,4,0,,,,
6505,Cel_m_Tattoo_04.dds,Cel_m_Tattoo_04.dds,1,155,4,0,,,,
6506,Cel_m_Tattoo_05.dds,Cel_m_Tattoo_05.dds,1,155,4,0,,,,
6507,Cel_f_Tattoo_01.dds,Cel_f_Tattoo_01.dds,1,155,4,0,,,,
6508,Cel_f_Tattoo_02.dds,Cel_f_Tattoo_02.dds,1,155,4,0,,,,
6509,Cel_f_Tattoo_03.dds,Cel_f_Tattoo_03.dds,1,155,4,0,,,,
6510,Cel_f_Tattoo_04.dds,Cel_f_Tattoo_04.dds,1,155,4,0,,,,
6511,Cel_f_Tattoo_05.dds,Cel_f_Tattoo_05.dds,1,155,4,0,,,,
6512,eyecolor_hig_m_color01.dds,eyecolor_hig_m_color01.dds,2,156,4,0,,,,
6513,eyecolor_hig_m_color02.dds,eyecolor_hig_m_color02.dds,2,156,4,0,,,,
6514,eyecolor_hig_m_color03.dds,eyecolor_hig_m_color03.dds,2,156,4,0,,,,
6515,eyecolor_hig_m_color04.dds,eyecolor_hig_m_color04.dds,2,156,4,0,,,,
6516,eyecolor_hig_m_color05.dds,eyecolor_hig_m_color05.dds,2,156,4,0,,,,
6517,eyecolor_hig_m_color06.dds,eyecolor_hig_m_color06.dds,2,156,4,0,,,,
6518,eyecolor_hig_m_color07.dds,eyecolor_hig_m_color07.dds,2,156,4,0,,,,
6519,eyecolor_hig_m_color08.dds,eyecolor_hig_m_color08.dds,2,156,4,0,,,,
6520,eyecolor_nor_m_color01.dds,eyecolor_nor_m_color01.dds,2,156,4,0,,,,
6521,eyecolor_nor_m_color02.dds,eyecolor_nor_m_color02.dds,2,156,4,0,,,,
6522,eyecolor_nor_m_color03.dds,eyecolor_nor_m_color03.dds,2,156,4,0,,,,
6523,eyecolor_nor_m_color04.dds,eyecolor_nor_m_color04.dds,2,156,4,0,,,,
6524,eyecolor_nor_m_color05.dds,eyecolor_nor_m_color05.dds,2,156,4,0,,,,
6525,eyecolor_nor_m_color06.dds,eyecolor_nor_m_color06.dds,2,156,4,0,,,,
6526,eyecolor_nor_m_color07.dds,eyecolor_nor_m_color07.dds,2,156,4,0,,,,
6527,eyecolor_nor_m_color08.dds,eyecolor_nor_m_color08.dds,2,156,4,0,,,,
6528,,goalpost.dds,0,157,1,0,,,,
6529,scorboard_flag_swatch_blue.dds,scorboard_flag_swatch_blue.dds,7,157,1,0,,,,
6530,scorboard_flag_swatch_brown.dds,scorboard_flag_swatch_brown.dds,7,157,1,0,,,,
6531,scorboard_flag_swatch_green.dds,scorboard_flag_swatch_green.dds,7,157,1,0,,,,
6532,scorboard_flag_swatch_red.dds,scorboard_flag_swatch_red.dds,7,157,1,0,,,,
6533,scorboard_flag_swatch_yellow.dds,scorboard_flag_swatch_yellow.dds,7,157,1,0,,,,
6534,Glow Texture,scorboard_flag_swatch_blue.dds,3,157,1,0,,,,
6535,Ava_F_Head07.dds,Ava_F_Head07.dds,0,0,4,0,,2008,,
6536,ava_m_Head07.dds,ava_m_Head07.dds,0,0,4,0,,2009,,
6537,Bri_f_Head07.dds,Bri_f_Head07.dds,0,0,4,0,,2010,,
6538,Bri_m_Head07.dds,Bri_m_Head07.dds,0,0,4,0,,2011,,
6539,Dwa_f_Head07.dds,Dwa_f_Head07.dds,0,0,4,0,,2012,,
6540,Dwa_m_Head07.dds,Dwa_m_Head07.dds,0,0,4,0,,2013,,
6541,Fro_f_Head07.dds,Fro_f_Head07.dds,0,0,4,0,,2014,,
6542,Fro_m_Head07.dds,Fro_m_Head07.dds,0,0,4,0,,2015,,
6543,Hal_f_Head07.dds,Hal_f_Head07.dds,0,0,4,0,,2016,,
6544,Hal_m_Head07.dds,Hal_m_Head07.dds,0,0,4,0,,2017,,
6545,Hig_f_Head07.dds,Hig_f_Head07.dds,0,0,4,0,,2018,,
6546,Hig_m_Head07.dds,Hig_m_Head07.dds,0,0,4,0,,2019,,
6547,Ico_f_Head07.dds,Ico_f_Head07.dds,0,0,4,0,,2020,,
6548,Ico_m_Head07.dds,Ico_m_Head07.dds,0,0,4,0,,2021,,
6549,Kob_f_Head07.dds,Kob_f_Head07.dds,0,0,4,0,,2022,,
6550,Kob_m_Head07.dds,Kob_m_Head07.dds,0,0,4,0,,2023,,
6551,Nor_f_Head07.dds,Nor_f_Head07.dds,0,0,4,0,,2024,,
6552,Nor_m_Head07.dds,Nor_m_Head07.dds,0,0,4,0,,2025,,
6553,Sar_f_Head07.dds,Sar_f_Head07.dds,0,0,4,0,,2026,,
6554,Sar_m_Head07.dds,Sar_m_Head07.dds,0,0,4,0,,2027,,
6555,tro_f_Head07.dds,tro_f_Head07.dds,0,0,4,0,,2028,,
6556,tro_m_Head07.dds,tro_m_Head07.dds,0,0,4,0,,2029,,
6557,Val_f_Head07.dds,Val_f_Head07.dds,0,0,4,0,,2030,,
6558,ValkynM_Head07.dds,ValkynM_Head07.dds,0,0,4,0,,2031,,
6559,Cel_f_Head07.dds,Cel_f_Head07.dds,0,0,4,0,,2032,,
6560,Cel_m_Head07.dds,Cel_m_Head07.dds,0,0,4,0,,2033,,
6561,Elf_F_Head07.dds,Elf_F_Head07.dds,0,0,4,0,,2034,,
6562,Elf_m_Head07.dds,Elf_m_Head07.dds,0,0,4,0,,2035,,
6563,Fir_f_Head07.dds,Fir_f_Head07.dds,0,0,4,0,,2036,,
6564,Fir_m_head07.dds,Fir_m_head07.dds,0,0,4,0,,2037,,
6565,Lur_f_Head07.dds,Lur_f_Head07.dds,0,0,4,0,,2038,,
6566,Lur_m_Head07.dds,Lur_m_Head07.dds,0,0,4,0,,2039,,
6567,Sha_f_Head07.dds,Sha_f_Head07.dds,0,0,4,0,,2040,,
6568,Sha_m_Head07.dds,Sha_m_Head07.dds,0,0,4,0,,2041,,
6569,Syl_f_Head07.dds,Syl_f_Head07.dds,0,0,4,0,,2042,,
6570,Syl_m_Head07.dds,Syl_m_Head07.dds,0,0,4,0,,2043,,
6571,Hair_Decal_Elf_m_Hair02.dds,Hair_Decal_Elf_m_Hair02.dds,1,158,4,0,,,,
6572,Dummy,dummy.dds,0,159,4,0,,,,
6573,puppy_dark.dds,puppy_dark.dds,0,159,4,0,,,,
6574,puppy_blonde.dds,puppy_blonde.dds,0,159,4,0,,,,
6575,puppy_brown.dds,puppy_brown.dds,0,159,4,0,,,,
6576,Cabal Pet Darkmap,giantdark.tga,2,5,0,0,,0,,
6577,Cabal Pet Yellow,yellowmarble.tga,0,5,0,0,,0,,
6578,Cabal Pet Red,redmarble.tga,0,5,0,0,,0,,
6579,Cabal Pet Blue,bluemarble.tga,0,5,0,0,,0,,
6580,Cabal Pet Green,greenmarble.tga,0,5,0,0,,0,,
6581,eyecolor_generic_f_bainshee.dds,eyecolor_generic_f_bainshee.dds,2,159,4,0,,,,
6582,eyecolor_elf_f_bainshee.dds,eyecolor_elf_f_bainshee.dds,2,159,4,0,,,,
6583,eyecolor_lur_f_bainshee.dds,eyecolor_lur_f_bainshee.dds,2,159,4,0,,,,
6585,Caravan,_dm_tradercart.dds,2,159,1,0,,,,
6586,Caravan,Tradercart.dds,0,159,1,0,,,,
6587,Nor_m_head_Old01.dds,Nor_m_head_Old01.dds,0,0,4,0,,2182,,
6588,Bri_f_head_Old01.dds,Bri_f_head_Old01.dds,0,0,4,0,,2183,,
6589,Bri_m_head_Old01.dds,Bri_m_head_Old01.dds,0,0,4,0,,2184,,
6590,Cel_f_head_Old01.dds,Cel_f_head_Old01.dds,0,0,4,0,,2185,,
6591,Cel_m_head_Old01.dds,Cel_m_head_Old01.dds,0,0,4,0,,2186,,
6592,Nor_f_head_Old01.dds,Nor_f_head_Old01.dds,0,0,4,0,,2187,,
6593,Armor_Saddle_Starter.dds,Armor_Saddle_Starter.dds,0,0,4,0,,2200,,
6594,Barding_Medium_Yellow.dds,Barding_Medium_Yellow.dds,0,0,4,0,,2201,,
6595,Horse_Medium_Black.dds,Horse_Medium_Black.dds,0,0,4,0,,2202,,
6596,Horse_Medium_Brown.dds,Horse_Medium_Brown.dds,0,0,4,0,,2203,,
6597,Horse_Medium_White.dds,Horse_Medium_White.dds,0,0,4,0,,2204,,
6598,Barding_Med_HalfSock_Guild,Barding_Medium_HalfSock_Guild.dds,0,0,4,0,,2205,,
6599,Barding_Med_Blanket_Guild,Barding_Medium_Blanket_Guild.dds,0,0,4,0,,2206,,
6600,Barding_Med_FullSock_Guild,Barding_Medium_FullSock_Guild.dds,0,0,4,0,,2207,,
6601,Armor_Saddle_Decal,Saddle_Starter_Decal.dds,1,0,4,0,,2208,,
6602,Horse_medium_White_Tack.dds,Horse_medium_White_Tack.dds,0,0,4,0,,2209,,
6603,Horse_medium_Black_Tack.dds,Horse_medium_Black_Tack.dds,0,0,4,0,,2210,,
6604,Horse_medium_Brown_Tack.dds,Horse_medium_Brown_Tack.dds,0,0,4,0,,2211,,
6605,Horse_Billboard.dds,Horse_Billboard.dds,0,0,4,0,,2212,,
6606,Legion_tile.dds,Legion_tile.dds,0,160,4,0,,,,
6607,bodyparts.dds,bodyparts.dds,0,160,4,0,,,,
6608,cham_body.dds,cham_body.dds,0,160,4,0,,,,
6609,cham_head.dds,cham_head.dds,0,160,4,0,,,,
6610,corpseparts.dds,corpseparts.dds,0,160,4,0,,,,
6611,corpsetile.dds,corpsetile.dds,0,160,4,0,,,,
6612,TreeHuggers.dds,TreeHuggers.dds,0,0,4,0,,2213,,
6613,WSerpents.dds,WSerpents.dds,0,0,4,0,,2214,,
6614,NHighlanders.dds,NHighlanders.dds,0,0,4,0,,2215,,
6615,PurpleCourage.dds,PurpleCourage.dds,0,0,4,0,,2216,,
6616,RedDragons.dds,RedDragons.dds,0,0,4,0,,2217,,
6617,empty, ,0,0,0,0, , ,,
6618,inq_head.dds,inq_head.dds,0,160,4,0,,,,
6619,inq_body.dds,inq_body.dds,0,160,4,0,,,,
6620,Darkmap_Legion.dds,Darkmap_Legion.dds,2,160,4,0,,,,
6621,Darkmap_Legion_limbs.dds,Darkmap_Legion_limbs.dds,2,160,4,0,,,,
6624,Horse_Spotted.dds,Horse_Spotted.dds,0,0,4,0,,2238,,
6625,Horse_Medium_palamino.dds,Horse_Medium_palamino.dds,0,0,4,0,,2239,,
6626,Horse_Medium_Gray.dds,Horse_Medium_Gray.dds,0,0,4,0,,2240,,
6628,DR Demon Head,demon_head.dds,0,161,4,0,,,,
6629,DR Demon Body,demon_body.dds,0,161,4,0,,,,
6630,Abomination_Head.dds,Abomination_Head.dds,0,161,4,0,,,,
6631,Abomination_Body.dds,Abomination_Body.dds,0,161,4,0,,,,
6632,DR_Hulker.dds,DR_Hulker.dds,0,161,4,0,,,,
6633,DR_Hulker_variant.dds,DR_Hulker_variant.dds,0,161,4,0,,,,
6634,DR_Hulker_demon.dds,DR_Hulker_demon.dds,0,161,4,0,,,,
6635,DR_Red_Imp.dds,DR_Red_Imp.dds,0,161,4,0,,,,
6636,DR_Gold_Imp.dds,DR_Gold_Imp.dds,0,161,4,0,,,,
6637,DR_DemonPixie.dds,DR_DemonPixie.dds,0,161,4,0,,,,
6638,DR_demonSeal.dds,DR_demonSeal.dds,0,157,1,0,,,,
6639,DR_Rat_Diseased.dds,DR_Rat_Diseased.dds,0,161,4,0,,,,
6641,Horse_Medium_Choclate.dds,Horse_Medium_Choclate.dds,0,0,4,0,,2242,,
6642,Horse_Heavy_Clydesdale.dds,Horse_Heavy_Clydesdale.dds,0,0,4,0,,2243,,
6643,Horse_Medium_Rainbow.dds,Horse_Medium_Rainbow.dds,0,0,4,0,,2244,,
6645,Horse_nightmare.dds,Horse_nightmare.dds,0,0,4,0,,2246,,
6647,Armor Texture,Armor_Mount_PlainSaddle.dds,0,0,4,0,,2273,,
6649,Mount_Armor_AlbHeroic.dds,Mount_Armor_AlbHeroic.dds,0,0,4,0,,2271,,
6651,Mount_Armor_AlbSinister.dds,Mount_Armor_AlbSinister.dds,0,0,4,0,,2272,,
6653,Mount_Armor_HibHeroic.dds,Mount_Armor_HibHeroic.dds,0,0,4,0,,2247,,
6655,DR_LeglessZ_body.dds,DR_LeglessZ_body.dds,0,161,4,0,,,,
6656,DR_LeglessZ_head.dds,DR_LeglessZ_head.dds,0,161,4,0,,,,
6657,Horse_Medium_ShireDappled.dds,Horse_Medium_ShireDappled.dds,0,0,4,0,,2248,,
6658,Horse_Medium_RedDun.dds,Horse_Medium_RedDun.dds,0,0,4,0,,2249,,
6659,Horse_Medium_Appaloosa.dds,Horse_Medium_Appaloosa.dds,0,0,4,0,,2250,,
6660,Horse_Medium_DappledGrey.dds,Horse_Medium_DappledGrey.dds,0,0,4,0,,2251,,
6661,Horse_Medium_PrimativeDun.dds,Horse_Medium_PrimativeDun.dds,0,0,4,0,,2252,,
6662,Horse_Medium_Lepoard.dds,Horse_Medium_Lepoard.dds,0,0,4,0,,2253,,
6663,headless_arms01.dds,headless_arms01.dds, , ,4, , ,2218,,
6664,Horse_Medium_StrawberryRoan.dds,Horse_Medium_StrawberryRoan.dds,0,0,4,0,,2255,,
6665,Mount_Armor_HibSinister.dds,Mount_Armor_HibSinister.dds,0,0,4,0,,2260,,
6667,Mount_armor_HibMagical.dds,Mount_armor_HibMagical.dds,0,0,4,0,,2261,,
6669,Mount_Armor_HibPreorder.dds,Mount_Armor_HibPreorder.dds,0,0,4,0,,2262,,
6671,Mount_Armor_HibSaddle.dds,Mount_Armor_HibSaddle.dds,0,0,4,0,,2263,,
6673,Mount_Armor_MidHeroic.dds,Mount_Armor_MidHeroic.dds,0,0,4,0,,2264,,
6675,Mount_Armor_MidSinister.dds,Mount_Armor_MidSinister.dds,0,0,4,0,,2265,,
6677,Mount_Armor_MidMagical.dds ,Mount_Armor_MidMagical.dds ,0,0,4,0,,2266,,
6679,Mount_Armor_MidPreorder.dds,Mount_Armor_MidPreorder.dds,0,0,4,0,,2267,,
6681,Mount_Armor_MidSaddle.dds,Mount_Armor_MidSaddle.dds,0,0,4,0,,2268,,
6683,Mount_Armor_AlbPreorder.dds,Mount_Armor_AlbPreorder.dds,0,0,4,0,,2269,,
6685,Mount_Armor_AlbMagical.dds,Mount_Armor_AlbMagical.dds,0,0,4,0,,2270,,
6687,Horse_Epic_Earth.dds,Horse_Epic_Earth.dds,0,0,4,0,,2256,,
6688,Horse_Epic_Storm.dds,Horse_Epic_Storm.dds,0,0,4,0,,2257,,
6689,Horse_Epic_Frost.dds,Horse_Epic_Frost.dds,0,0,4,0,,2258,,
6690,Horse_Epic_Flame.dds,Horse_Epic_Flame.dds,0,0,4,0,,2259,,
6691,DR_A_Rebel01.dds,DR_A_Rebel01.dds,0,164,5,0,,,,
