Information,,Skin,,Archive,Expansion,
1056,tro_f_Head03.dds,tro_f_Head03.dds,0,9,4,
1057,tro_f_Head04.dds,tro_f_Head04.dds,0,9,4,
1058,tro_f_Head05.dds,tro_f_Head05.dds,0,9,4,
1059,tro_f_Head06.dds,tro_f_Head06.dds,0,9,4,
1060,tro_f_MummyHead01.dds,tro_f_MummyHead01.dds,0,9,4,
1061,tro_f_ShadeHead.dds,tro_f_ShadeHead.dds,0,9,4,
1062,tro_f_stonehead.dds,tro_f_stonehead.dds,0,9,4,
1063,tro_m_decal01_blue.dds,tro_m_decal01_blue.dds,0,9,4,
1064,tro_m_decal01_red.dds,tro_m_decal01_red.dds,0,9,4,
1065,tro_m_decal01_yellow.dds,tro_m_decal01_yellow.dds,0,9,4,
1066,tro_m_decal02_blue.dds,tro_m_decal02_blue.dds,0,9,4,
1067,tro_m_decal02_red.dds,tro_m_decal02_red.dds,0,9,4,
1068,tro_m_decal02_yellow.dds,tro_m_decal02_yellow.dds,0,9,4,
1069,tro_m_decal03_blue.dds,tro_m_decal03_blue.dds,0,9,4,
1070,tro_m_decal03_red.dds,tro_m_decal03_red.dds,0,9,4,
1071,tro_m_decal03_yellow.dds,tro_m_decal03_yellow.dds,0,9,4,
1072,tro_m_decal04_blue.dds,tro_m_decal04_blue.dds,0,9,4,
1073,tro_m_decal04_red.dds,tro_m_decal04_red.dds,0,9,4,
1074,tro_m_decal04_yellow.dds,tro_m_decal04_yellow.dds,0,9,4,
1075,tro_m_decal05_blue.dds,tro_m_decal05_blue.dds,0,9,4,
1076,tro_m_decal05_red.dds,tro_m_decal05_red.dds,0,9,4,
1077,tro_m_decal05_yellow.dds,tro_m_decal05_yellow.dds,0,9,4,
1078,tro_m_decal06_blue.dds,tro_m_decal06_blue.dds,0,9,4,
1079,tro_m_decal06_red.dds,tro_m_decal06_red.dds,0,9,4,
1080,tro_m_decal06_yellow.dds,tro_m_decal06_yellow.dds,0,9,4,
1081,tro_m_decal07_blue.dds,tro_m_decal07_blue.dds,0,9,4,
1082,tro_m_decal07_red.dds,tro_m_decal07_red.dds,0,9,4,
1083,tro_m_decal07_yellow.dds,tro_m_decal07_yellow.dds,0,9,4,
1084,tro_m_Head01.dds,tro_m_Head01.dds,0,9,4,
1085,tro_m_Head02.dds,tro_m_Head02.dds,0,9,4,
1086,tro_m_Head03.dds,tro_m_Head03.dds,0,9,4,
1087,tro_m_Head04.dds,tro_m_Head04.dds,0,9,4,
1088,tro_m_Head05.dds,tro_m_Head05.dds,0,9,4,
1089,tro_m_Head06.dds,tro_m_Head06.dds,0,9,4,
1090,tro_m_MummyHead01.dds,tro_m_MummyHead01.dds,0,9,4,
1091,tro_m_ShadeHead.dds,tro_m_ShadeHead.dds,0,9,4,
1092,tro_m_stonehead.dds,tro_m_stonehead.dds,0,9,4,
1093,Val_f_Hair01.dds,Val_f_Hair01.dds,0,9,4,
1094,val_f_hair02.dds,val_f_hair02.dds,0,9,4,
1095,Val_f_Head01.dds,Val_f_Head01.dds,0,9,4,
1096,Val_f_Head02.dds,Val_f_Head02.dds,0,9,4,
1097,Val_f_Head03.dds,Val_f_Head03.dds,0,9,4,
1098,Val_f_Head04.dds,Val_f_Head04.dds,0,9,4,
1099,Val_f_Head05.dds,Val_f_Head05.dds,0,9,4,
1100,Val_f_Head06.dds,Val_f_Head06.dds,0,9,4,
1101,Val_f_MummyHead01.dds,Val_f_MummyHead01.dds,0,9,4,
1102,val_f_ShadeHead.dds,val_f_ShadeHead.dds,0,9,4,
1103,val_f_stonehead.dds,val_f_stonehead.dds,0,9,4,
1104,Val_m_Hair01.dds,Val_m_Hair01.dds,0,9,4,
1105,val_m_hair02.dds,val_m_hair02.dds,0,9,4,
1106,Val_m_Head01.dds,Val_m_Head01.dds,0,9,4,
1107,Val_m_Head02.dds,Val_m_Head02.dds,0,9,4,
1108,Val_m_Head03.dds,Val_m_Head03.dds,0,9,4,
1109,Val_m_Head04.dds,Val_m_Head04.dds,0,9,4,
1110,Val_m_Head05.dds,Val_m_Head05.dds,0,9,4,
1111,Val_m_Head06.dds,Val_m_Head06.dds,0,9,4,
1112,Val_m_MummyHead01.dds,Val_m_MummyHead01.dds,0,9,4,
1113,val_m_ShadeHead.dds,val_m_ShadeHead.dds,0,9,4,
1114,val_m_stonehead.dds,val_m_stonehead.dds,0,9,4,
1116,epiBody02_champion_bump.tga,epiBody02_champion_bump.tga,0,15,4,
1119,nor_m_hair02_blonde.dds,nor_m_hair02_blonde.dds,0,34,4,
1120,nor_m_hair02_bluebase.dds,nor_m_hair02_bluebase.dds,0,34,4,
1121,nor_m_hair02_dkbrown.dds,nor_m_hair02_dkbrown.dds,0,34,4,
1122,nor_m_hair02_white.dds,nor_m_hair02_white.dds,0,34,4,
1123,nor_m_hair04_blonde.dds,nor_m_hair04_blonde.dds,0,7,4,
1124,nor_m_hair04_bluebase.dds,nor_m_hair04_bluebase.dds,0,7,4,
1125,nor_m_hair04_dkbrown.dds,nor_m_hair04_dkbrown.dds,0,7,4,
1126,nor_m_hair04_white.dds,nor_m_hair04_white.dds,0,7,4,
1127,nor f hair01 blonde,nor_f_hair01_blonde.dds,0,30,4,
1128,nor f hair01 bluebase,nor_f_hair01_bluebase.dds,0,30,4,
1129,nor f hair01 dkbrown,nor_f_hair01_dkbrown.dds,0,30,4,
1130,nor f hair01 white,nor_f_hair01_white.dds,0,30,4,
1131,nor f hair04 blonde,nor_f_hair04_blonde.dds,0,36,4,
1132,nor f hair04 bluebase,nor_f_hair04_bluebase.dds,0,36,4,
1133,nor f hair04 dkbrown,nor_f_hair04_dkbrown.dds,0,36,4,
1134,nor f hair04 white,nor_f_hair04_white.dds,0,36,4,
1135,Fro f hair02 blonde,Fro_f_hair02_blonde.dds,0,36,4,
1136,Fro f hair02 bluebase,Fro_f_hair02_bluebase.dds,0,36,4,
1137,Fro f hair02 dkbrown,Fro_f_hair02_dkbrown.dds,0,36,4,
1138,Fro f hair02 white,Fro_f_hair02_white.dds,0,36,4,
1139,Fro m Hair01 blonde,Fro_m_Hair01_blonde.dds,0,34,4,
1140,Fro m Hair01 bluebase,Fro_m_Hair01_bluebase.dds,0,34,4,
1141,Fro m Hair01 dkbrown,Fro_m_Hair01_dkbrown.dds,0,34,4,
1142,Fro m Hair01 white,Fro_m_Hair01_white.dds,0,34,4,
1143,fro m hair02 blonde,fro_m_hair02_blonde.dds,0,3,4,
1144,fro m hair02 bluebase,fro_m_hair02_bluebase.dds,0,3,4,
1145,fro m hair02 dkbrown,fro_m_hair02_dkbrown.dds,0,3,4,
1146,fro m hair02 white,fro_m_hair02_white.dds,0,3,4,
1147,fro m hair03 blonde,fro_m_hair03_blonde.dds,0,3,4,
1148,fro m hair03 bluebase,fro_m_hair03_bluebase.dds,0,3,4,
1149,fro m hair03 dkbrown,fro_m_hair03_dkbrown.dds,0,3,4,
1150,fro m hair03 white,fro_m_hair03_white.dds,0,3,4,
1151,Fro f hair03 blonde,Fro_f_hair03_blonde.dds,0,3,4,
1152,Fro f hair03 bluebase,Fro_f_hair03_bluebase.dds,0,3,4,
1153,Fro f hair03 dkbrown,Fro_f_hair03_dkbrown.dds,0,3,4,
1154,Fro f hair03 white,Fro_f_hair03_white.dds,0,3,4,
1155,kob m hair02 blonde,kob_m_hair02_blonde.dds,0,36,4,
1156,kob m hair02 bluebase,kob_m_hair02_bluebase.dds,0,36,4,
1157,kob m hair02 dkbrown,kob_m_hair02_dkbrown.dds,0,36,4,
1158,kob m hair02 white,kob_m_hair02_white.dds,0,36,4,
1159,kob m hair04 blonde,kob_m_hair04_blonde.dds,0,6,4,
1160,kob m hair04 bluebase,kob_m_hair04_bluebase.dds,0,6,4,
1161,kob m hair04 dkbrown,kob_m_hair04_dkbrown.dds,0,6,4,
1162,kob m hair04 white,kob_m_hair04_white.dds,0,6,4,
1163,kob m hair05 blonde,kob_m_hair05_blonde.dds,0,36,4,
1164,kob m hair05 bluebase,kob_m_hair05_bluebase.dds,0,36,4,
1165,kob m hair05 dkbrown,kob_m_hair05_dkbrown.dds,0,36,4,
1166,kob m hair05 white,kob_m_hair05_white.dds,0,36,4,
1167,kob f hair02 blonde,kob_f_hair02_blonde.dds,0,36,4,
1168,kob f hair02 bluebase,kob_f_hair02_bluebase.dds,0,36,4,
1169,kob f hair02 dkbrown,kob_f_hair02_dkbrown.dds,0,36,4,
1170,kob f hair02 white,kob_f_hair02_white.dds,0,36,4,
1171,kob f hair04 blonde,kob_f_hair04_blonde.dds,0,36,4,
1172,kob f hair04 bluebase,kob_f_hair04_bluebase.dds,0,36,4,
1173,kob f hair04 dkbrown,kob_f_hair04_dkbrown.dds,0,36,4,
1174,kob f hair04 white,kob_f_hair04_white.dds,0,36,4,
1175,kob f hair01 blonde,kob_f_hair01_blonde.dds,0,6,4,
1176,kob f hair01 bluebase,kob_f_hair01_bluebase.dds,0,6,4,
1177,kob f hair01 dkbrown,kob_f_hair01_dkbrown.dds,0,6,4,
1178,kob f hair01 white,kob_f_hair01_white.dds,0,6,4,
1179,Dwa m Hair02 blonde,Dwa_m_Hair02_blonde.dds,0,2,4,
1180,Dwa m Hair02 bluebase,Dwa_m_Hair02_bluebase.dds,0,2,4,
1181,Dwa m Hair02 dkbrown,Dwa_m_Hair02_dkbrown.dds,0,2,4,
1182,Dwa m Hair02 white,Dwa_m_Hair02_white.dds,0,2,4,
1183,Dwa m hair04 blonde,Dwa_m_hair04_blonde.dds,0,36,4,
1184,Dwa m hair04 bluebase,Dwa_m_hair04_bluebase.dds,0,36,4,
1185,Dwa m hair04 dkbrown,Dwa_m_hair04_dkbrown.dds,0,36,4,
1186,Dwa m hair04 white,Dwa_m_hair04_white.dds,0,36,4,
1187,Dwa m hair05 blonde,Dwa_m_hair05_blonde.dds,0,36,4,
1188,Dwa m hair05 bluebase,Dwa_m_hair05_bluebase.dds,0,36,4,
1189,Dwa m hair05 dkbrown,Dwa_m_hair05_dkbrown.dds,0,36,4,
1190,Dwa m hair05 white,Dwa_m_hair05_white.dds,0,36,4,
1191,Val m Hair01 Blonde,Val_m_Hair01_Blonde.dds,0,9,4,
1192,Val m Hair01 Bluebase,Val_m_Hair01_Bluebase.dds,0,9,4,
1193,Val m Hair01 dkBrown,Val_m_Hair01_dkBrown.dds,0,9,4,
1194,Val m Hair01 white,Val_m_Hair01_white.dds,0,9,4,
1195,val m hair02 blonde,val_m_hair02_blonde.dds,0,36,4,
1196,val m hair02 bluebase,val_m_hair02_bluebase.dds,0,36,4,
1197,val m hair02 dkbrown,val_m_hair02_dkbrown.dds,0,36,4,
1198,val m hair02 white,val_m_hair02_white.dds,0,36,4,
1199,val m hair04 blonde,val_m_hair04_blonde.dds,0,9,4,
1200,val m hair04 bluebase,val_m_hair04_bluebase.dds,0,9,4,
1201,val m hair04 dkbrown,val_m_hair04_dkbrown.dds,0,9,4,
1202,val m hair04 white,val_m_hair04_white.dds,0,9,4,
1203,Val f Hair01 blonde,Val_f_Hair01_blonde.dds,0,9,4,
1204,Val f Hair01 bluebase,Val_f_Hair01_bluebase.dds,0,9,4,
1205,Val f Hair01 dkbrown,Val_f_Hair01_dkbrown.dds,0,9,4,
1206,Val f Hair01 white,Val_f_Hair01_white.dds,0,9,4,
1207,val f hair02 blonde,val_f_hair02_blonde.dds,0,9,4,
1208,val f hair02 bluebase,val_f_hair02_bluebase.dds,0,9,4,
1209,val f hair02 dkbrown,val_f_hair02_dkbrown.dds,0,9,4,
1210,val f hair02 white,val_f_hair02_white.dds,0,9,4,
1211,val f hair03 blonde,val_f_hair03_blonde.dds,0,40,4,
1212,val f hair03 bluebase,val_f_hair03_bluebase.dds,0,40,4,
1213,val f hair03 dkbrown,val_f_hair03_dkbrown.dds,0,40,4,
1214,val f hair03 white,val_f_hair03_white.dds,0,40,4,
1215,Dwa f Hair01 blonde,Dwa_f_Hair01_blonde.dds,0,2,4,
1216,Dwa f Hair01 bluebase,Dwa_f_Hair01_bluebase.dds,0,2,4,
1217,Dwa f Hair01 dkbrown,Dwa_f_Hair01_dkbrown.dds,0,2,4,
1218,Dwa f Hair01 white,Dwa_f_Hair01_white.dds,0,2,4,
1262,Fro f hair04 blonde,Fro_f_hair04_blonde.dds,0,36,4,
1263,Fro f hair04 bluebase,Fro_f_hair04_bluebase.dds,0,36,4,
1264,Fro f hair04 dkbrown,Fro_f_hair04_dkbrown.dds,0,36,4,
1265,Fro f hair04 white,Fro_f_hair04_white.dds,0,36,4,
1266,leaBody05 05 m,leaBody05_05_m.dds,0,16,4,
1267,leaBody05 05 f,leaBody05_05_f.dds,0,16,4,
1268,leaGloves01 17,leaGloves01_13.dds,0,17,4,
1269,robBody01 Epic Runemaster f,robBody01_Epic_Runemaster_f.dds,0,39,4,
1270,robBody01 Epic Runemaster m,robBody01_Epic_Runemaster_m.dds,0,39,4,
1271,kob f hair02 blonde,kob_f_hair02_blonde.dds,0,6,4,
1272,kob f hair02 bluebase,kob_f_hair02_bluebase.dds,0,6,4,
1273,kob f hair02 dkbrown,kob_f_hair02_dkbrown.dds,0,6,4,
1274,kob f hair02 white,kob_f_hair02_white.dds,0,6,4,
1275,cthLegs01 plt03,cthLegs01_plt03.dds,0,14,4,
1276,stdBody01 lea01 m,stdBody01_lea01_m.dds,0,24,4,
1277,stdBody01 lea01 f,stdBody01_lea01_f.dds,0,24,4,
1278,cthLegs01 10,cthLegs01_10.dds,0,14,4,
1279,cthLegs01 plt04,cthLegs01_plt04.dds,0,14,4,
1280,cthArms01 06,cthArms01_06.dds,0,11,4,
1281,leaBody05 06 m,leaBody05_06_m.dds,0,16,4,
1282,leaBody05 06 f,leaBody05_06_f.dds,0,16,4,
1283,leaBoots01 17,leaBoots01_05.dds,0,15,4,
1284,cthgloves01 06,cthgloves01_06.dds,0,13,4,
1285,sclBody01 02 f,sclBody01_02_f.dds,0,24,4,
1286,robBody01 Epic Cabalist f,robBody01_Epic_Cabalist_f.dds,0,22,4,
1287,robBody01 01 m,robBody01_01_m.dds,0,20,4,
1288,pltBody01 Epic Paladin m,pltBody01_Epic_Paladin_m.dds,0,18,4,
1289,pltBody01 Epic Paladin f,pltBody01_Epic_Paladin_f.dds,0,18,4,
1290,pltBoots01 Epic Paladin,pltBoots01_Epic_Paladin.dds,0,19,4,
1291,cthLegs01 Epic Runemaster,cthLegs01_Epic_Runemaster.dds,0,39,4,
1292,pltBody01 Epic minstrel f,pltBody01_Epic_minstrel_f.dds,0,18,4,
1293,leaBody02 Epic Scout m,leaBody02_Epic_Scout_m.dds,0,16,4,
1294,leaBody02 Epic Scout f,leaBody02_Epic_Scout_f.dds,0,16,4,
1295,robBody01 Epic Theurgist f,robBody01_Epic_Theurgist_f.dds,0,22,4,
1296,leaBoots01 Epic scout,leaBoots01_Epic_scout.dds,0,15,4,
1297,robBody01 Epic Eldritch f,robBody01_Epic_Eldritch_f.dds,0,22,4,
1298,robBody01 Epic Mentalist f,robBody01_Epic_Mentalist_f.dds,0,22,4,
1299,cthLegs01 Epic nitshad,cthLegs01_Epic_nitshade.dds,0,14,4,
1300,cthArms01 Epic nitshad,cthArms01_Epic_nitshade.dds,0,11,4,
1301,leaGloves01 Epic nitshad,leaGloves01_Epic_nitshade.dds,0,17,4,
1302,leaBoots01 Epic nitshad,leaBoots01_Epic_nitshade.dds,0,15,4,
1303,leaGloves01 Epic Hunter,leaGloves01_Epic_Hunter.dds,0,17,4,
1304,leaBoots01 Epic Hunter,leaBoots01_Epic_Hunter.dds,0,15,4,
1305,robBody01 Epic Friar f,robBody01_Epic_Friar_f.dds,0,30,4,
1306,robBody01 Epic Friar m,robBody01_Epic_Friar_m.dds,0,30,4,
1307,robBody01 Epic Wizard m,robBody01_Epic_Wizard_m.dds,0,22,4,
1308,robBody01 Epic Wizard f,robBody01_Epic_Wizard_f.dds,0,22,4,
1309,robBody01 Epic Runemaster m,RobBody01_Epic_spiritmaster_m.dds,0,22,4,
1310,robBody01 Epic Runemaster f,RobBody01_Epic_spiritmaster_f.dds,0,22,4,
1311,cthLegs01 Epic Runemaster,cthLegs01_Epic_Runemaster.dds,0,14,4,
1312,cthGloves01 Epic Runemaster,cthGloves01_Epic_spiritmaster.dds,0,13,4,
1313,cthBoots01 Epic Runemaster,cthBoots01_Epic_spiritmaster.dds,0,13,4,
1314,robBody01 Epic Sorcerer m,robBody01_Epic_Sorcerer_m.dds,0,30,4,
1315,robBody01 Epic Sorcerer m,robBody01_Epic_Sorcerer_f.dds,0,30,4,
1316,renBody03 Epic Ranger m,renBody03_Epic_Ranger_m.dds,0,23,4,
1317,renBody03 Epic Ranger f,renBody03_Epic_Ranger_f.dds,0,23,4,
1318,robBody01 Epic Bonedancer f,robBody01_Epic_Bonedancer_f.dds,0,22,4,
1319,robBody01 Epic Bonedancer m,robBody01_Epic_Bonedancer_m.dds,0,22,4,
1320,leaBoots01 Epic savage,leaBoots01_Epic_savage.dds,0,15,4,
1321,leaGloves01 Epic savage,leaGloves01_Epic_savage.dds,0,17,4,
1322,robBody01 Epic Animist f,robBody01_Epic_Animist_f.dds,0,22,4,
1323,robBody01 Epic Animist m,robBody01_Epic_Animist_m.dds,0,22,4,
1324,robBody01 Epic Vale f,robBody01_Epic_Vale_f.dds,0,22,4,
1325,cthLegs01 Epic Reaver,cthLegs01_Epic_Reaver.dds,0,14,4,
1326,pltGloves01 Epic Reaver,pltGloves01_Epic_Reaver.dds,0,19,4,
1327,pltBoots01 Epic Reaver,pltBoots01_Epic_Reaver.dds,0,19,4,
1328,robBody01 Epic necro m,robBody01_Epic_necro_m.dds,0,30,4,
1329,robBody01 Epic necro f,robBody01_Epic_necro_f.dds,0,30,4,
1330,cthLegs01 plt05,cthLegs01_plt05.dds,0,14,4,
1331,cthArms01 07,cthArms01_07.dds,0,11,4,
1332,cthArms01 09,cthArms01_09.dds,0,11,4,
1333,cthArms01 08,cthArms01_08.dds,0,11,4,
1334,robBody01 19 f,cthbody01_10_f.dds,0,12,4,
1335,robBody01 19 m,cthbody01_10_m.dds,0,12,4,
1336,robBody01 Epic Bonedancer f,robBody01_Epic_Bonedancer_f.dds,0,22,4,
1337,robBody01 Epic Bonedancer m,robBody01_Epic_Bonedancer_m.dds,0,22,4,
1338,robBody01 cth01 TOA O f,robBody01_cth01_TOA_O_f.dds,0,33,4,
1339,leaBody05 TOA O,leaBody05_TOA_O_f.dds,0,16,4,
1340,cthArms01 plt01 TOA O,cthArms01_plt01_TOA_O.dds,0,29,4,
1341,cthLegs01 plt01 TOA O,cthLegs01_plt01_TOA_O.dds,0,14,4,
1342,robBody01 cth01 TOA S f,robBody01_cth01_TOA_S_f.dds,0,33,4,
1343,robBody01 cth01 TOA V f,robBody01_cth01_TOA_V_f.dds,0,33,4,
1344,robBody01 cth01 TOA A f,robBody01_cth01_TOA_A_f.dds,0,33,4,
1345,cthLegs01 TOA A,cthLegs01_TOA_A.dds,0,29,4,
1346,cthArms01 lea01 TOA A,cthArms01_lea01_TOA_A.dds,0,29,4,
1347,leaBody05 TOA A,leaBody05_TOA_A.dds,0,16,4,
1348,leaBody05 TOA A f,leaBody05_TOA_A_f.dds,0,29,4,
1349,leaBody05 TOA A,leaBody05_TOA_A.dds,0,16,4,
1350,leaBody05 TOA A m,leaBody05_TOA_A_m.dds,0,29,4,
1351,leaBoots01 TOA A,leaBoots01_TOA_A.dds,0,29,4,
1352,leaGloves01 TOA A,leaGloves01_toa_A.dds,0,28,4,
1353,cthLegs01 lea01 TOA A,cthLegs01_lea01_TOA_A.dds,0,14,4,
1354,leaBody05 std01 TOA A,leaBody05_std01_TOA_A.dds,0,16,4,
1355,leaBody05 std01 TOA A f,leaBody05_std01_TOA_A_f.dds,0,27,4,
1356,leaBody05 std01 TOA A,leaBody05_std01_TOA_A.dds,0,16,4,
1357,leaBody05 std01 TOA A m,leaBody05_std01_TOA_A_m.dds,0,27,4,
1358,leaboots01 Enyalio TOA,leaboots01_Enyalio_TOA.dds,0,29,4,
1359,leaboots01 Enyalio TOA,leaboots01_Enyalio_TOA.dds,0,29,4,
1360,leaboots01 Flame TOA,leaboots01_Flame_TOA.dds,0,28,4,
1361,leaboots01 Flame TOA,leaboots01_Flame_TOA.dds,0,28,4,
1362,robBody01 naliah TOA S f,robBody01_naliah_TOA_S_f.dds,0,22,4,
1363,ctharms01 winds TOA A,ctharms01_winds_TOA_O.dds,0,11,4,
1364,robBody01 rsch TOA A f,robBody01_rsch_TOA_A_f.dds,0,30,4,
1365,robBody01 rsch TOA A m,robBody01_rsch_TOA_A_m.dds,0,30,4,
1366,cthGlovess01 rsch TOA H,cthGlovess01_rsch_TOA_H.dds,0,13,4,
1367,robBody01 rsch TOA N f,robBody01_rsch_TOA_N_f.dds,0,23,4,
1368,robBody01 rsch TOA N m,robBody01_rsch_TOA_N_m.dds,0,23,4,
1369,cthboots01 rsch TOA N,cthboots01_rsch_TOA_N.dds,0,29,4,
1370,robBody01 rsch TOA H m,robBody01_rsch_TOA_H_m.dds,0,23,4,
1371,robBody01 rsch TOA H f,robBody01_rsch_TOA_H_f.dds,0,23,4,
1372,cthLegs01 plt01,cthLegs01_plt01.dds,0,14,4,
1373,kob f hair03 blonde,kob_f_hair03_blonde.dds,0,36,4,
1374,kob f hair03 bluebase,kob_f_hair03_bluebase.dds,0,36,4,
1375,kob f hair03 dkbrown,kob_f_hair03_dkbrown.dds,0,36,4,
1376,kob f hair03 white,kob_f_hair03_white.dds,0,36,4,
1377,TOA V cth1 arm1,TOA_V_cth1_arm1.dds,0,25,4,
1378,TOA V cth1 leg1 am,TOA_V_cth1_leg1_am.dds,0,25,4,
1379,TOA N rsch arm1 m,TOA_N_rsch_arm1_m.dds,0,25,4,
1380,TOA N rsch leg1 m,TOA_N_rsch_leg1_m.dds,0,25,4,
1381,cthGloves01 rsch TOA N,cthgloves01_rsch_TOA_N.dds,0,29,4,
1382,TOA O cth1 arm1,TOA_O_cth1_arm1.dds,0,25,4,
1383,m epic bone arm1,m_epic_bone_arm1.dds,0,17,4,
1384,Cat B cloak,Cat_B_cloak.dds,0,17,4,
1385,Hig m Hair1 blonde,Hig_m_Hair1_blonde.dds,0,4,4,
1386,Hig m Hair1 bluebase,Hig_m_Hair1_bluebase.dds,0,4,4,
1387,Hig m Hair1 dkbrown,Hig_m_Hair1_dkbrown.dds,0,4,4,
1388,Hig m Hair1 white,Hig_m_Hair1_white.dds,0,4,4,
1389,Hig m Hair2 Blonde,Hig_m_Hair2_Blonde.dds,0,4,4,
1390,Hig m Hair2 Bluebase,Hig_m_Hair2_Bluebase.dds,0,4,4,
1391,Hig m Hair2 dkbrown,Hig_m_Hair2_dkbrown.dds,0,4,4,
1392,Hig m Hair2 White,Hig_m_Hair2_White.dds,0,4,4,
1393,Nor m Hair01 white,Nor_m_Hair01_white.dds,0,36,4,
1394,Nor m Hair01 blonde,Nor_m_Hair01_blonde.dds,0,36,4,
1395,Nor m Hair01 bluebase,Nor_m_Hair01_bluebase.dds,0,36,4,
1396,Nor m Hair01 dkbrown,Nor_m_Hair01_dkbrown.dds,0,36,4,
1397,cthBody01 SS Hal M,cthBody01_SS_Hal_M.dds,0,12,4,
1398,cthBody01 SS Hal F,cthBody01_SS_Hal_F.dds,0,12,4,
1399,cthArms01 SS Hal M,cthArms01_SS_Hal.dds,0,11,4,
1400,cthGloves01 SS Hal M,cthGloves01_SS_Hal.dds,0,39,4,
1401,cthLegs01 SS Hal M,cthLegs01_SS_Hal.dds,0,14,4,
1402,cthBoots01 SS Hal M,cthBoots01_SS_Hal.dds,0,13,4,
1403,Hal m Head01,Hal_m_Head01.dds,0,4,4,
1404,Hal m Head02,Hal_m_Head02.dds,0,4,4,
1405,Hal m Head03,Hal_m_Head03.dds,0,4,4,
1406,Hal m Head04,Hal_m_Head04.dds,0,4,4,
1407,Hal m Head05,Hal_m_Head05.dds,0,4,4,
1408,Hal m Head06,Hal_m_Head06.dds,0,4,4,
1409,Hal f Head01,Hal_f_Head01.dds,0,4,4,
1410,Hal f Head02,Hal_f_Head02.dds,0,4,4,
1411,Hal f Head03,Hal_f_Head03.dds,0,4,4,
1412,Hal f Head04,Hal_f_Head04.dds,0,4,4,
1413,Hal f Head05,Hal_f_Head05.dds,0,4,4,
1414,Hal f Head06,Hal_f_Head06.dds,0,4,4,
1415,cthBody01 SS Hig M,cthBody01_SS_Hig_M.dds,0,12,4,
1416,cthBody01 SS Hig F,cthBody01_SS_Hig_F.dds,0,12,4,
1417,cthArms01 SS Hig,cthArms01_SS_Hig.dds,0,11,4,
1418,cthLegs01 SS Hig,cthLegs01_ss_Hig_M.dds,0,38,4,
1419,cthBoots01 SS Hig,cthBoots01_SS_Hig.dds,0,13,4,
1420,cthGloves01 SS Hig,cthGloves01_SS_Hig.dds,0,39,4,
1421,Hig m Head01,Hig_m_Head01.dds,0,36,4,
1422,Hig m Head02,Hig_m_Head02.dds,0,36,4,
1423,Hig m Head03,Hig_m_Head03.dds,0,36,4,
1424,Hig m Head04,Hig_m_Head04.dds,0,36,4,
1425,Hig m Head05,Hig_m_Head05.dds,0,40,4,
1426,Hig m Head06,Hig_m_Head06.dds,0,36,4,
1427,Hig f Head01,Hig_f_Head01.dds,0,4,4,
1428,Hig f Head02,Hig_f_Head02.dds,0,4,4,
1429,Hig f Head03,Hig_f_Head03.dds,0,4,4,
1430,Hig f Head04,Hig_f_Head04.dds,0,4,4,
1431,Hig f Head05,Hig_f_Head05.dds,0,4,4,
1432,Hig f Head06,Hig_f_Head06.dds,0,4,4,
1433,cthBody01 ss Ico M,cthBody01_ss_Inc_M.dds,0,12,4,
1434,cthBody01 ss Ico F,cthBody01_ss_Inc_F.dds,0,12,4,
1435,cthArms01 SS Ico,cthArms01_SS_Inc.dds,0,11,4,
1436,cthLegs01 SS Ico,cthLegs01_SS_Inc.dds,0,14,4,
1437,cthBoots01 SS Ico,cthBoots01_SS_Inc.dds,0,13,4,
1438,cthGloves01 SS Ico,cthGloves01_SS_Inc.dds,0,13,4,
1439,Ico m Head01,Inc_m_Head01.dds,0,5,4,
1440,Ico m Head02,Inc_m_Head02.dds,0,5,4,
1441,Ico m Head03,Inc_m_Head03.dds,0,5,4,
1442,Ico m Head04,Inc_m_Head04.dds,0,5,4,
1443,Ico m Head05,Inc_m_Head05.dds,0,5,4,
1444,Ico m Head06,Inc_m_Head06.dds,0,5,4,
1445,Ico f Head01,Inc_f_Head01.dds,0,5,4,
1446,Ico f Head02,Inc_f_Head02.dds,0,5,4,
1447,Ico f Head03,Inc_f_Head03.dds,0,5,4,
1448,Ico f Head04,Inc_f_Head04.dds,0,5,4,
1449,Ico f Head05,Inc_f_Head05.dds,0,40,4,
1450,Ico f Head06,Inc_f_Head06.dds,0,40,4,
1451,cthBody01 SS Sar M,cthBody01_SS_Sar_M.dds,0,12,4,
1452,cthBody01 SS Sar F,cthBody01_SS_Sar_F.dds,0,12,4,
1453,cthArms01 SS Sar,cthArms01_SS_Sar.dds,0,11,4,
1454,cthLegs01 SS Sar,cthLegs01_SS_Sar.dds,0,14,4,
1455,cthBoots01 SS Sar,cthBoots01_SS_Sar.dds,0,13,4,
1456,cthGloves01 SS Sar,cthGloves01_SS_Sar.dds,0,39,4,
1457,Sar m Head01,Sar_m_Head01.dds,0,7,4,
1458,Sar m Head02,Sar_m_Head02.dds,0,7,4,
1459,Sar m Head03,Sar_m_Head03.dds,0,7,4,
1460,Sar m Head04,Sar_m_Head04.dds,0,40,4,
1461,Sar m Head05,Sar_m_Head05.dds,0,7,4,
1462,Sar m Head06,Sar_m_Head06.dds,0,7,4,
1463,Sar f Head01,Sar_f_Head01.dds,0,7,4,
1464,Sar f Head02,Sar_f_Head02.dds,0,7,4,
1465,Sar f Head03,Sar_f_Head03.dds,0,41,4,
