Information,,NIF,Skins,,,,,,,,,,,,Sound,,,,,Head,Hug,,Obj,,Helm,Alt,Body ,cloak,Emblem,No FX,alternate,min float,max float,Combat ,,Arms,Head,LOD,Body,Mon,Legs,Body,Head,Arms,Legs,Shield,Lbody,Gloves,Boots,Gloves,Boots,Lbody,Body,Head,Arms,Gloves,Lbody,Boots,Legs,Biped,No,ForceHeld,ForceHeld,No,Shape Change,No,Cata,CatSkin,Cata Skin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,CatSkin,Cata,Cata,Cata,Cata,Cata,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No Armor,Cat No ,Cata Skinmode,Cata Eye Tint,Cata Skin Tint,Vampiir,Vampiir,Vampiir,Catac Alpha,Cata,Tutorial,Mount ,,
1817,Armored Lost BloodMoon Gnoll 2,631,3370,3364,0,0,0,0,0,0,0,100,80,1,184,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1818,Armored Lost BloodMoon Gnoll 3,631,3371,3364,0,0,0,0,0,0,0,100,80,1,184,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1819,Armored Lost BloodMoon Gnoll 4,631,3372,3364,0,0,0,0,0,0,0,100,80,1,184,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1820,Armored Lost BloodMoon Gnoll 5,631,3373,3364,0,0,0,0,0,0,0,100,80,1,184,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821,Heretic Shapechange (Not Used),634,139,0,0,0,0,0,0,0,0,100,75,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1822,Dark Crystal Fire,399,0,0,0,0,0,0,0,0,0,100,95,-1,112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,80,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1823,Kobold Tele,635,3877,3878,0,0,0,0,0,0,0,100,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824,Aulus the High Priest,642,6075,6076,0,0,0,0,0,0,0,100,80,1,8,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1825,Plutoniust Worker,642,6092,6093,0,0,0,0,0,0,0,100,80,1,8,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1826,The Sacrificer,642,6094,6095,0,0,0,0,0,0,0,100,80,1,8,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1827, Inconnu Male Shade Monster,348,1950,1977,1946,1956,1957,1958,1953,1955,0,77,71,1,88,0,0,1967,0,2,0,0,100,1,139,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1828, Inconnu Female Shade Monster,349,1947,1977,1946,1956,1957,1958,1953,1955,0,77,71,1,87,0,0,1986,0,1,0,1,100,1,136,4,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829,Briton Male Shade Monster,206,1950,1977,1946,1956,1957,1958,1953,1955,0,100,80,1,8,0,0,1960,0,1,0,0,100,0,102,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1830,Briton Female Shade Monster,209,1947,1977,1946,1956,1957,1958,1953,1955,0,100,78,1,11,0,0,1979,0,1,0,1,100,0,94,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1831,High Male Shade Monster,210,1950,1977,1946,1956,1957,1958,1953,1955,0,109,88,1,7,1,0,1959,0,1,0,0,100,0,100,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1832,High Female Shade Monster,211,1947,1977,1946,1956,1957,1958,1953,1955,0,109,83,1,10,1,0,1978,0,1,0,1,100,0,95,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1833,Saracen Male Shade Monster,213,1950,1977,1946,1956,1957,1958,1953,1955,0,100,80,1,8,1,1,1970,0,2,0,0,100,0,103,1,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1834,Saracen Female Shade Monster,214,1947,1977,1946,1956,1957,1958,1953,1955,0,100,78,1,11,1,1,1989,0,2,0,1,100,0,98,2,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1835,Avalonian Male Shade Monster,217,1950,1977,1946,1956,1957,1958,1953,1955,0,112,89,1,9,0,0,1959,0,1,0,0,100,0,93,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1836,Avalonian Female Shade Monster,218,1947,1977,1946,1956,1957,1958,1953,1955,0,112,87,1,12,0,0,1978,0,1,0,1,100,0,90,3,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1837,Half Ogre Male Shade Monster ,449,1950,1977,1946,1956,1957,1958,1953,1955,0,123,100,1,154,0,0,1966,0,2,0,0,100,0,95,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1838,Half Ogre Female Shade Monster ,450,1947,1977,1946,1956,1957,1958,1953,1955,0,123,100,1,153,0,0,1985,0,1,0,1,100,0,97,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1839,Troll Male Shade Monster,237,1952,1977,1946,1956,1957,1958,1954,1955,0,130,110,1,26,0,0,1974,0,2,0,0,100,0,125,1,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1840,Troll Female Shade Monster,238,1949,1977,1946,1956,1957,1958,1954,1955,0,125,103,1,21,0,0,1993,0,1,0,1,100,0,117,1,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1841,Norse Male Shade Monster ,239,1952,1977,1946,1956,1957,1958,1954,1955,0,109,87,1,19,0,0,1975,0,2,0,0,100,1,105,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1842,Norse Female Shade Monster ,240,1949,1977,1946,1956,1957,1958,1954,1955,0,109,82,1,12,0,0,1994,0,1,0,1,100,1,96,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Kobold Male Shade Monster ,241,1952,1977,1946,1956,1957,1958,1954,1955,0,70,63,1,27,0,0,1968,0,2,0,0,100,0,155,3,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1844,Kobold Female Shade Monster ,242,1949,1977,1946,1956,1957,1958,1954,1955,0,70,63,1,28,0,0,1987,0,1,0,1,100,0,155,3,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,Dwarf Male Shade Monster ,243,1952,1977,1946,1956,1957,1958,1954,1955,0,75,72,1,22,0,0,1962,0,2,0,0,100,0,145,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Dwarf Female Shade Monster ,244,1949,1977,1946,1956,1957,1958,1954,1955,0,70,68,1,23,0,0,1981,0,1,0,1,100,0,155,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Valkyn Male Shade Monster ,351,1952,1977,1946,1956,1957,1958,1954,1955,0,100,82,1,124,0,0,1976,0,2,0,0,100,1,102,2,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1848,Valkyn Female Shade Monster ,352,1949,1977,1946,1956,1957,1958,1954,1955,0,100,82,1,123,0,0,1995,0,1,0,1,100,1,90,2,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1849,Frostalf Male Shade Monster ,464,1952,1977,1946,1956,1957,1958,1954,1955,0,100,82,1,150,1,0,1972,0,2,0,0,100,0,95,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Frostalf Female Shade Monster ,465,1949,1977,1946,1956,1957,1958,1954,1955,0,100,80,1,149,1,0,1991,0,1,0,1,100,0,88,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1851,Firbolg Male Shade Monster ,254,1951,1977,1946,1956,1957,1997,1954,1955,0,135,110,1,7,0,0,1964,0,2,0,0,100,1,115,1,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1852,Firbolg Female Shade Monster ,255,1948,1977,1946,1956,1957,1997,1954,1955,0,130,107,1,10,0,0,1983,0,1,0,1,100,1,117,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1853,Celt Male Shade Monster ,250,1951,1977,1946,1956,1957,1997,1954,1955,0,100,80,1,8,0,0,1961,0,2,0,0,100,1,107,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Celt Female Shade Monster ,251,1948,1977,1946,1956,1957,1997,1954,1955,0,100,80,1,11,0,0,1980,0,1,0,1,100,1,93,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,Lurikeen Male Shade Monster ,256,1951,1977,1946,1956,1957,1997,1954,1955,0,65,55,1,27,0,0,1969,0,2,0,0,100,1,130,1,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1856,Lurikeen Female Shade Monster ,257,1948,1977,1946,1956,1957,1997,1954,1955,0,65,55,1,28,0,0,1988,0,1,0,1,100,1,112,1,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1857,Elf Male Shade Monster ,252,1951,1977,1946,1956,1957,1997,1954,1955,0,108,87,1,22,0,0,1963,0,2,0,0,100,0,95,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1858,Elf Female Shade Monster,253,1948,1977,1946,1956,1957,1997,1954,1955,0,108,82,1,23,0,0,1982,0,1,0,1,100,0,85,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Sylvan Male Shade Monster ,346,1951,1977,1946,1956,1957,1997,1954,1955,0,108,85,1,114,0,0,1973,0,2,0,0,100,0,100,2,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1860,Sylvan Female Shade Monster ,347,1948,1977,1946,1956,1957,1997,1954,1955,0,108,80,1,113,0,0,1992,0,1,0,1,100,0,85,2,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1861,Shar Male Shade Monster ,490,1951,1977,1946,1956,1957,1997,1954,1955,0,100,78,1,169,0,0,1971,0,2,0,1,100,0,95,0,0,0,1,0,0,0,0,0,0,0,0,1419,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1862,Crystal  Creature,899,3980,0,0,0,0,0,0,0,0,100,80,1,25,0,0,0,0,0,0,0,0,0,0,0,3977,0,0,0,0,0,0,0,0,0,0,1419,0,0,0,3979,0,0,0,0,,,,,,,3978,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,Shar Teleporter,637,3985,3986,3987,0,0,0,0,0,0,100,80,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3989,0,0,83,0,0,0,0,0,0,,,,,,,3989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1864,Glashtin Shaman,639,3998,0,0,0,0,0,0,0,0,120,80,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Gargoyle_crystal,620,3999,0,0,0,0,0,0,0,0,200,60,1,181,0,0,0,0,0,0,0,100,0,100,0,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Gargoyle alb,620,6000,0,0,0,0,0,0,0,0,200,60,1,181,0,0,0,0,0,0,0,100,0,100,0,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1867,Gargoyle mid,620,6001,0,0,0,0,0,0,0,0,200,60,1,181,0,0,0,0,0,0,0,100,0,100,0,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1868,Gargoyle hib,620,6002,0,0,0,0,0,0,0,0,200,60,1,181,0,0,0,0,0,0,0,100,0,100,0,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Possessed Hound 2,529,6004,0,0,0,0,0,0,0,0,100,65,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1870,Possessed Hound 3,529,6005,0,0,0,0,0,0,0,0,100,65,1,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Inconnu Teleporter,640,6006,6007,6008,0,0,6009,0,0,0,100,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Shapechange Roach,323,1384,0,0,0,0,0,0,0,0,5,80,1,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Bainshee Celt ,661,6070,0,0,0,0,0,0,0,0,100,115,1,11,0,0,0,0,1,0,1,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Bainshee Lurikeen,661,6070,0,0,0,0,0,0,0,0,65,80,1,28,0,0,0,0,1,0,1,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885,Bainshee Elf ,661,6070,0,0,0,0,0,0,0,0,108,120,1,23,0,0,0,0,1,0,1,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1886,Bat,658,6045,0,0,0,0,0,0,0,0,10,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1887,Shapechange Worm,233,151,0,0,0,0,0,0,0,0,50,70,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1888,Celt Male Vampiir,250,277,1022,279,280,281,282,283,0,0,100,80,1,8,0,0,1011,8,2,0,0,100,1,107,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1889,Celt Female Vampiir,251,278,1025,279,280,281,282,283,0,0,100,80,1,11,0,0,1012,8,1,0,1,100,1,93,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1890,Lurikeen Male Vampiir,256,270,1022,272,273,274,275,209,0,0,65,55,1,27,0,0,287,10,2,0,0,100,1,130,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1891,Lurikeen Female Vampiir,257,271,1030,272,273,274,275,209,0,0,65,55,1,28,0,0,288,10,1,0,1,100,1,112,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,Shar Male Vampiir,490,1762,1755,1760,1764,1765,1766,1763,0,0,100,78,1,169,0,0,1778,18,2,0,1,97,0,95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1893,Shar Female Vampiir,491,1761,1752,1760,1764,1765,1766,1763,0,0,100,76,1,168,0,0,1767,18,1,0,1,92,0,92,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1894,Possessed Inconnu 1,646,6046,6047,0,0,0,0,0,0,0,100,75,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1895,Possessed Inconnu 2,647,6048,6049,0,0,0,0,0,0,0,100,75,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1896,Possessed Inconnu 3,648,6050,6051,0,0,0,0,0,0,0,100,75,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,Glashtin Forge Master,639,3995,0,0,0,0,0,0,0,0,120,80,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1898,Glashtin Shift Boss,639,3996,0,0,0,0,0,0,0,0,120,80,1,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1899,Possessed Inconnu 2 Leather,652,6048,6049,3302,0,0,0,0,0,0,100,75,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1900,Possessed Inconnu 2 Plate,653,6048,6049,3295,0,0,0,0,0,0,100,75,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1901,Possessed Inconnu 3 Leather,654,6050,6051,3302,0,0,0,0,0,0,100,75,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1902,Possessed Inconnu 3 Plate,655,6050,6051,3295,0,0,0,0,0,0,100,75,1,88,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1903,Mordred,656,6054,6055,0,0,0,0,0,0,0,100,80,1,8,0,0,0,0,0,0,0,100,0,102,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1904,Morrigan,657,6056,6057,0,0,0,0,0,0,0,100,80,1,8,0,0,0,0,0,0,0,100,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1905,Merlins Crystal,399,0,0,0,0,0,0,0,0,0,100,35,1,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,85,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906,Merlins Crystal Destroyed,399,0,0,0,0,0,0,0,0,0,100,35,1,137,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1419,0,86,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1908,Glow Fish,561,6066,0,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Gullveig,659,6067,6068,0,0,0,0,0,0,0,100,80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
