Information,,NIF,Anim,Stride,Stride,Stride,Stride,Alternate,Expansion ,Figure,Ride,Figure,Cata,Vampire,Skeleton,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata Morph,Cata Cloak,Cata Cloak,Cata Cloak,Cata Cloak,Cata Cloak,Cata Cloak,Mount,Z-Offset
904,Classic Corrupt Mino 3,Clas_CorruptMino3,357,120,90,54,48,0,6,0,,0,,,,,,,,,,,,,,,,
905,Dead Classic Corrupt Mino 1,Clas_CorruptMino1,378,120,90,54,48,0,6,0,,0,,,,,,,,,,,,,,,,
906,Dead Classic Corrupt Mino 2,Clas_CorruptMino2,378,120,90,54,48,0,6,0,,0,,,,,,,,,,,,,,,,
907,Dead Classic Corrupt Mino 3,Clas_CorruptMino3,378,120,90,54,48,0,6,0,,0,,,,,,,,,,,,,,,,
908,Classic Undead Mino,Clas_SkeleMino,357,120,90,54,48,0,6,0,,0,,,,,,,,,,,,,,,,
909,Classic Undead Dead Mino,Clas_SkeleMino,378,120,90,54,48,0,6,0,,0,,,,,,,,,,,,,,,,
910,Dead Classic Albion Minotaur,BMinotaurM,378,120,90,54,48,0,1,0,,0,,,,,,,,,,,,,,,135,
911,Dead Classic Midgard Minotaur,MMinotaurM,378,120,90,54,48,0,1,0,,0,,,,,,,,,,,,,,,135,
912,Dead Classic Hibernian Minotaur,HMinotaurM,378,120,90,54,48,0,1,0,,0,,,,,,,,,,,,,,,135,
913,Flying Undead Drakoran,Undead_Drakoran,379,165,65,65,100,0,6,0,,0,,,,,,,,,,,,,,,,
914,Dracolich,Dracolich,380,250,100,100,100,0,6,0,,0,,,,,,,,,,,,,,,,
915,Dracolich Sleeping,Dracolich,381,250,100,100,100,0,6,0,,0,,,,,,,,,,,,,,,,
916,Ambient Red Snake,Ambsnake_red,385,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
917,Ambient Gray Snake,Ambsnake_gray,385,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
918,Ambient Brown Snake,Ambsnake_brown,385,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
919,Ambient Green Snake,Ambsnake_green,385,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
920,Ambient Gray Slug,Ambslug_gray,389,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
921,Ambient Green Slug,Ambslug_green,389,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
922,Ambient Brown Roach,Ambroach_brown,386,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
923,Ambient Gray Rat,Ambrat_gray,388,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
924,Ambient White Rat,Ambrat_white,388,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
925,Ambient Black Rat,Ambrat_black,388,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
926,Ambient Brown Rat,Ambrat_brown,388,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
927,Ambient Brown Cricket,Ambcricket_brown,387,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
928,Ambient Green Cricket,Ambcricket_green,387,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
929,Ambient Black Spider,Ambspider_black,384,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
930,Ambient White Spider,Ambspider_white,384,200,75,75,75,0,4,0,,0,,,,,,,,,,,,,,,,
931,Alb Dragon (Always Flying),cat_StoneDragon,390,250,50,50,50,0,1,0,,0,,,,,,,,,,,,,,,,
932,Mid Dragon (Always Flying),cat_wlfdragon01,390,250,50,50,50,0,1,0,,0,,,,,,,,,,,,,,,,
933,Hib Dragon (Always Flying),cat_GlimmerDragon,390,250,50,50,50,0,1,0,,0,,,,,,,,,,,,,,,,
934,Stone Dragon (Albion),cat_StoneDragon,391,250,50,50,50,403,1,0,,0,,,,,,,,,,,,,,,,
935,Wolf Dragon (Mid),cat_wlfdragon01,391,250,100,100,100,403,1,0,,0,,,,,,,,,,,,,,,,
936,Valentines Day Imp,Val_Imp,228,150,38,38,38,0,4,0,,0,,,,,,,,,,,,,,,,
937,Glimmer Dragon (Hib),cat_GlimmerDragon,391,250,100,100,100,403,1,0,,0,,,,,,,,,,,,,,,,
938,Brown Werewolf Revamp,Werewolf,392,150,46,46,46,399,4,1,0,3,185,,6,,,,,,,,,,,,,
939,Drakulv Werewolf Revamp,Werewolf,392,150,46,46,46,399,4,1,0,3,186,,6,,,,,,,,,,,,,
940,Stone Giant Revamp,Cat_StoneGiant,393,100,23,23,23,398,1,0,0,0,,,,,,,,,,,,,,,,1
941,Baby Winged Stone Dragon,cat_babystonedragon_fledgling,400,150,46,46,46,396,0,0,0,0,,,,,,,,,,,,,,,,
942,Baby Wingless Stone Dragon,cat_babystonedragon_immature,394,150,46,46,64,396,0,0,0,0,,,,,,,,,,,,,,,,
943,Revamp Glimmer Knight,Cat_GlimmerKnight,395,225,45,45,45,397,1,0,0,0,,,,,,,,,,,,,,,,
944,Baby Wingless Glimmer Dragon,cat_babyglimmerdragon_immature,394,150,46,46,46,396,0,0,0,0,,,,,,,,,,,,,,,,
945,Baby Winged Glimmer Dragon,cat_babyglimmerdragon_fledgling,400,150,46,46,46,396,0,0,0,0,,,,,,,,,,,,,,,,
946,Baby Wingless Wolf Dragon,cat_babywolfdragon_immature,394,150,46,46,46,396,0,0,0,0,,,,,,,,,,,,,,,,
947,Baby Winged Wolf Dragon,cat_babywolfdragon_fledgling,400,150,46,46,46,396,0,0,0,0,,,,,,,,,,,,,,,,
948,Dragonsworn Spy,bri_m,233,178,70,70,70,0,4,1,,3,187,,1,,,,,,,,,,,,100,
949,Revamped Wolf Lizard,cat_WolfLizard,401,140,25,35,52,0,4,0,,0,,,,,,,,,,,,,,,,
950,White Werewolf Revamp,Werewolf,392,150,46,46,46,399,4,1,0,3,188,,6,,,,,,,,,,,,,
951,Revamp Glimmer Caster,cat_glimmercaster,402,225,45,45,45,0,1,0,0,0,,,,,,,,,,,,,,,,
952,Revamped Glimmer Ghoul,cat_glimmer_ghoul,404,185,40,40,40,0,1,0,,0,,,,,,,,,,,,,,,,
953,Alb Dragon (Soar/Flap),cat_StoneDragon,405,250,50,50,50,406,1,0,,0,,,,,,,,,,,,,,,,
954,Mid Dragon (Soar/Flap),cat_wlfdragon01,405,250,50,50,50,406,1,0,,0,,,,,,,,,,,,,,,,
955,Hib Dragon (Soar/Flap),cat_GlimmerDragon,405,250,50,50,50,406,1,0,,0,,,,,,,,,,,,,,,,
956,Rock Critter,cat_rock_critter,407,150,40,40,40,0,1,0,,0,,,,,,,,,,,,,,,,
957,Pet Baby Wingless Glimmer Dragon,cat_babyglimmerdragon_immature,408,100,20,20,20,0,0,0,0,0,,,,,,,,,,,,,,,,
958,Pet Baby Wingless Wolf Dragon,cat_babywolfdragon_immature,408,100,20,20,20,0,0,0,0,0,,,,,,,,,,,,,,,,
959,Pet Baby Wingless Stone Dragon,cat_babystonedragon_immature,408,100,20,20,20,0,0,0,0,0,,,,,,,,,,,,,,,,
960,Dead Cata Elf Shade Male Down/Up,elf_m,299,160,75,75,75,310,4,1,,3,143,,1,,,,1,,,,,,,,115,
961,Siege Tower,siegetower,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,
962,Black Cat,amb_blackcat,409,192,90,90,90,0,0,0,0,0,,,,,,,,,,,,,,,,
963,Krumpi,Krumpi,174,135,75,75,75,0,0,1,,0,,,,,,,,,,,,,,,,
964,Winterlord_A,Winterlord_A,174,135,75,75,75,0,0,1,,0,,,,,,,,,,,,,,,,
965,Winter_JackFrost,Winter_JackFrost,174,135,75,75,75,0,0,1,,0,,,,,,,,,,,,,,,,
966,Winterlord_B,Winterlord_B,174,135,75,75,75,0,0,1,,0,,,,,,,,,,,,,,,,
967,amb_rabbit,amb_rabbit,410,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
968,amb_bird,amb_bird,411,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
969,harbinger_of_spring,harbinger_of_spring,412,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
970,amb_bat,amb_bat,413,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
971,amb_sqrl,amb_sqrl,414,125,45,45,45,0,0,0,0,0,,,,,,,,,,,,,,,,
972,Event Demon Model,DR_Demon,417,100,100,100,100,0,4,0,,0,,,,,,,,,,,,,,,,
973,boobriebird blue,Terrorbird,120,130,125,100,100,0,1,0,,0,,,,,,,,,,,,,,,,
974,Pict Female 1,hig_f,246,188,75,58,52,229,4,1,,3,189,,1,,,,,,,,,,,,109,
975,Pict Female 2,hig_f,246,188,75,58,52,229,4,1,,3,190,,1,,,,,,,,,,,,109,
976,Pict Female 3,hig_f,246,188,75,58,52,229,4,1,,3,191,,1,,,,,,,,,,,,109,
977,Snow Pict Female 3,hig_f,246,188,75,58,52,229,4,1,,3,192,,1,,,,,,,,,,,,109,
978,Snow Pict Female 3,hig_f,246,188,75,58,52,229,4,1,,3,193,,1,,,,,,,,,,,,109,
979,Snow Pict Female 3,hig_f,246,188,75,58,52,229,4,1,,3,194,,1,,,,,,,,,,,,109,
980,Pict Male 1,hig_m,245,160,75,62,72,0,4,1,,3,195,,2,,,,,,,,,,,500,120,
981,Pict Male 2,hig_m,245,160,75,62,72,0,4,1,,3,196,,2,,,,,,,,,,,500,120,
982,Pict Male 3,hig_m,245,160,75,62,72,0,4,1,,3,197,,2,,,,,,,,,,,500,120,
983,Snow Pict Male 2,hig_m,245,160,75,62,72,0,4,1,,3,198,,2,,,,,,,,,,,500,120,
984,Snow Pict Male 2,hig_m,245,160,75,62,72,0,4,1,,3,199,,2,,,,,,,,,,,500,120,
985,Snow Pict Male 3,hig_m,245,160,75,62,72,0,4,1,,3,200,,2,,,,,,,,,,,500,120,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,MAX MONNIFS,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
