ID,Text,Part,Expansion,Test,Archive,Double
1351,Gloves01_Albion_King,Gloves01_Albion_King,5,1,17,
1352,Legs01_albion_king,Legs01_albion_king,5,1,17,
1353,Body01_Albion_King,Body01_Albion_King,5,1,17,
1354,Albion_King_Head,Albion_King_Head,5,1,17,
1355,Arms01_Albion_King,Arms01_Albion_King,5,1,17,
1356,Legs01_Midgard_King,Legs01_Midgard_King,5,1,17,
1357,Midgard_King_Head,Midgard_King_Head,5,1,17,
1358,Gloves01_Midgard_King,Gloves01_Midgard_King,5,1,17,
1359,Arms01_Midgard_King,Arms01_Midgard_King,5,1,17,
1360,Body01_Midgard_King,Body01_Midgard_King,5,1,17,
1361,Boots01_Midgard_King,Boots01_Midgard_King,5,1,17,
1362,Arms01_Hibernia_King,Arms01_Hibernia_King,5,1,17,
1363,Legs01_Hibernia_King,Legs01_Hibernia_King,5,1,17,
1364,Hibernia_King_Head,Hibernia_King_Head,5,1,17,
1365,Gloves01_Hibernia_King,Gloves01_Hibernia_King,5,1,17,
1366,Boots01_Hibernia_King,Boots01_Hibernia_King,5,1,17,
1367,Body01_Hibernia_King,Body01_Hibernia_King,5,1,17,
1368,Boots08_SKEL_m,Boots08_SKEL_m,4,1,18,
1369,Boots07_SKEL_m,Boots07_SKEL_m,4,1,18,
1370,Boots06_SKEL_m,Boots06_SKEL_m,4,1,18,
1371,Boots05_SKEL_m,Boots05_SKEL_m,4,1,18,
1372,Boots04_SKEL_m,Boots04_SKEL_m,4,1,18,
1373,Boots03_SKEL_m,Boots03_SKEL_m,4,1,18,
1374,Boots02_SKEL_m,Boots02_SKEL_m,4,1,18,
1375,Boots01_SKEL_m,Boots01_SKEL_m,4,1,18,
1376,Body08_SKEL_m,Body08_SKEL_m,4,1,18,
1377,Body07_SKEL_m,Body07_SKEL_m,4,1,18,
1378,Body06_SKEL_m,Body06_SKEL_m,4,1,18,
1379,Body05_SKEL_m,Body05_SKEL_m,4,1,18,
1380,Body04_SKEL_m,Body04_SKEL_m,4,1,18,
1381,Body03_SKEL_m,Body03_SKEL_m,4,1,18,
1382,Body02_SKEL_m,Body02_SKEL_m,4,1,18,
1383,Body01_SKEL_m,Body01_SKEL_m,4,1,18,
1384,Albion_skeleton_head01,Albion_skeleton_head01,4,1,18,
1385,Gloves08_SKEL_m,Gloves08_SKEL_m,4,1,18,
1386,Gloves07_SKEL_m,Gloves07_SKEL_m,4,1,18,
1387,Gloves06_SKEL_m,Gloves06_SKEL_m,4,1,18,
1388,Gloves05_SKEL_m,Gloves05_SKEL_m,4,1,18,
1389,Gloves04_SKEL_m,Gloves04_SKEL_m,4,1,18,
1390,Gloves03_SKEL_m,Gloves03_SKEL_m,4,1,18,
1391,Gloves02_SKEL_m,Gloves02_SKEL_m,4,1,18,
1392,Gloves01_SKEL_m,Gloves01_SKEL_m,4,1,18,
1393,Cloak01_SKEL_m,Cloak01_SKEL_m,4,1,18,
1394,Cloak02_SKEL_m,Cloak02_SKEL_m,4,1,18,
1395,Cloak03_SKEL_m,Cloak03_SKEL_m,4,1,18,
1396,Body01_Res_SKEL_m,Body01_Res_SKEL_m,4,1,18,
1397,Boots01_Res_SKEL_m,Boots01_Res_SKEL_m,4,1,18,
1398,Gloves01_Res_SKEL_m,Gloves01_Res_SKEL_m,4,1,18,
1399,Headless_Head01,Headless_Head01,4,1,19,
1400.038407,Gloves01_Min_m,Gloves01_Min_m,4,1,20,
1401.076814,Gloves02_Min_m,Gloves02_Min_m,4,1,20,
1402.11522,Gloves03_Min_m,Gloves03_Min_m,4,1,20,
1403.153627,Gloves04_Min_m,Gloves04_Min_m,4,1,20,
1404.192034,Gloves05_Min_m,Gloves05_Min_m,4,1,20,
1405.230441,Gloves06_Min_m,Gloves06_Min_m,4,1,20,
1406.268848,Gloves07_Min_m,Gloves07_Min_m,4,1,20,
1407.307255,Gloves08_Min_m,Gloves08_Min_m,4,1,20,
1408.345661,Cloak01_MinM_M,Cloak01_MinM_M,4,1,20,
1409.384068,Cloak01_MinH_M,Cloak01_MinH_M,4,1,20,
1410.422475,Cloak01_MinA_M,Cloak01_MinA_M,4,1,20,
1411.460882,Cloak02_MinM_M,Cloak02_MinM_M,4,1,20,
1412.499289,Cloak02_MinH_M,Cloak02_MinH_M,4,1,20,
1413.499289,Cloak02_MinA_M,Cloak02_MinA_M,4,1,20,
1414.499289,Cloak03_MinM_M,Cloak03_MinM_M,4,1,20,
1415.499289,Cloak03_MinH_M,Cloak03_MinH_M,4,1,20,
1416.499289,Cloak03_MinA_M,Cloak03_MinA_M,4,1,20,
1417.499289,Body01_Min_m,Body01_Min_m,4,1,20,
1418.499289,Body02_Min_m,Body02_Min_m,4,1,20,
1419.499289,Body03_Min_m,Body03_Min_m,4,1,20,
1420.499289,Body04_Min_m,Body04_Min_m,4,1,20,
1421.499289,Body05_Min_m,Body05_Min_m,4,1,20,
1422.499289,Body06_Min_m,Body06_Min_m,4,1,20,
1423.499289,Body07_Min_m,Body07_Min_m,4,1,20,
1424.499289,Body08_Min_m,Body08_Min_m,4,1,20,
1425.499289,Boots01_Min_m,Boots01_Min_m,4,1,20,
1426.499289,Boots02_Min_m,Boots02_Min_m,4,1,20,
1427.499289,Boots03_Min_m,Boots03_Min_m,4,1,20,
1428.499289,Boots04_Min_m,Boots04_Min_m,4,1,20,
1429.499289,Boots05_Min_m,Boots05_Min_m,4,1,20,
1430.499289,Boots06_Min_m,Boots06_Min_m,4,1,20,
1431.499289,Boots07_Min_m,Boots07_Min_m,4,1,20,
1432.499289,Boots08_Min_m,Boots08_Min_m,4,1,20,
1433.499289,Legs01_Min_m,Legs01_Min_m,4,1,20,
1434.499289,MinA_M_Head01,MinA_M_Head01,4,1,20,
1435.499289,Arms01_Min_m,Arms01_Min_m,4,1,20,
1436.499289,MinA_M_Hair01,MinA_M_Hair01,4,1,20,
1437.499289,MinA_M_Hair02,MinA_M_Hair02,4,1,20,
1438.499289,MinA_M_Hair03,MinA_M_Hair03,4,1,20,
1439.499289,MinA_M_Hair04,MinA_M_Hair04,4,1,20,
1440.499289,MinA_M_Hair05,MinA_M_Hair05,4,1,20,
1441.499289,MinA_M_Hair06,MinA_M_Hair06,4,1,20,
1442.499289,MinA_M_Hair07,MinA_M_Hair07,4,1,20,
1443.499289,MinA_M_Hair08,MinA_M_Hair08,4,1,20,
1444.499289,MinA_M_Hair09,MinA_M_Hair09,4,1,20,
1445.499289,MinA_M_Hair10,MinA_M_Hair10,4,1,20,
1446.499289,Corrupt_MinoHead01,Corrupt_MinoHead01,6,1,21,
1447.499289,Corrupt_MinoHead02,Corrupt_MinoHead02,6,1,21,
1448.499289,Corrupt_MinoHead03,Corrupt_MinoHead03,6,1,21,
1449.499289,MinM_M_Hair01,MinM_M_Hair01,4,1,20,
1450.499289,MinM_M_Hair02,MinM_M_Hair02,4,1,20,
1451.499289,MinM_M_Hair03,MinM_M_Hair03,4,1,20,
1452.499289,MinM_M_Hair04,MinM_M_Hair04,4,1,20,
1453.499289,MinM_M_Hair05,MinM_M_Hair05,4,1,20,
1454.499289,MinM_M_Hair06,MinM_M_Hair06,4,1,20,
1455.499289,MinM_M_Hair07,MinM_M_Hair07,4,1,20,
1456.499289,MinM_M_Hair08,MinM_M_Hair08,4,1,20,
1457.499289,MinM_M_Hair09,MinM_M_Hair09,4,1,20,
1458.499289,MinM_M_Hair10,MinM_M_Hair10,4,1,20,
1459.499289,MinH_M_Hair01,MinH_M_Hair01,4,1,20,
1460.499289,MinH_M_Hair02,MinH_M_Hair02,4,1,20,
1461.499289,MinH_M_Hair03,MinH_M_Hair03,4,1,20,
1462.499289,MinH_M_Hair04,MinH_M_Hair04,4,1,20,
1463.499289,MinH_M_Hair05,MinH_M_Hair05,4,1,20,
1464.499289,MinH_M_Hair06,MinH_M_Hair06,4,1,20,
1465.499289,MinH_M_Hair07,MinH_M_Hair07,4,1,20,
1466.499289,MinH_M_Hair08,MinH_M_Hair08,4,1,20,
1467.499289,MinH_M_Hair09,MinH_M_Hair09,4,1,20,
1468.499289,MinH_M_Hair10,MinH_M_Hair10,4,1,20,
1469,Mino_Skele_Head01,Mino_Skele_Head01,6,1,21,
1470,Celt Bainshee Tunic Body,body02_CeltBainshee,4,1,2,
1471,Elf Bainshee Tunic Body,body02_elf_bainshee,4,1,2,
1472,Lurikeen Bainshee Tunic Body,body02_luriBainshee,4,1,2,
1473,Werewolf_m_Head01,Werewolf_m_Head01,4,0,21,
1475,Werewolf_m_Arms01,Werewolf_m_Arms01,4,0,21,
1476,Body01_Werewolf_m,Body01_Werewolf_m,4,0,21,
1477,Body02_Werewolf_m,Body02_Werewolf_m,4,0,21,
1478,Body03_Werewolf_m,Body03_Werewolf_m,4,0,21,
1479,body04_Werewolf_m,body04_Werewolf_m,4,0,21,
1480,body05_Werewolf_m,body05_Werewolf_m,4,0,21,
1481,Body06_Werewolf_m,Body06_Werewolf_m,4,0,21,
1482,Body08_Werewolf_m,Body08_Werewolf_m,4,0,21,
1483,Werewolf_m_Boots01,Werewolf_m_Boots01,4,0,21,
1484,Gloves02_Werewolf_m,Gloves02_Werewolf_m,4,0,21,
1485,Gloves03_Werewolf_m,Gloves03_Werewolf_m,4,0,21,
1486,Gloves04_Werewolf_m,Gloves04_Werewolf_m,4,0,21,
1487,Gloves05_Werewolf_m,Gloves05_Werewolf_m,4,0,21,
1488,Gloves06_Werewolf_m,Gloves06_Werewolf_m,4,0,21,
1489,Gloves07_Werewolf_m,Gloves07_Werewolf_m,4,0,21,
1490,Gloves08_Werewolf_m,Gloves08_Werewolf_m,4,0,21,
1491,Gloves01_Werewolf_m,Gloves01_Werewolf_m,4,0,21,
1492,Male Briton/Celt Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_BC_m,4,0,22,
1493,Male Briton/Celt Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_BC_m,4,0,22,
1494,Male Briton/Celt Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_BC_m,4,0,22,
1495,Female Briton/Celt Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_BC_f,4,0,22,
1496,Female Briton/Celt Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_BC_f,4,0,22,
1497,Female Briton/Celt Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_BC_f,4,0,22,
1498,Male Aval/Elf Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_AE_m,4,0,22,
1499,Male Aval/Elf Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_AE_m,4,0,22,
1500,Male Aval/Elf Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_AE_m,4,0,22,
1501,Female Aval/Elf Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_AE_f,4,0,22,
1502,Female Aval/Elf Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_AE_f,4,0,22,
1503,Female Aval/Elf Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_AE_f,4,0,22,
1504,Male Norse/High Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_HN_m,4,0,22,
1505,Male Norse/High Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_HN_m,4,0,22,
1506,Male Norse/High Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_HN_m,4,0,22,
1507,Female Norse/High Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_HN_f,4,0,22,
1508,Female Norse/High Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_HN_f,4,0,22,
1509,Female Norse/High Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_HN_f,4,0,22,
1510,Male Firbolg Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Fir_m,4,0,22,
1511,Male Firbolg Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Fir_m,4,0,22,
1512,Male Firbolg Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Fir_m,4,0,22,
1513,Female Firbolg Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Fir_f,4,0,22,
1514,Female Firbolg Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Fir_f,4,0,22,
1515,Female Firbolg Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Fir_f,4,0,22,
1516,Male Inconnu Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Inc_m,4,0,22,
1517,Male Inconnu Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Inc_m,4,0,22,
1518,Male Inconnu Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Inc_m,4,0,22,
1519,Female Inconnu Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Inc_f,4,0,22,
1520,Female Inconnu Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Inc_f,4,0,22,
1521,Female Inconnu Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Inc_f,4,0,22,
1522,Male Shar/Fros/Sarc Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_SFS_m,4,0,22,
1523,Male Shar/Fros/Sarc Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_SFS_m,4,0,22,
1524,Male Shar/Fros/Sarc Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_SFS_m,4,0,22,
1525,Female Shar/Fros/Sarc Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_SFS_f,4,0,22,
1526,Female Shar/Fros/Sarc Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_SFS_f,4,0,22,
1527,Female Shar/Fros/Sarc Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_SFS_f,4,0,22,
1528,Male Dwarf Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Dwa_m,4,0,22,
1529,Male Dwarf Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Dwa_m,4,0,22,
1530,Male Dwarf Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Dwa_m,4,0,22,
1531,Female Dwarf Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Dwa_f,4,0,22,
1532,Female Dwarf Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Dwa_f,4,0,22,
1533,Female Dwarf Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Dwa_f,4,0,22,
1534,Male Kobold Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Kob_m,4,0,22,
1535,Male Kobold Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Kob_m,4,0,22,
1536,Male Kobold Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Kob_m,4,0,22,
1537,Female Kobold Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Kob_f,4,0,22,
1538,Female Kobold Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Kob_f,4,0,22,
1539,Female Kobold Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Kob_f,4,0,22,
1540,Male Valkyn Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Val_m,4,0,22,
1541,Male Valkyn Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Val_m,4,0,22,
1542,Male Valkyn Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Val_m,4,0,22,
1543,Female Valkyn Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Val_f,4,0,22,
1544,Female Valkyn Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Val_f,4,0,22,
1545,Female Valkyn Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Val_f,4,0,22,
1546,Male HalfOgre Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Hal_m,4,0,22,
1547,Male HalfOgre Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Hal_m,4,0,22,
1548,Male HalfOgre Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Hal_m,4,0,22,
1549,Female HalfOgre Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Hal_f,4,0,22,
1550,Female HalfOgre Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Hal_f,4,0,22,
1551,Female HalfOgre Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Hal_f,4,0,22,
1552,Male Troll Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Tro_m,4,0,22,
1553,Male Troll Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Tro_m,4,0,22,
1554,Male Troll Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Tro_m,4,0,22,
1555,Female Troll Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Tro_f,4,0,22,
1556,Female Troll Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Tro_f,4,0,22,
1557,Female Troll Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Tro_f,4,0,22,
1558,Male Lurikeen Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Lur_m,4,0,22,
1559,Male Lurikeen Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Lur_m,4,0,22,
1560,Male Lurikeen Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Lur_m,4,0,22,
1561,Female Lurikeen Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Lur_f,4,0,22,
1562,Female Lurikeen Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Lur_f,4,0,22,
1563,Female Lurikeen Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Lur_f,4,0,22,
1564,Male Sylvan Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Syl_m,4,0,22,
1565,Male Sylvan Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Syl_m,4,0,22,
1566,Male Sylvan Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Syl_m,4,0,22,
1567,Female Sylvan Dragonsworn Light Helm,ADR_Dragonsworn_Helm_Light_Syl_f,4,0,22,
1568,Female Sylvan Dragonsworn Med Helm,ADR_Dragonsworn_Helm_Medium_Syl_f,4,0,22,
1569,Female Sylvan Dragonsworn Heavy Helm,ADR_Dragonsworn_Helm_Heavy_Syl_f,4,0,22,
1570,ADR_Dragonslayer_Alb_Helm_Heavy_AE_f,ADR_Dragonslayer_Alb_Helm_Heavy_AE_f,4,0,23,
1571,ADR_Dragonslayer_Alb_Helm_Heavy_AE_m,ADR_Dragonslayer_Alb_Helm_Heavy_AE_m,4,0,23,
1572,ADR_Dragonslayer_Hib_Helm_Heavy_AE_f,ADR_Dragonslayer_Hib_Helm_Heavy_AE_f,4,0,23,
1573,ADR_Dragonslayer_Hib_Helm_Heavy_AE_m,ADR_Dragonslayer_Hib_Helm_Heavy_AE_m,4,0,23,
1574,ADR_Dragonslayer_Mid_Helm_Heavy_AE_f,ADR_Dragonslayer_Mid_Helm_Heavy_AE_f,4,0,23,
1575,ADR_Dragonslayer_Mid_Helm_Heavy_AE_m,ADR_Dragonslayer_Mid_Helm_Heavy_AE_m,4,0,23,
1576,ADR_Dragonslayer_Alb_Helm_Medium_AE_f,ADR_Dragonslayer_Alb_Helm_Medium_AE_f,4,0,23,
1577,ADR_Dragonslayer_Alb_Helm_Medium_AE_m,ADR_Dragonslayer_Alb_Helm_Medium_AE_m,4,0,23,
1578,ADR_Dragonslayer_Hib_Helm_Medium_AE_f,ADR_Dragonslayer_Hib_Helm_Medium_AE_f,4,0,23,
1579,ADR_Dragonslayer_Hib_Helm_Medium_AE_m,ADR_Dragonslayer_Hib_Helm_Medium_AE_m,4,0,23,
1580,ADR_Dragonslayer_Mid_Helm_Medium_AE_f,ADR_Dragonslayer_Mid_Helm_Medium_AE_f,4,0,23,
1581,ADR_Dragonslayer_Mid_Helm_Medium_AE_m,ADR_Dragonslayer_Mid_Helm_Medium_AE_m,4,0,23,
1582,ADR_Dragonslayer_Alb_Helm_Light_AE_f,ADR_Dragonslayer_Alb_Helm_Light_AE_f,4,0,23,
1583,ADR_Dragonslayer_Alb_Helm_Light_AE_m,ADR_Dragonslayer_Alb_Helm_Light_AE_m,4,0,23,
1584,ADR_Dragonslayer_Hib_Helm_Light_AE_f,ADR_Dragonslayer_Hib_Helm_Light_AE_f,4,0,23,
1585,ADR_Dragonslayer_Hib_Helm_Light_AE_m,ADR_Dragonslayer_Hib_Helm_Light_AE_m,4,0,23,
1586,ADR_Dragonslayer_Mid_Helm_Light_AE_f,ADR_Dragonslayer_Mid_Helm_Light_AE_f,4,0,23,
1587,ADR_Dragonslayer_Mid_Helm_Light_AE_m,ADR_Dragonslayer_Mid_Helm_Light_AE_m,4,0,23,
1588,ADR_Dragonslayer_Alb_Helm_Heavy_BC_f,ADR_Dragonslayer_Alb_Helm_Heavy_BC_f,4,0,23,
1589,ADR_Dragonslayer_Alb_Helm_Heavy_BC_m,ADR_Dragonslayer_Alb_Helm_Heavy_BC_m,4,0,23,
1590,ADR_Dragonslayer_Hib_Helm_Heavy_BC_f,ADR_Dragonslayer_Hib_Helm_Heavy_BC_f,4,0,23,
1591,ADR_Dragonslayer_Hib_Helm_Heavy_BC_m,ADR_Dragonslayer_Hib_Helm_Heavy_BC_m,4,0,23,
1592,ADR_Dragonslayer_Mid_Helm_Heavy_BC_f,ADR_Dragonslayer_Mid_Helm_Heavy_BC_f,4,0,23,
1593,ADR_Dragonslayer_Mid_Helm_Heavy_BC_m,ADR_Dragonslayer_Mid_Helm_Heavy_BC_m,4,0,23,
1594,ADR_Dragonslayer_Alb_Helm_Medium_BC_f,ADR_Dragonslayer_Alb_Helm_Medium_BC_f,4,0,23,
1595,ADR_Dragonslayer_Alb_Helm_Medium_BC_m,ADR_Dragonslayer_Alb_Helm_Medium_BC_m,4,0,23,
1596,ADR_Dragonslayer_Hib_Helm_Medium_BC_f,ADR_Dragonslayer_Hib_Helm_Medium_BC_f,4,0,23,
1597,ADR_Dragonslayer_Hib_Helm_Medium_BC_m,ADR_Dragonslayer_Hib_Helm_Medium_BC_m,4,0,23,
1598,ADR_Dragonslayer_Mid_Helm_Medium_BC_m,ADR_Dragonslayer_Mid_Helm_Medium_BC_f,4,0,23,
1599,ADR_Dragonslayer_Mid_Helm_Medium_BC_f,ADR_Dragonslayer_Mid_Helm_Medium_BC_m,4,0,23,
1600,ADR_Dragonslayer_Alb_Helm_Light_BC_f,ADR_Dragonslayer_Alb_Helm_Light_BC_f,4,0,23,
1601,ADR_Dragonslayer_Alb_Helm_Light_BC_m,ADR_Dragonslayer_Alb_Helm_Light_BC_m,4,0,23,
1602,ADR_Dragonslayer_Hib_Helm_Light_BC_f,ADR_Dragonslayer_Hib_Helm_Light_BC_f,4,0,23,
1603,ADR_Dragonslayer_Hib_Helm_Light_BC_m,ADR_Dragonslayer_Hib_Helm_Light_BC_m,4,0,23,
1604,ADR_Dragonslayer_Mid_Helm_Light_BC_f,ADR_Dragonslayer_Mid_Helm_Light_BC_f,4,0,23,
1605,ADR_Dragonslayer_Mid_Helm_Light_BC_m,ADR_Dragonslayer_Mid_Helm_Light_BC_m,4,0,23,
1606,ADR_Dragonslayer_Alb_Helm_Heavy_Dwa_f,ADR_Dragonslayer_Alb_Helm_Heavy_Dwa_f,4,0,23,
1607,ADR_Dragonslayer_Alb_Helm_Heavy_Dwa_m,ADR_Dragonslayer_Alb_Helm_Heavy_Dwa_m,4,0,23,
1608,ADR_Dragonslayer_Hib_Helm_Heavy_Dwa_f,ADR_Dragonslayer_Hib_Helm_Heavy_Dwa_f,4,0,23,
1609,ADR_Dragonslayer_Hib_Helm_Heavy_Dwa_m,ADR_Dragonslayer_Hib_Helm_Heavy_Dwa_m,4,0,23,
1610,ADR_Dragonslayer_Mid_Helm_Heavy_Dwa_f,ADR_Dragonslayer_Mid_Helm_Heavy_Dwa_f,4,0,23,
1611,ADR_Dragonslayer_Mid_Helm_Heavy_Dwa_m,ADR_Dragonslayer_Mid_Helm_Heavy_Dwa_m,4,0,23,
1612,ADR_Dragonslayer_Alb_Helm_Medium_Dwa_f,ADR_Dragonslayer_Alb_Helm_Medium_Dwa_f,4,0,23,
1613,ADR_Dragonslayer_Alb_Helm_Medium_Dwa_m,ADR_Dragonslayer_Alb_Helm_Medium_Dwa_m,4,0,23,
1614,ADR_Dragonslayer_Hib_Helm_Medium_Dwa_f,ADR_Dragonslayer_Hib_Helm_Medium_Dwa_f,4,0,23,
1615,ADR_Dragonslayer_Hib_Helm_Medium_Dwa_m,ADR_Dragonslayer_Hib_Helm_Medium_Dwa_m,4,0,23,
1616,ADR_Dragonslayer_Mid_Helm_Medium_Dwa_f,ADR_Dragonslayer_Mid_Helm_Medium_Dwa_f,4,0,23,
1617,ADR_Dragonslayer_Mid_Helm_Medium_Dwa_m,ADR_Dragonslayer_Mid_Helm_Medium_Dwa_m,4,0,23,
1618,ADR_Dragonslayer_Alb_Helm_Light_Dwa_f,ADR_Dragonslayer_Alb_Helm_Light_Dwa_f,4,0,23,
1619,ADR_Dragonslayer_Alb_Helm_Light_Dwa_m,ADR_Dragonslayer_Alb_Helm_Light_Dwa_m,4,0,23,
1620,ADR_Dragonslayer_Hib_Helm_Light_Dwa_f,ADR_Dragonslayer_Hib_Helm_Light_Dwa_f,4,0,23,
1621,ADR_Dragonslayer_Hib_Helm_Light_Dwa_m,ADR_Dragonslayer_Hib_Helm_Light_Dwa_m,4,0,23,
1622,ADR_Dragonslayer_Alb_Helm_Heavy_Fir_f,ADR_Dragonslayer_Alb_Helm_Heavy_Fir_f,4,0,23,
1623,ADR_Dragonslayer_Alb_Helm_Heavy_Fir_m,ADR_Dragonslayer_Alb_Helm_Heavy_Fir_m,4,0,23,
1624,ADR_Dragonslayer_Hib_Helm_Heavy_Fir_f,ADR_Dragonslayer_Hib_Helm_Heavy_Fir_f,4,0,23,
1625,ADR_Dragonslayer_Hib_Helm_Heavy_Fir_m,ADR_Dragonslayer_Hib_Helm_Heavy_Fir_m,4,0,23,
1626,ADR_Dragonslayer_Mid_Helm_Heavy_Fir_f,ADR_Dragonslayer_Mid_Helm_Heavy_Fir_f,4,0,23,
1627,ADR_Dragonslayer_Mid_Helm_Heavy_Fir_m,ADR_Dragonslayer_Mid_Helm_Heavy_Fir_m,4,0,23,
1628,ADR_Dragonslayer_Alb_Helm_Medium_Fir_f,ADR_Dragonslayer_Alb_Helm_Medium_Fir_f,4,0,23,
1629,ADR_Dragonslayer_Alb_Helm_Medium_Fir_m,ADR_Dragonslayer_Alb_Helm_Medium_Fir_m,4,0,23,
1630,ADR_Dragonslayer_Hib_Helm_Medium_Fir_f,ADR_Dragonslayer_Hib_Helm_Medium_Fir_f,4,0,23,
1631,ADR_Dragonslayer_Hib_Helm_Medium_Fir_m,ADR_Dragonslayer_Hib_Helm_Medium_Fir_m,4,0,23,
1632,ADR_Dragonslayer_Mid_Helm_Medium_Fir_f,ADR_Dragonslayer_Mid_Helm_Medium_Fir_f,4,0,23,
1633,ADR_Dragonslayer_Mid_Helm_Medium_Fir_m,ADR_Dragonslayer_Mid_Helm_Medium_Fir_m,4,0,23,
1634,ADR_Dragonslayer_Alb_Helm_Light_Fir_f,ADR_Dragonslayer_Alb_Helm_Light_Fir_f,4,0,23,
1635,ADR_Dragonslayer_Alb_Helm_Light_Fir_m,ADR_Dragonslayer_Alb_Helm_Light_Fir_m,4,0,23,
1636,ADR_Dragonslayer_Alb_Helm_Heavy_Hal_f,ADR_Dragonslayer_Alb_Helm_Heavy_Hal_f,4,0,23,
